_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Atletico v Almeria,1,0.00,11,8,90,-1,85,73,33,87,21,-1,1,-1,-2,2,0,0,0,6,1,0,-2,0,88,82,-6,-8,0,0,5,4,-2,-1,0
Atletico v Athletic Club,0,-0.90,-3,-2,-14,-2,-21,0,-10,-29,20,0,0,0,1,-1,0,0,0,-1,-1,0,2,0,-33,-19,14,-9,-1,0,-3,0,0,3,0
Atletico v Barcelona,0,1.00,-3,-7,-153,0,-155,-76,-76,-19,-99,-33,-3,3,0,0,0,0,0,-3,-2,0,1,0,-86,-153,-67,0,-1,0,-1,0,1,1,1
Atletico v Deportivo,0,-3.00,5,5,19,12,15,20,10,22,1,6,2,-2,-9,9,0,0,0,4,2,0,-3,0,20,15,-5,5,1,0,4,5,0,1,1
Atletico v Espanyol,0,0.60,7,3,-42,-6,-47,-19,-15,1,-29,-8,1,-1,-6,6,0,0,0,-8,1,0,1,0,-26,-53,-27,-2,1,0,0,-1,-2,-1,1
Atletico v Getafe,2,-4.80,1,0,70,2,63,45,27,33,47,-8,0,0,-2,2,0,0,0,0,1,0,-3,0,71,67,-4,-9,0,0,-4,-2,1,2,-1
Atletico v Malaga,2,0.20,0,1,61,-2,49,56,18,11,61,3,-1,1,7,-7,0,0,0,2,-2,0,-2,0,39,41,2,1,-1,0,-8,-7,1,1,-1
Atletico v Mallorca,1,-1.70,6,4,114,-5,109,83,57,68,66,7,5,-5,7,-7,0,0,0,13,1,0,0,0,108,107,-1,-6,-3,0,-3,-1,5,2,0
Atletico v Osasuna,0,-3.10,2,1,-9,3,-6,-3,-9,1,-14,2,1,-1,3,-3,0,0,0,5,-2,0,1,0,-1,3,4,2,1,0,11,6,-6,-5,0
Atletico v Racing,1,-1.20,7,3,84,3,82,54,41,41,35,19,3,-3,1,-1,0,0,0,7,1,0,-4,0,80,88,8,5,0,0,-9,-6,8,3,0
Atletico v Real Madrid,2,-1.10,-6,-2,-39,-16,-33,-7,-33,-1,-42,-2,0,0,0,0,0,0,0,1,2,0,1,0,-34,-35,-1,-1,0,0,3,4,-5,1,-2
Atletico v Sevilla,0,-1.70,-2,-1,-63,-13,-62,-27,-38,-14,-41,-11,-3,3,-1,1,0,0,0,-10,-3,0,-2,0,-53,-84,-31,-5,1,0,6,1,-4,-5,-1
Atletico v Sporting Gijon,0,-1.60,-6,-6,-14,1,-19,-10,-12,-33,0,11,-1,1,6,-6,0,0,0,-8,-5,0,3,0,-51,-12,39,-1,-1,0,7,4,-3,-3,0
Atletico v Tenerife,0,-3.60,11,6,-36,-7,-22,-21,-16,-19,-25,6,-2,2,0,0,0,0,0,-7,-1,0,0,0,-14,-25,-11,2,-1,0,-8,-8,8,0,2
Atletico v Valencia,0,-1.30,3,0,-40,-19,-23,-6,-27,-1,-15,-18,-2,2,1,-1,0,0,0,-4,-3,0,0,0,5,-32,-37,3,0,-1,-17,-13,11,4,0
Atletico v Valladolid,0,-2.00,-4,-1,13,9,4,14,-4,3,2,5,1,-1,-2,2,0,0,0,-4,0,0,1,0,-22,14,36,4,0,0,4,3,-7,-1,1
Atletico v Villarreal,2,-0.70,-6,-3,-1,4,2,10,-7,-18,9,7,-1,1,-9,9,0,0,0,1,-2,0,0,0,-20,7,27,4,1,0,-5,-6,4,-1,1
Atletico v Xerez,2,-0.90,6,4,28,-7,19,32,-1,19,4,6,4,-4,2,-2,0,0,0,5,0,0,-2,0,17,21,4,8,0,0,-4,-2,2,2,0
Atletico v Zaragoza,0,-1.80,0,-3,36,21,40,3,28,11,14,8,-4,4,-2,2,0,0,0,-5,-2,0,-4,0,22,37,15,-1,1,0,-5,-1,6,4,1
Barcelona v Almeria,0,0.20,7,3,255,10,264,143,123,91,142,34,2,-2,4,-4,0,0,0,9,3,0,-1,0,244,255,11,-6,-2,0,-13,-11,5,2,1
Barcelona v Athletic Club,0,-0.50,8,3,210,13,211,115,105,100,116,4,5,-5,1,-1,0,0,0,12,5,0,0,0,191,223,32,-2,0,0,-4,-1,3,3,2
Barcelona v Atletico,0,0.70,-4,-3,102,-1,108,54,37,-21,58,55,-3,3,3,-3,0,0,0,-7,-1,0,1,0,35,117,82,10,-2,0,-2,-2,-2,0,3
Barcelona v Deportivo,0,0.30,8,6,264,19,277,141,132,93,175,9,8,-8,1,-1,0,0,0,14,2,0,-2,0,258,280,22,6,-2,0,-11,-7,7,4,1
Barcelona v Espanyol,0,2.60,7,3,194,11,193,116,102,97,91,33,6,-6,8,-8,0,0,0,18,5,0,1,0,174,186,12,-8,-3,0,-10,-7,9,3,1
Barcelona v Getafe,0,-0.20,6,6,98,8,99,31,72,5,76,18,1,-1,-2,2,0,0,0,0,0,0,3,0,61,119,58,5,1,1,-6,2,3,8,1
Barcelona v Malaga,0,1.10,12,7,256,-5,272,142,133,112,140,26,6,-6,2,-2,0,0,0,19,5,0,1,0,203,280,77,0,0,0,-17,-6,16,11,0
Barcelona v Mallorca,0,-0.80,7,3,171,20,167,85,90,37,108,32,-2,2,4,-4,0,0,0,3,1,0,-2,0,108,178,70,-5,-2,0,-8,-4,5,4,2
Barcelona v Osasuna,0,0.00,4,4,190,-1,178,97,87,4,110,70,1,-1,4,-4,0,0,0,-4,0,0,-1,0,54,185,131,-5,1,0,-5,-2,3,3,0
Barcelona v Racing,0,-0.20,7,2,189,9,196,96,92,36,104,48,2,-2,1,-1,0,0,0,2,0,0,-1,0,125,204,79,-1,1,0,-7,-2,8,5,3
Barcelona v Real Madrid,0,1.30,-3,-2,118,-15,128,74,54,1,103,24,1,-1,1,-1,0,0,0,6,0,0,3,0,77,125,48,-2,-2,0,3,4,0,1,0
Barcelona v Sevilla,0,0.00,11,5,190,11,199,127,84,60,105,45,4,-4,1,-1,0,0,0,18,6,0,-1,0,160,198,38,-4,-1,0,-11,-3,13,8,0
Barcelona v Sporting Gijon,0,-0.80,5,2,260,33,255,143,123,61,165,42,0,0,0,0,0,0,0,2,4,0,0,0,176,275,99,7,-1,0,-4,-7,-1,-3,2
Barcelona v Tenerife,0,-0.80,5,3,313,2,310,179,146,68,219,40,3,-3,7,-7,0,0,0,8,4,0,-1,0,270,308,38,-15,-1,0,-3,-2,5,1,0
Barcelona v Valencia,0,-0.90,0,-1,74,-1,77,47,35,17,60,5,1,-1,0,0,0,0,0,3,0,0,1,0,91,84,-7,5,0,0,-4,-3,6,1,0
Barcelona v Valladolid,0,0.90,4,2,217,-3,225,149,83,62,132,38,3,-3,5,-5,0,0,0,5,2,0,0,0,141,223,82,-5,-1,0,-14,-9,11,5,0
Barcelona v Villarreal,1,-2.00,1,1,129,10,124,63,58,14,70,41,-2,2,-4,4,0,0,0,1,-1,0,-3,0,68,109,41,-9,-1,0,3,2,1,-1,1
Barcelona v Xerez,0,-0.30,1,0,198,-2,195,102,99,35,127,39,-2,2,-3,3,0,0,0,-2,-1,0,0,0,101,203,102,1,-2,0,-4,3,8,7,1
Barcelona v Zaragoza,0,-0.30,9,4,337,17,338,158,181,55,243,47,3,-3,5,-5,0,0,0,6,2,0,2,0,212,340,128,-3,-2,0,-8,-3,10,5,3
Deportivo v Almeria,1,-0.30,0,2,-57,-16,-55,-38,-26,4,-59,-7,-1,1,-4,4,0,0,0,-5,-5,0,-2,0,-39,-73,-34,-6,1,0,8,5,-4,-3,0
Deportivo v Athletic Club,0,1.00,-8,-3,0,-1,-3,-22,7,-29,10,5,-3,3,-2,2,0,0,0,-7,-3,0,-2,0,-25,-18,7,-3,0,0,12,7,-10,-5,0
Deportivo v Atletico,0,2.00,3,3,20,0,21,24,21,55,-17,7,4,-4,7,-7,0,0,0,18,6,0,1,0,64,15,-49,-1,3,0,-6,-7,4,-1,0
Deportivo v Barcelona,2,1.60,-9,-8,-194,-5,-196,-115,-86,-72,-108,-22,-3,3,2,-2,0,0,0,-8,-3,0,1,0,-168,-179,-11,4,0,0,6,2,-2,-4,0
Deportivo v Espanyol,2,2.90,-1,0,-63,-14,-64,-36,-37,0,-50,-21,-4,4,7,-7,0,0,0,-7,-3,0,0,0,-6,-66,-60,-1,-1,0,7,6,0,-1,-1
Deportivo v Getafe,2,-0.20,-2,-2,-49,8,-63,-18,-24,24,-44,-25,-1,1,5,-5,0,0,0,5,4,0,0,0,14,-62,-76,-4,-2,0,7,1,-5,-6,0
Deportivo v Malaga,0,0.50,2,3,128,2,131,80,70,44,64,43,1,-1,-3,3,0,0,0,9,4,0,1,0,63,120,57,-7,0,0,1,-1,-2,-2,0
Deportivo v Mallorca,0,-0.20,-7,0,16,6,10,-3,16,-2,7,10,0,0,1,-1,0,0,0,0,-2,0,1,0,-26,5,31,-1,-1,0,3,-2,-3,-5,0
Deportivo v Osasuna,0,-0.40,0,2,72,7,65,47,26,40,18,18,-1,1,-2,2,0,0,0,-2,-2,0,2,0,49,73,24,3,0,0,-2,-1,-3,1,0
Deportivo v Racing,1,0.20,1,-1,-11,6,-18,-19,4,1,-6,-8,1,-1,0,0,0,0,0,0,1,0,-2,0,8,-19,-27,0,0,0,1,1,1,0,1
Deportivo v Real Madrid,2,1.70,-11,-6,-93,1,-86,-50,-34,-6,-83,5,0,0,1,-1,0,0,0,7,-2,0,-2,0,-68,-107,-39,-5,0,0,0,-2,1,-2,-2
Deportivo v Sevilla,0,1.10,2,2,-45,-21,-38,-18,-20,-21,-22,6,1,-1,4,-4,0,0,0,1,3,0,2,0,-34,-51,-17,2,0,0,-2,-3,4,-1,1
Deportivo v Sporting Gijon,1,1.70,0,-1,26,4,17,30,18,0,37,12,2,-2,-4,4,0,0,0,8,5,0,2,0,-3,23,26,-9,1,0,-3,-4,-2,-1,1
Deportivo v Tenerife,0,-0.90,0,0,-3,3,7,-2,8,7,-31,28,0,0,6,-6,0,0,0,1,3,0,1,0,-15,6,21,1,0,0,-9,-8,5,1,0
Deportivo v Valencia,1,0.70,1,0,-65,-2,-55,-42,-21,-17,-27,-18,0,0,-1,1,0,0,0,5,1,0,1,0,-25,-80,-55,-2,0,0,7,1,-3,-6,0
Deportivo v Valladolid,2,1.00,-7,-3,-32,-15,-26,-15,-20,-23,-9,-3,1,-1,4,-4,0,0,0,-1,1,0,-1,0,-39,-30,9,-8,0,0,-2,-2,3,0,-1
Deportivo v Villarreal,0,-0.20,3,2,-34,-5,-31,-37,3,9,-38,-5,-1,1,-1,1,0,0,0,2,0,0,-1,0,-9,-45,-36,-4,-2,0,-2,-2,-2,0,1
Deportivo v Xerez,0,-0.90,2,1,-67,-10,-57,-39,-29,-4,-85,20,1,-1,-2,2,0,0,0,3,0,0,0,0,-26,-55,-29,5,-1,0,0,1,3,1,1
Deportivo v Zaragoza,2,0.60,-2,-1,-89,-10,-95,-67,-37,-27,-70,-7,-2,2,-3,3,0,0,0,-9,1,0,-3,0,-95,-100,-5,0,0,0,4,3,-3,-1,0
Espanyol v Almeria,0,-1.30,1,-2,15,-2,22,18,8,51,-28,2,-1,1,-4,4,0,0,0,9,2,0,0,0,40,39,-1,7,0,0,-1,4,4,5,1
Espanyol v Athletic Club,0,-1.60,4,3,79,1,63,62,39,31,61,10,9,-9,0,0,0,0,0,14,4,0,0,0,55,62,7,-9,0,0,-11,-9,6,2,0
Espanyol v Atletico,0,0.10,2,3,-69,1,-61,-45,-32,-35,-50,9,0,0,0,0,0,0,0,-2,1,0,0,0,-61,-55,6,7,1,0,9,1,-8,-8,0
Espanyol v Barcelona,1,-2.40,6,2,-178,3,-179,-111,-67,-12,-156,-12,2,-2,-3,3,0,0,0,4,3,0,-4,0,-112,-184,-72,-2,0,0,6,-1,-4,-7,0
Espanyol v Deportivo,0,-2.10,3,3,53,14,53,37,18,31,26,-2,0,0,3,-3,0,0,0,3,4,0,-1,0,73,70,-3,3,2,0,-2,-1,-3,1,1
Espanyol v Getafe,2,-0.70,-3,-4,41,14,36,15,27,11,29,0,1,-1,0,0,0,0,0,1,2,0,1,0,21,49,28,6,-1,0,1,0,-2,-1,0
Espanyol v Malaga,0,-1.40,-2,-2,124,6,118,83,44,2,69,58,3,-3,0,0,0,0,0,7,3,0,1,0,36,125,89,-2,0,0,-6,-3,4,3,-1
Espanyol v Mallorca,1,-2.20,1,1,133,9,124,66,76,36,91,15,0,0,2,-2,0,0,0,6,1,0,1,0,95,132,37,-8,-3,0,-5,-3,4,2,0
Espanyol v Osasuna,0,-2.60,-1,3,54,8,49,27,29,5,34,16,-2,2,8,-8,0,0,0,-4,-6,0,3,0,22,52,30,6,0,0,1,2,2,1,-1
Espanyol v Racing,2,-2.00,0,1,21,7,24,16,19,2,27,6,-1,1,2,-2,0,0,0,4,2,0,0,0,33,18,-15,-2,-2,0,-10,-9,3,1,0
Espanyol v Real Madrid,2,-0.20,0,0,-24,12,-28,-14,-11,-11,-22,7,-4,4,-1,1,0,0,0,0,-1,0,1,0,-42,-28,14,-4,0,0,6,4,-2,-2,-1
Espanyol v Sevilla,0,-2.90,4,0,-110,-20,-97,-57,-65,-20,-82,-22,-5,5,-7,7,0,0,0,-6,3,0,0,0,-53,-82,-29,4,1,0,7,7,4,0,1
Espanyol v Sporting Gijon,1,-2.60,9,4,82,5,67,53,45,40,34,25,8,-8,4,-4,0,0,0,17,7,0,-1,0,61,88,27,-5,0,0,-2,2,5,4,0
Espanyol v Tenerife,0,-1.40,5,5,66,4,66,33,31,-20,52,32,0,0,6,-6,0,0,0,1,-1,0,-1,0,-9,59,68,1,-3,0,3,4,0,1,0
Espanyol v Valencia,2,-2.00,0,-1,-81,4,-73,-50,-26,-32,-45,0,-3,3,3,-3,0,0,0,3,3,0,0,0,-75,-72,3,2,1,0,3,4,2,1,0
Espanyol v Valladolid,1,-1.30,6,5,75,5,73,51,36,48,36,5,8,-8,0,0,0,0,0,15,4,0,0,0,71,82,11,-2,-1,0,-6,-2,6,4,0
Espanyol v Villarreal,1,-3.70,1,3,76,13,66,47,34,38,30,13,2,-2,-1,1,0,0,0,6,1,0,-1,0,52,68,16,-4,0,0,-1,1,2,2,0
Espanyol v Xerez,1,-2.10,5,3,70,4,79,53,26,2,18,56,3,-3,-6,6,0,0,0,6,3,0,-2,0,-3,73,76,2,1,0,2,2,3,0,0
Espanyol v Zaragoza,0,-0.90,0,-1,7,16,7,3,4,-5,-5,17,-2,2,1,-1,0,0,0,-3,0,0,-1,0,-7,5,12,0,2,0,3,4,0,1,2
Getafe v Almeria,1,0.40,-3,-1,68,5,74,50,26,15,41,23,0,0,1,-1,0,0,0,1,-3,0,-2,0,39,61,22,-1,1,0,-14,-13,5,1,0
Getafe v Athletic Club,0,0.40,2,2,88,1,76,65,48,34,65,14,7,-7,-2,2,0,0,0,16,2,0,-1,0,39,60,21,-15,0,0,5,-2,-5,-7,0
Getafe v Atletico,0,0.90,4,2,20,7,28,8,12,1,-7,27,2,-2,-3,3,0,0,0,0,4,0,-3,0,-17,28,45,-7,0,0,0,3,2,3,1
Getafe v Barcelona,2,0.10,4,0,-75,-4,-80,-28,-48,-23,-78,24,-3,3,5,-5,0,0,0,-3,2,0,-2,0,-75,-87,-12,-7,0,0,-1,-2,0,-1,0
Getafe v Deportivo,2,-1.50,1,3,111,8,114,82,41,67,49,11,3,-3,1,-1,0,0,0,17,0,0,-1,0,108,109,1,-3,-2,0,-7,-6,5,1,-1
Getafe v Espanyol,1,1.20,9,5,80,-5,84,54,35,6,39,42,2,-2,-2,2,0,0,0,2,1,0,-2,0,21,92,71,2,1,0,0,3,3,3,1
Getafe v Malaga,0,0.10,3,1,45,-13,69,23,23,-11,45,15,1,-1,1,-1,0,0,0,7,3,0,0,0,34,61,27,-4,-1,0,-5,-3,3,2,1
Getafe v Mallorca,0,-1.60,3,3,79,-8,83,61,18,30,28,21,5,-5,-1,1,0,0,0,7,2,0,0,0,52,87,35,7,0,0,-5,-3,6,2,1
Getafe v Osasuna,0,-1.30,-2,3,97,7,87,61,42,9,73,22,1,-1,2,-2,0,0,0,3,-2,0,3,0,59,80,21,-2,1,0,5,4,0,-1,0
Getafe v Racing,1,1.30,-1,-3,50,-4,38,45,21,11,49,9,5,-5,-3,3,0,0,0,5,3,0,-3,0,26,40,14,-7,0,0,-12,-8,10,4,0
Getafe v Real Madrid,2,0.70,-14,-8,-47,-2,-35,-17,-27,-16,-14,-15,-5,5,1,-1,0,0,0,-3,-5,0,0,0,-43,-57,-14,-3,1,0,0,-3,5,-3,-3
Getafe v Sevilla,0,-0.50,6,3,29,-4,36,53,-3,39,-14,25,4,-4,6,-6,0,0,0,12,3,0,-1,0,30,33,3,0,-2,0,-4,-7,-3,-3,-1
Getafe v Sporting Gijon,1,-1.70,-2,2,197,14,186,143,82,66,112,51,5,-5,4,-4,0,0,0,17,3,0,-1,0,127,196,69,6,0,0,-9,-6,7,3,-1
Getafe v Tenerife,0,-0.50,2,0,63,1,55,39,21,8,20,32,5,-5,-6,6,0,0,0,6,-1,0,0,0,18,61,43,-6,1,0,-8,-6,10,2,1
Getafe v Valencia,0,0.30,4,0,-31,-10,-30,-32,-5,-19,-19,0,-2,2,6,-6,0,0,0,-6,0,0,0,0,-29,-11,18,4,-1,0,-3,-2,3,1,1
Getafe v Valladolid,0,-0.10,1,-1,59,11,55,31,23,2,28,27,3,-3,4,-4,0,0,0,1,0,0,-3,0,20,68,48,0,-1,0,-1,-3,-2,-2,0
Getafe v Villarreal,0,-2.00,3,2,-59,1,-49,-24,-11,33,-63,-13,0,0,-2,2,0,0,0,13,3,0,2,0,-19,-48,-29,8,0,0,-1,-1,3,0,0
Getafe v Xerez,0,-0.70,1,0,111,11,113,66,61,31,77,20,1,-1,4,-4,0,0,0,7,1,0,0,0,71,103,32,-3,-1,-1,-4,-5,1,-1,1
Getafe v Zaragoza,2,-0.10,3,5,112,16,118,78,36,10,71,34,4,-4,0,0,0,0,0,5,0,0,-1,0,55,109,54,3,-1,0,-7,-6,2,1,-2
Malaga v Almeria,2,0.90,-3,-1,8,10,11,18,9,21,-6,11,3,-3,-2,2,0,0,0,13,1,0,0,0,11,17,6,-11,0,0,7,6,-3,-1,-2
Malaga v Athletic Club,1,0.90,-2,-1,88,15,85,59,43,39,55,8,1,-1,1,-1,0,0,0,8,-1,0,1,0,73,72,-1,-8,-1,0,4,1,-4,-3,0
Malaga v Atletico,0,0.70,-4,-5,-150,1,-138,-97,-54,-41,-65,-50,-2,2,-4,4,0,0,0,-2,3,0,3,0,-70,-125,-55,3,-2,0,10,7,-6,-3,1
Malaga v Barcelona,2,0.50,-1,-2,-219,-26,-212,-111,-104,-24,-123,-70,0,0,1,-1,0,0,0,-1,-1,0,3,0,-75,-211,-136,0,0,0,6,4,-5,-2,-1
Malaga v Deportivo,1,-1.70,4,3,18,0,24,12,7,5,16,-2,4,-4,-4,4,0,0,0,7,2,0,0,0,29,43,14,5,-2,0,0,2,-2,2,0
Malaga v Espanyol,0,1.40,2,1,-94,-3,-84,-47,-51,-8,-59,-30,0,0,-2,2,0,0,0,-3,-1,0,2,0,-25,-82,-57,0,1,0,2,3,0,1,0
Malaga v Getafe,0,-1.00,0,-1,42,8,56,31,27,26,25,7,4,-4,1,-1,0,0,0,11,1,0,2,0,57,48,-9,-4,0,0,0,-6,-7,-6,0
