_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Athletic Club v Sevilla,0,-0.60,2,3,-10,-7,-9,-9,3,28,-25,-9,4,-4,1,-1,0,3,0,7,3,0,-1,0,24,-8,-32,5,0,0,-2,-1,9,1,0
Athletic Club v Sporting Gijon,0,-1.20,2,0,109,-1,116,58,64,31,63,28,0,0,3,-3,2,2,1,13,4,0,-1,0,60,111,51,-5,-1,0,4,6,-5,2,2
Athletic Club v Valencia,2,-1.40,3,0,-127,-4,-123,-66,-66,-22,-95,-16,0,0,-6,6,2,4,1,2,5,0,0,0,-68,-120,-52,5,-1,0,6,5,0,-1,1
Athletic Club v Villarreal,2,1.00,4,3,30,12,35,14,31,16,15,13,3,-3,-6,6,4,2,0,9,2,0,6,0,41,31,-10,-6,1,0,-2,0,0,2,0
Athletic Club v Zaragoza,0,-0.10,2,-3,58,8,66,49,27,21,46,9,-2,2,2,-2,1,2,1,10,4,0,1,0,48,77,29,1,-2,0,-15,-12,0,3,2
Atletico v Almeria,1,-1.40,12,6,16,-15,13,20,12,41,-3,-6,7,-7,-3,3,8,5,0,14,5,0,1,0,60,21,-39,5,1,0,4,2,-3,-2,0
Atletico v Athletic Club,2,-0.40,3,0,72,17,65,41,34,4,62,11,-2,2,1,-1,6,3,-1,-3,-5,0,1,0,16,63,47,-4,1,1,-9,-8,3,1,-1
Atletico v Barcelona,2,-0.90,0,2,-202,-4,-206,-112,-90,-6,-140,-57,1,-1,1,-1,-2,-1,-1,3,1,0,-3,0,-106,-214,-108,-3,0,0,13,11,-7,-2,-1
Atletico v Deportivo,0,-1.10,10,8,-27,0,-25,-8,-9,28,-42,-2,3,-3,5,-5,4,1,1,5,-2,0,1,0,10,-24,-34,1,-3,0,6,9,0,3,2
Atletico v Espanyol,2,2.10,4,3,3,-15,5,17,-3,29,-30,15,1,-1,2,-2,2,1,0,5,1,0,2,0,0,-2,-2,-1,-2,0,-2,0,3,2,0
Atletico v Getafe,0,-0.60,-4,-3,-6,-9,-2,1,-6,11,0,-19,-4,4,1,-1,-6,-2,0,-1,1,0,0,0,44,3,-41,3,-2,0,7,5,-2,-2,1
Atletico v Hercules,0,-2.10,8,3,-18,-2,-19,-14,-2,9,-14,-12,1,-1,-1,1,6,3,0,-5,0,0,2,0,18,-17,-35,-11,1,0,-1,1,7,2,1
Atletico v Levante,0,-2.30,2,3,73,4,82,47,35,27,37,17,0,0,3,-3,0,0,0,5,-1,0,2,0,69,80,11,-5,-1,0,-1,2,1,3,0
Atletico v Malaga,2,-1.20,-4,-3,56,9,48,42,25,-6,55,19,0,0,-4,4,-3,-5,-2,-1,-2,0,-1,0,10,40,30,-2,1,0,2,-1,-1,-3,-2
Atletico v Mallorca,0,-0.20,-2,-2,74,17,69,31,29,-16,45,33,0,0,-1,1,-1,0,2,-11,-2,0,0,0,-26,73,99,0,0,0,1,1,5,0,2
Atletico v Osasuna,0,-2.90,3,1,4,3,4,-8,6,-9,-4,12,3,-3,3,-3,3,4,1,3,1,0,0,0,-35,12,47,3,0,0,0,1,3,1,2
Atletico v Racing,1,-2.80,2,0,27,5,35,15,27,39,12,-10,3,-3,-1,1,2,2,0,7,1,0,0,0,58,18,-40,-5,0,0,-5,0,2,5,0
Atletico v Real Madrid,2,-0.60,-1,0,16,-4,13,29,-5,15,13,-5,5,-5,-3,3,-2,0,-2,4,4,0,-2,0,26,3,-23,-1,2,0,1,-5,-3,-6,-2
Atletico v Real Sociedad,0,-0.80,6,5,101,-4,98,54,43,5,85,7,5,-5,-2,2,4,3,2,-6,0,0,-1,0,77,95,18,-7,0,0,-11,-8,9,3,2
Atletico v Sevilla,1,0.10,-1,1,-2,-2,1,6,-7,40,-29,-11,2,-2,-2,2,-3,-3,-1,-3,-7,0,0,0,-4,-20,-16,-2,0,0,11,5,-8,-6,-1
Atletico v Sporting Gijon,0,-2.20,-3,-2,31,21,38,21,27,11,3,34,0,0,5,-5,-3,-1,1,7,2,0,-2,0,-1,49,50,-3,-2,0,-23,-16,18,7,2
Atletico v Valencia,2,-2.10,0,1,-86,12,-89,-47,-37,-18,-35,-32,3,-3,0,0,-2,-1,0,-2,-2,0,0,0,-24,-94,-70,4,0,0,-4,-1,3,3,0
Atletico v Villarreal,0,0.00,1,0,-7,5,-16,-3,15,21,-12,4,7,-7,-7,7,-1,0,-1,15,0,0,0,0,-3,-2,1,5,2,0,1,8,3,7,0
Atletico v Zaragoza,0,-0.90,1,-2,87,21,87,57,38,21,59,17,3,-3,0,0,3,3,1,5,1,0,0,0,33,82,49,0,0,0,-3,-2,5,1,1
Barcelona v Almeria,0,-0.60,7,1,278,-5,279,177,110,85,161,40,0,0,0,0,5,1,0,5,0,0,0,0,224,286,62,-10,1,0,-13,-1,11,12,0
Barcelona v Athletic Club,0,1.00,2,-1,308,3,311,178,138,109,196,15,2,-2,4,-4,2,1,1,7,0,0,4,0,273,306,33,-8,-1,0,-10,-8,5,2,1
Barcelona v Atletico,0,1.90,4,-3,235,-10,240,137,96,62,142,32,-1,1,3,-3,5,2,0,-2,-2,0,-1,0,168,237,69,-1,0,0,-10,-9,-1,1,2
Barcelona v Deportivo,1,-1.70,1,-2,284,18,282,136,159,53,202,41,1,-1,1,-1,0,-2,0,6,-1,0,0,0,195,286,91,2,-1,0,-7,-4,6,3,0
Barcelona v Espanyol,0,1.70,8,4,260,-4,254,132,129,57,191,19,1,-1,5,-5,7,3,0,2,0,0,3,0,207,262,55,-3,0,0,-9,-2,8,7,1
Barcelona v Getafe,0,0.70,7,4,237,-5,236,110,128,64,163,13,3,-3,2,-2,6,6,0,2,2,0,-1,0,186,231,45,-15,1,0,-2,-3,1,-1,1
Barcelona v Hercules,2,-2.30,4,1,232,13,234,139,122,94,148,20,9,-9,0,0,4,2,0,23,3,0,1,0,243,232,-11,-11,0,0,-17,-10,12,7,-1
Barcelona v Levante,0,-1.70,11,7,284,-12,285,150,141,155,134,7,7,-7,-5,5,8,2,0,10,1,0,-1,0,309,280,-29,-11,0,0,-13,-4,10,9,0
Barcelona v Malaga,0,-0.60,8,3,292,2,290,141,150,97,198,-1,2,-2,1,-1,8,6,2,-2,-1,0,2,0,225,297,72,-1,-1,0,-4,-1,0,3,3
Barcelona v Mallorca,1,1.20,12,8,216,2,228,129,110,139,86,14,5,-5,5,-5,12,7,0,18,5,0,3,0,232,231,-1,-1,-1,0,1,8,4,7,0
Barcelona v Osasuna,0,-2.20,-1,0,173,2,176,73,96,16,99,54,-2,2,4,-4,0,-3,1,-4,-2,0,-1,0,63,174,111,-5,0,0,-2,-3,1,-1,1
Barcelona v Racing,0,1.40,6,3,269,-8,279,167,113,100,173,8,5,-5,6,-6,5,5,1,6,0,0,1,0,227,270,43,-10,0,0,-11,-8,6,3,2
Barcelona v Real Madrid,0,0.60,2,-1,185,-16,184,102,72,33,119,27,-2,2,-5,5,3,1,1,-4,0,0,0,0,121,192,71,-4,1,0,-16,-6,16,10,2
Barcelona v Real Sociedad,0,0.40,11,6,329,-2,333,195,140,116,161,58,4,-4,1,-1,10,6,2,6,4,0,-2,0,233,336,103,-1,1,0,-8,-2,9,6,2
Barcelona v Sevilla,0,1.00,7,3,209,4,213,121,97,69,128,25,5,-5,4,-4,5,0,0,8,2,0,-3,0,200,221,21,6,-2,0,-5,-1,10,4,2
Barcelona v Sporting Gijon,0,-0.30,7,3,280,6,281,152,126,68,178,34,3,-3,5,-5,7,3,0,5,1,0,1,0,209,300,91,-2,-4,0,-13,-6,21,7,0
Barcelona v Valencia,0,-0.60,1,2,63,-3,60,33,8,5,36,5,-1,1,0,0,-2,-4,-1,-9,1,0,0,0,45,59,14,-2,-1,0,-6,-6,5,0,-1
Barcelona v Villarreal,0,0.50,4,1,178,4,182,95,86,62,112,8,0,0,-4,4,3,3,1,1,1,0,3,0,144,194,50,7,0,0,-15,-12,8,3,0
Barcelona v Zaragoza,0,0.80,11,8,345,11,341,198,169,194,163,11,6,-6,-2,2,9,5,0,15,4,0,1,0,354,334,-20,-8,0,0,-10,-3,7,7,1
Deportivo v Almeria,2,0.30,0,0,17,-32,23,17,13,47,8,-30,0,0,-6,6,-1,-3,-1,1,-2,0,1,0,80,22,-58,6,0,1,-7,-7,4,0,-2
Deportivo v Athletic Club,0,2.20,-2,-1,97,7,93,65,47,63,34,16,4,-4,2,-2,-2,-1,-1,6,-2,0,1,0,59,84,25,-12,2,0,-1,-2,3,-1,0
Deportivo v Atletico,2,1.40,1,2,-67,-19,-62,-45,-25,-19,-16,-33,5,-5,-7,7,1,3,0,3,1,0,1,0,-22,-62,-40,6,1,0,4,1,-3,-3,0
Deportivo v Barcelona,2,0.40,-1,0,-305,-15,-302,-167,-135,-72,-191,-40,-2,2,-3,3,-2,-2,-1,-3,-2,0,0,0,-221,-314,-93,-7,0,0,8,3,-7,-5,-1
Deportivo v Espanyol,0,1.80,0,0,-102,-9,-116,-72,-30,21,-100,-23,3,-3,3,-3,1,2,1,2,4,0,-1,0,-26,-101,-75,7,0,0,5,4,0,-1,1
Deportivo v Getafe,1,-0.10,0,1,-87,1,-82,-44,-46,11,-79,-23,-3,3,1,-1,-1,-1,0,-6,0,0,-2,0,-58,-84,-26,9,-1,0,8,1,-9,-7,1
Deportivo v Hercules,0,-1.40,2,1,1,-8,-5,6,-5,8,19,-27,2,-2,-4,4,4,0,0,-1,-1,0,-2,0,1,-5,-6,-3,-1,0,-3,0,2,3,0
Deportivo v Levante,2,-0.70,-9,-2,24,11,0,25,-1,-7,17,12,0,0,-3,3,-9,-7,0,-5,-2,0,-1,0,-13,2,15,-6,0,0,9,9,-9,0,0
Deportivo v Malaga,0,-0.80,0,-2,-86,4,-85,-67,-25,0,-85,-11,-2,2,-3,3,-2,-3,1,-8,-1,0,2,0,-53,-74,-21,9,1,0,0,1,2,1,2
Deportivo v Mallorca,0,1.90,-2,-1,38,6,39,37,5,26,12,6,1,-1,-4,4,-2,-1,-1,7,1,0,-4,0,39,44,5,2,2,0,0,2,0,2,-1
Deportivo v Osasuna,1,-1.10,4,2,37,-5,30,31,13,44,-2,0,0,0,0,0,-1,-1,0,2,-1,0,-2,0,30,24,-6,2,1,-1,-5,-2,9,3,0
Deportivo v Racing,0,1.10,-2,-4,33,12,26,15,14,-9,31,8,1,-1,2,-2,-1,1,1,-1,2,0,0,0,-5,23,28,-9,-1,0,5,2,-3,-3,1
Deportivo v Real Madrid,1,0.20,-5,-1,-239,0,-244,-122,-109,-59,-131,-41,-3,3,-1,1,-6,-5,0,0,-3,0,0,0,-170,-244,-74,5,0,0,11,6,-13,-5,0
Deportivo v Real Sociedad,0,2.10,10,4,-2,-3,-2,4,3,41,-27,-4,2,-2,0,0,8,5,1,7,5,0,0,0,48,-8,-56,-5,0,0,0,-2,3,-2,1
Deportivo v Sevilla,1,0.80,1,-2,-44,-1,-36,-33,-15,-29,-28,10,-1,1,0,0,1,1,0,-4,-1,0,4,0,-75,-40,35,0,0,0,-4,-8,-1,-4,1
Deportivo v Sporting Gijon,1,0.70,0,1,10,0,1,-12,5,-17,1,9,-3,3,0,0,3,1,0,-10,-3,0,-1,0,-32,5,37,-7,0,0,2,7,1,5,1
Deportivo v Valencia,2,-0.60,8,4,-78,-22,-68,-6,-38,61,-58,-50,3,-3,4,-4,8,5,-1,20,6,0,-1,0,65,-76,-141,-2,-1,0,-3,-3,3,0,-1
Deportivo v Villarreal,0,1.10,4,-1,-89,2,-84,-60,-22,-1,-51,-33,1,-1,-4,4,3,2,0,12,4,0,-1,0,-17,-72,-55,13,-1,0,7,4,-6,-3,0
Deportivo v Zaragoza,1,0.50,0,0,64,10,61,32,36,31,7,32,-1,1,2,-2,0,-1,0,0,0,0,-2,0,-3,48,51,-5,0,0,5,4,-2,-1,0
Espanyol v Almeria,0,-0.90,4,2,-44,-9,-33,1,-30,7,-11,-31,1,-1,-8,8,2,1,0,3,1,0,0,0,17,-38,-55,4,1,0,2,3,-4,1,0
Espanyol v Athletic Club,0,-2.00,2,2,-62,5,-71,-23,-42,-60,-13,7,0,0,-6,6,-1,1,0,-1,-1,0,-1,0,-84,-70,14,-2,2,0,-2,-2,-4,0,0
Espanyol v Atletico,1,-1.20,-4,-2,73,10,72,40,34,-4,52,26,-3,3,1,-1,-1,-2,1,2,0,0,3,0,14,72,58,-6,0,0,-10,-7,2,3,0
Espanyol v Barcelona,2,-1.90,-7,-1,-72,6,-82,-32,-40,-19,-51,-3,-1,1,-5,5,-5,-2,-1,-3,-1,0,1,0,-51,-95,-44,-2,3,0,3,-2,-10,-5,-2
Espanyol v Deportivo,0,-1.70,1,0,122,11,124,69,53,15,76,31,2,-2,7,-7,-1,1,0,3,2,0,-1,0,47,126,79,-5,0,0,-4,-3,2,1,0
Espanyol v Getafe,0,-0.80,0,-1,-32,-6,-35,0,-35,13,-34,-15,1,-1,-4,4,-1,-1,1,-6,0,0,0,0,-3,-28,-25,1,-1,0,-1,-2,3,-1,1
Espanyol v Hercules,0,-4.40,-3,-2,-59,-6,-50,-35,-40,-16,-25,-32,-2,2,-3,3,-2,-2,1,-6,-4,0,0,0,-41,-55,-14,5,1,0,3,2,-1,-1,1
Espanyol v Levante,0,-2.80,5,-1,113,7,109,54,64,56,37,21,5,-5,-3,3,4,3,1,3,4,0,-1,0,78,118,40,-13,-2,0,-6,-3,3,3,1
Espanyol v Malaga,0,-1.90,6,3,24,-1,22,2,12,35,-12,-6,1,-1,-3,3,5,-1,0,-2,1,0,2,0,59,24,-35,3,1,0,5,5,-3,0,1
Espanyol v Mallorca,2,-1.00,0,-2,30,-4,38,17,5,-46,23,44,-4,4,-1,1,0,2,1,-5,-1,0,-2,0,-45,36,81,-4,1,0,-9,-9,3,0,1
Espanyol v Osasuna,0,-4.90,6,3,107,0,121,54,60,23,60,31,1,-1,5,-5,4,2,0,4,0,0,0,0,29,123,94,-8,-2,0,2,2,-1,0,1
Espanyol v Racing,2,-1.30,4,1,190,11,186,108,84,73,107,13,1,-1,11,-11,3,3,0,5,5,0,0,0,114,188,74,-4,-3,0,-1,0,-1,1,1
Espanyol v Real Madrid,2,-1.30,-3,-1,91,0,71,72,12,12,58,15,-5,5,3,-3,-5,-5,-1,-4,-1,0,2,0,40,77,37,-9,-1,-1,8,8,-2,0,-1
Espanyol v Real Sociedad,0,-0.90,-7,-3,42,-12,50,33,11,-15,52,8,-1,1,3,-3,-4,-3,-1,3,-2,0,0,0,-2,39,41,5,1,0,-7,-8,0,-1,-2
Espanyol v Sevilla,2,-1.80,8,4,0,-3,2,7,5,17,1,-7,5,-5,3,-3,8,7,-1,6,1,0,1,0,-5,-12,-7,-12,0,0,-3,-5,3,-2,-2
Espanyol v Sporting Gijon,0,-1.30,1,0,134,15,125,66,63,21,66,44,-6,6,-4,4,-2,-3,0,-3,-3,0,-3,0,22,115,93,-6,-2,0,0,0,2,0,0
Espanyol v Valencia,1,-3.70,3,2,6,-4,6,30,-4,-8,36,-4,3,-3,5,-5,2,-1,0,13,0,0,1,0,13,3,-10,-6,1,0,1,3,-2,2,-1
Espanyol v Villarreal,2,-0.80,-4,-2,57,8,48,28,36,4,40,20,0,0,4,-4,-6,0,-1,5,0,0,5,0,15,46,31,-6,1,0,-7,-5,7,2,-1
Espanyol v Zaragoza,0,-2.80,1,-1,130,20,139,81,73,29,106,21,2,-2,2,-2,1,0,2,14,3,0,-1,0,87,129,42,-1,1,0,-12,-10,4,2,3
Getafe v Almeria,0,-1.90,-1,0,39,-3,44,24,17,-4,27,18,2,-2,4,-4,-1,1,1,1,1,0,2,0,-7,41,48,4,-1,0,-1,-2,-1,-1,1
Getafe v Athletic Club,1,0.10,4,3,-15,-8,-13,5,-9,10,-10,-3,3,-3,-1,1,3,1,0,4,0,0,1,0,2,-18,-20,0,0,0,-3,-3,4,0,0
Getafe v Atletico,1,1.10,3,3,-44,-4,-30,-14,-17,-39,-29,36,-1,1,1,-1,3,4,0,6,8,0,0,0,-60,-25,35,7,0,0,2,0,-1,-2,1
Getafe v Barcelona,2,-1.00,-6,-2,-283,-12,-283,-145,-135,-72,-194,-16,2,-2,0,0,-5,-4,-2,4,-1,0,-3,0,-207,-291,-84,3,0,0,0,-7,-3,-7,-2
Getafe v Deportivo,0,-0.70,-1,-3,-60,-7,-63,-28,-30,-4,-41,-12,-1,1,-1,1,-1,2,3,0,-1,0,-2,0,-28,-58,-30,3,0,0,1,1,3,0,3
Getafe v Espanyol,2,1.10,0,-2,-105,-9,-73,-49,-60,-27,-31,-51,-5,5,-6,6,0,-1,0,-4,-2,0,4,0,-10,-66,-56,24,0,0,-1,0,2,1,1
Getafe v Hercules,0,-3.30,4,-1,-46,-2,-44,-41,-17,-39,-3,-15,-1,1,2,-2,2,1,2,-7,-2,0,1,0,-34,-30,4,4,2,0,7,7,4,0,2
Getafe v Levante,0,-3.00,6,1,30,6,28,27,4,30,4,-2,-1,1,-1,1,4,1,-1,5,0,0,-1,0,39,55,16,9,-1,0,-3,-1,6,2,1
Getafe v Malaga,2,1.00,6,3,41,2,40,24,18,19,14,4,-3,3,-8,8,4,3,0,-3,0,0,-3,0,44,33,-11,-7,-2,0,7,7,2,0,0
Getafe v Mallorca,0,-1.00,-2,1,38,14,27,16,21,2,36,0,0,0,-2,2,-1,-1,1,-2,1,0,-1,0,7,33,26,-3,1,0,1,4,0,3,2
Getafe v Osasuna,0,-2.70,3,2,55,1,45,40,20,6,25,29,3,-3,4,-4,6,4,0,7,4,0,-1,0,9,65,56,-4,0,0,-2,-1,2,1,0
Getafe v Racing,2,-1.10,-1,-2,44,3,42,33,33,27,31,7,3,-3,3,-3,-1,0,0,10,1,0,-1,0,52,59,7,-2,0,0,-8,-1,5,7,0
Getafe v Real Madrid,2,1.40,-1,0,15,-6,23,21,4,5,16,7,2,-2,-2,2,0,-1,-1,10,-3,0,-3,0,7,23,16,8,2,0,-8,-7,12,1,-1
Getafe v Real Sociedad,2,-0.50,8,6,116,-7,115,74,63,18,83,34,6,-6,4,-4,4,1,-1,13,2,0,-2,0,81,109,28,-2,-1,0,-1,0,0,1,-2
Getafe v Sevilla,0,0.00,8,5,29,2,34,31,6,12,24,0,2,-2,1,-1,4,2,0,-2,-2,0,-1,0,31,21,-10,-1,-2,0,-8,-8,7,0,0
Getafe v Sporting Gijon,0,-2.30,-2,-4,112,40,104,73,54,17,69,42,0,0,4,-4,-2,0,1,9,3,0,-1,0,14,111,97,-1,0,0,0,0,3,0,1
Getafe v Valencia,2,-0.60,-3,0,-121,-11,-115,-74,-66,-45,-59,-34,-4,4,-1,1,-2,-3,1,-12,-4,0,2,0,-75,-115,-40,2,0,0,4,5,-3,1,1
Getafe v Villarreal,0,-0.50,-3,-3,-115,1,-117,-72,-45,-45,-75,2,-1,1,-2,2,-3,-2,0,0,0,0,-1,0,-122,-120,2,3,3,1,6,1,0,-5,0
Getafe v Zaragoza,1,-0.60,3,3,190,21,179,107,102,33,122,54,7,-7,-1,1,1,1,0,15,4,0,-4,0,87,195,108,0,0,0,7,6,4,-1,-1
Hercules v Almeria,2,2.40,3,0,62,-1,73,41,38,21,0,57,3,-3,-3,3,1,2,0,8,4,0,1,0,22,80,58,0,1,0,-1,-3,-1,-2,0
Hercules v Athletic Club,2,3.70,-1,2,39,10,29,32,18,16,38,-4,3,-3,6,-6,1,2,0,10,4,0,4,0,46,32,-14,1,0,0,-5,-8,6,-3,0
Hercules v Atletico,0,4.60,-1,-3,33,8,24,24,-4,9,4,10,0,0,-1,1,-1,2,2,0,2,0,0,0,-7,35,42,-1,0,0,10,7,-11,-3,4
Hercules v Barcelona,2,1.30,-9,-5,-276,-13,-279,-162,-127,-156,-111,-23,-4,4,-4,4,-8,-5,-1,-7,-1,0,-3,0,-281,-265,16,8,2,0,6,6,-5,0,-1
Hercules v Deportivo,0,1.30,1,4,104,19,100,67,51,75,23,23,1,-1,4,-4,-1,-2,0,12,1,0,0,0,107,103,-4,-8,-1,0,-6,-2,7,4,0
