_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Arles-Avignon v Montpellier,1,2.00,-6,-3,-48,-1,-57,-37,-26,-20,-30,-15,-1,1,0,0,-1,0,0,-12,-3,0,-1,0,-50,-57,-7,3,1,0,2,4,1,2,0
Arles-Avignon v Nancy,1,0.40,1,0,6,-8,1,9,3,35,-8,-13,-4,4,0,0,0,-1,0,1,0,0,2,0,24,6,-18,-2,0,0,1,-1,3,-2,0
Arles-Avignon v Nice,1,0.20,-2,-2,-54,1,-63,-30,-28,6,-33,-30,-2,2,1,-1,-3,-3,0,1,-1,0,-2,0,-37,-74,-37,3,0,0,11,7,-10,-4,0
Arles-Avignon v PSG,2,-0.40,-5,-3,5,8,5,9,1,38,-10,-20,0,0,-1,1,-4,-3,-1,4,0,0,-2,0,52,13,-39,17,-1,0,6,4,-2,-2,-1
Arles-Avignon v Rennes,2,2.40,1,3,87,2,72,70,23,7,60,25,1,-1,-1,1,3,2,0,4,2,0,-1,0,10,78,68,2,0,0,3,-2,-7,-5,-1
Arles-Avignon v Saint-Etienne,2,1.60,-8,-6,-59,-6,-64,-45,-16,-22,-7,-31,-3,3,-2,2,-5,-6,0,-7,-4,0,0,0,-39,-75,-36,-2,1,0,-1,-2,1,-1,-1
Arles-Avignon v Sochaux,2,2.80,5,2,-139,-11,-144,-69,-72,-27,-74,-43,0,0,0,0,3,1,0,-5,0,0,0,0,-40,-142,-102,1,0,0,2,-1,1,-3,0
Arles-Avignon v Toulouse,0,4.40,-1,0,-18,4,-15,-9,-10,-4,-15,-2,-1,1,5,-5,0,-1,1,1,2,0,1,0,-35,-4,31,4,0,0,5,3,-3,-2,1
Arles-Avignon v Valenciennes,2,2.00,-3,1,-16,-3,-24,4,-11,26,-9,-24,-4,4,-5,5,-1,-1,0,-5,0,0,1,0,16,-16,-32,8,-1,0,-8,-8,6,0,0
Auxerre v Arles-Avignon,1,-2.40,2,1,74,2,69,36,54,31,29,32,1,-1,-1,1,0,0,0,12,3,0,0,0,52,69,17,-9,-3,0,0,-1,-1,-1,0
Auxerre v Bordeaux,2,0.10,-1,-1,-49,-5,-57,-30,-17,1,-53,2,-3,3,-2,2,-2,-2,-1,-7,-2,0,1,0,-48,-53,-5,-4,-1,0,1,1,0,0,-1
Auxerre v Brest,2,-0.10,2,2,23,0,38,12,24,26,26,-16,2,-2,0,0,-1,0,0,5,0,0,2,0,45,26,-19,-1,1,0,-1,-2,1,-1,0
Auxerre v Caen,1,1.40,3,3,-29,0,-29,-13,-16,-15,-1,-17,-1,1,0,0,2,2,1,-2,1,0,-1,0,-25,-32,-7,-2,-2,0,-5,-4,4,1,1
Auxerre v Lens,1,-1.70,-8,-7,-100,-16,-100,-79,-44,-52,-74,4,0,0,1,-1,-4,-3,1,-14,-7,0,1,0,-126,-103,23,-6,0,0,13,9,-7,-4,1
Auxerre v Lille,1,0.10,-3,2,-104,-4,-105,-69,-43,-44,-50,-17,0,0,0,0,0,2,0,1,2,0,-1,0,-68,-98,-30,6,0,0,7,3,-10,-4,-1
Auxerre v Lorient,1,0.90,2,2,24,5,17,23,15,43,-31,26,1,-1,-2,2,2,4,1,5,0,0,0,0,15,22,7,3,-1,0,4,4,-4,0,0
Auxerre v Lyon,0,2.00,7,4,-119,-10,-97,-81,-35,-20,-68,-31,1,-1,-5,5,4,4,2,2,1,0,-2,0,-28,-112,-84,3,1,0,-1,-2,4,-1,2
Auxerre v Marseille,1,-1.30,-1,-2,-63,7,-58,-31,-42,5,-59,-19,-6,6,4,-4,-1,-1,-1,-6,-2,0,-1,0,-26,-68,-42,-1,0,-1,3,1,-2,-2,0
Auxerre v Monaco,1,0.60,1,1,-89,8,-92,-47,-29,14,-48,-45,0,0,-1,1,2,1,1,1,-1,0,-2,0,-9,-80,-71,-3,1,0,5,4,0,-1,1
Auxerre v Montpellier,0,-0.90,3,2,-113,-1,-109,-62,-48,0,-71,-40,2,-2,2,-2,3,1,0,7,3,0,-1,0,-11,-90,-79,6,-2,0,0,3,3,3,0
Auxerre v Nancy,1,-0.30,6,1,-36,-5,-37,-22,-4,-9,-7,-9,0,0,6,-6,5,4,-1,4,2,0,2,0,-25,-30,-5,-2,0,0,-1,-1,-2,0,0
Auxerre v Nice,0,0.30,6,1,23,-1,31,18,1,32,-10,-2,-1,1,2,-2,6,-3,1,3,-2,0,-1,0,36,21,-15,6,-1,0,5,1,-5,-4,1
Auxerre v PSG,0,-1.20,2,0,-22,12,-25,-18,6,3,-13,-1,-2,2,0,0,1,-3,0,8,1,0,1,0,-16,-26,-10,-1,0,0,2,-2,-9,-4,0
Auxerre v Rennes,0,1.60,4,-1,-75,-18,-78,-38,-23,28,-83,-5,3,-3,0,0,5,3,0,1,0,0,1,0,-21,-84,-63,-4,1,0,-7,-8,2,-1,0
Auxerre v Saint-Etienne,1,0.60,3,-1,89,-8,92,37,57,47,33,16,3,-3,-2,2,1,-2,0,8,0,0,0,0,101,99,-2,-5,-1,0,3,4,-2,1,0
Auxerre v Sochaux,0,3.10,-8,-2,-152,9,-159,-107,-62,-77,-82,-11,-2,2,-5,5,-11,-4,1,-17,-4,0,3,0,-148,-163,-15,1,0,0,6,0,-7,-6,1
Auxerre v Toulouse,2,1.20,0,0,38,5,44,23,18,21,32,-11,1,-1,3,-3,1,2,0,4,2,0,-2,0,64,39,-25,-7,0,0,-2,-5,-3,-3,-2
Auxerre v Valenciennes,1,0.60,1,0,-70,-22,-68,-29,-28,7,-14,-49,1,-1,-6,6,-1,0,0,8,4,0,0,0,8,-65,-73,-3,-1,0,-1,0,3,1,0
Bordeaux v Arles-Avignon,1,-1.00,1,0,71,4,82,32,55,31,41,18,4,-4,3,-3,2,2,0,15,5,0,-2,0,57,86,29,-2,2,0,-6,-2,7,4,0
Bordeaux v Auxerre,0,0.50,2,-2,26,7,16,17,6,6,32,-14,1,-1,2,-2,3,3,1,3,5,0,-2,0,12,28,16,4,-2,0,3,2,-5,-1,1
Bordeaux v Brest,2,-1.40,4,5,89,6,81,73,37,67,42,3,0,0,1,-1,2,0,-1,11,1,0,-3,0,86,85,-1,-3,-1,0,-10,-6,6,4,-1
Bordeaux v Caen,2,-0.10,1,1,144,6,145,110,50,46,84,31,2,-2,-1,1,1,2,-1,13,3,0,-1,0,78,147,69,1,-1,0,1,-3,-4,-4,-1
Bordeaux v Lens,1,-1.60,0,2,135,11,128,80,59,29,91,20,2,-2,2,-2,-1,0,-2,5,-1,0,-1,0,66,100,34,-17,-1,0,3,1,-5,-2,-2
Bordeaux v Lille,1,-0.70,0,2,45,10,47,27,30,29,49,-21,-2,2,-4,4,-1,-3,0,3,-2,0,-3,0,44,50,6,-2,0,0,-9,-2,10,7,-1
Bordeaux v Lorient,0,-0.60,3,2,34,13,15,32,12,36,10,0,1,-1,-2,2,1,-1,0,9,1,0,-3,0,57,24,-33,7,-2,0,7,3,-6,-4,1
Bordeaux v Lyon,0,0.70,6,5,-41,3,-35,-6,-25,10,-28,-15,5,-5,2,-2,4,1,0,8,4,0,-1,0,17,-44,-61,0,0,0,4,3,-2,-1,0
Bordeaux v Marseille,1,-1.30,0,-1,71,-3,82,47,29,35,46,-5,0,0,0,0,-1,-2,-1,9,-1,0,1,0,75,80,5,5,-1,-1,4,1,-4,-3,-1
Bordeaux v Monaco,2,0.00,1,2,56,-5,53,51,19,39,31,1,0,0,1,-1,1,0,-1,5,-2,0,1,0,74,66,-8,2,0,0,-7,-2,6,5,-1
Bordeaux v Montpellier,0,0.90,-4,-2,31,12,3,8,12,7,18,-5,1,-1,1,-1,-3,-4,0,-7,-4,0,-1,0,7,-2,-9,3,1,0,7,0,-5,-7,2
Bordeaux v Nancy,0,-0.90,2,3,82,-5,88,48,45,31,34,31,2,-2,-9,9,3,4,1,9,4,0,-1,0,53,88,35,1,1,0,-14,-11,14,3,1
Bordeaux v Nice,0,-0.70,6,2,26,-4,23,35,15,60,30,-36,2,-2,4,-4,5,3,1,20,6,0,-2,0,76,39,-37,6,0,0,-2,-2,-1,0,1
Bordeaux v PSG,0,-1.30,-2,-1,-60,-9,-49,-52,-20,-33,-15,-24,-4,4,-3,3,-4,-6,0,-9,-4,0,-1,0,-67,-51,16,-4,0,0,9,10,-6,1,1
Bordeaux v Rennes,1,1.50,1,0,11,2,8,15,5,20,-6,9,0,0,4,-4,1,0,0,2,0,0,1,0,15,1,-14,2,-2,0,-1,-1,-5,0,0
Bordeaux v Saint-Etienne,0,-1.30,5,3,1,-8,6,-4,6,18,8,-21,1,-1,-3,3,2,-1,0,7,1,0,0,0,39,9,-30,9,-1,0,5,5,-5,0,1
Bordeaux v Sochaux,2,1.90,-3,-1,35,-13,26,39,12,22,31,-4,1,-1,2,-2,-1,-2,-4,10,2,0,0,0,49,39,-10,4,1,0,-1,-1,1,0,-4
Bordeaux v Toulouse,2,1.40,0,0,56,-3,59,50,15,22,25,16,-1,1,1,-1,-1,0,-1,9,3,0,-1,0,14,60,46,-7,-1,0,5,3,-14,-2,-1
Bordeaux v Valenciennes,1,-1.40,2,1,-23,-14,-23,27,-31,40,-11,-34,1,-1,4,-4,4,-1,-1,11,1,0,-1,0,54,-28,-82,-2,0,0,1,-3,-1,-4,-1
Brest v Arles-Avignon,1,-1.50,3,0,80,5,77,58,31,12,41,38,2,-2,3,-3,1,-1,0,6,0,0,-1,0,41,81,40,-5,0,0,-1,0,0,1,0
Brest v Auxerre,1,-0.60,1,1,60,-15,71,38,29,3,33,34,2,-2,-5,5,0,-1,1,9,2,0,-2,0,19,73,54,2,-1,0,-6,-5,3,1,1
Brest v Bordeaux,2,0.10,0,1,10,-11,17,23,-8,-31,24,22,1,-1,-2,2,0,-1,0,6,0,0,3,0,-19,38,57,4,0,0,-1,1,5,2,0
Brest v Caen,2,1.40,2,1,18,-6,5,25,-8,3,-5,18,1,-1,5,-5,-2,-2,-1,-1,2,0,1,0,-18,5,23,-5,-2,-1,6,0,-5,-6,0
Brest v Lens,0,0.30,-2,0,-33,15,-51,-15,-31,-39,-3,-4,-5,5,-6,6,-1,0,1,-13,-1,0,-3,0,-45,-35,10,3,1,0,10,6,-2,-4,1
Brest v Lille,2,1.00,4,3,-113,-6,-127,-48,-50,43,-108,-32,3,-3,2,-2,2,2,0,7,3,0,-1,0,7,-125,-132,-6,-1,0,7,4,-9,-3,0
Brest v Lorient,1,0.40,8,4,49,-6,48,34,15,-3,21,32,-1,1,-4,4,3,1,0,0,0,0,2,0,3,53,50,2,0,0,1,3,-2,2,0
Brest v Lyon,1,0.70,-3,0,-20,-12,-27,0,-39,-37,-26,26,-3,3,3,-3,0,0,-1,-6,0,0,0,0,-44,-11,33,3,1,0,1,3,2,2,-1
Brest v Marseille,1,0.70,-2,-2,8,-6,17,6,-3,-22,9,16,0,0,6,-6,0,0,0,-1,-1,0,3,0,-38,14,52,2,0,0,1,3,-3,2,0
Brest v Monaco,0,1.20,1,2,20,6,19,-13,26,-33,11,35,1,-1,-2,2,0,2,1,2,0,0,1,0,-25,39,64,8,2,0,7,8,3,1,1
Brest v Montpellier,1,0.10,-2,-1,-23,-9,-33,-7,-13,8,-35,4,0,0,6,-6,0,0,0,8,2,0,0,0,-2,-23,-21,3,0,0,-2,1,2,3,0
Brest v Nancy,0,-0.20,8,2,8,-12,13,27,-11,-4,-14,35,3,-3,-6,6,4,4,1,9,2,0,-1,0,-31,7,38,0,0,0,10,6,-8,-4,1
Brest v Nice,1,1.30,1,-1,36,-11,35,28,21,37,0,12,3,-3,-4,4,0,-1,0,13,1,0,0,0,24,49,25,9,-1,0,6,4,-1,-2,0
Brest v PSG,1,-2.20,0,0,-6,0,-10,-14,-3,-10,-10,3,-5,5,3,-3,-1,-3,0,-6,-1,0,-1,0,3,11,8,4,-1,0,-1,0,1,1,1
Brest v Rennes,0,2.50,4,2,-34,0,-35,-8,-20,5,-15,-20,1,-1,-1,1,3,2,0,3,1,0,0,0,10,-22,-32,7,0,0,-5,0,6,5,1
Brest v Saint-Etienne,0,2.00,0,-1,-104,-4,-105,-83,-33,-25,-37,-54,-1,1,-5,5,0,-1,0,-8,0,0,1,0,-14,-100,-86,0,0,0,-1,-2,5,-1,0
Brest v Sochaux,1,2.70,1,2,42,-1,40,29,24,-1,25,30,5,-5,2,-2,1,2,0,10,1,0,0,0,30,52,22,9,1,0,-1,-2,0,-1,0
Brest v Toulouse,2,2.60,-1,-1,34,6,35,17,20,-12,21,30,5,-5,-1,1,1,1,-1,9,2,0,-1,0,-13,50,63,2,-1,0,0,0,-1,0,-1
Brest v Valenciennes,0,1.20,5,2,-57,-4,-53,-26,-30,-10,-45,-4,0,0,9,-9,5,2,0,-7,0,0,-3,0,-15,-57,-42,-4,0,0,8,7,3,-1,0
Caen v Arles-Avignon,0,-2.60,-2,-3,27,15,39,14,29,23,6,14,2,-2,7,-7,-3,-1,0,15,3,0,3,0,27,36,9,-2,-1,0,-18,-11,6,7,0
Caen v Auxerre,0,-1.10,1,1,68,6,87,46,33,61,24,-2,2,-2,-2,2,-2,-1,0,9,-1,0,1,0,109,70,-39,11,0,0,-5,-7,-2,-2,0
Caen v Bordeaux,1,-0.70,-8,-3,-26,7,-21,-11,4,19,-20,-7,2,-2,-5,5,-5,-1,0,12,1,0,0,0,5,-44,-49,-1,0,0,1,-1,-2,-2,0
Caen v Brest,2,-2.30,-5,-4,4,13,-2,-2,10,15,-3,-4,-2,2,-2,2,-4,-3,0,-1,-2,0,2,0,27,-7,-34,2,2,1,-9,-6,8,3,0
Caen v Lens,1,-1.60,-4,-5,-39,-2,-30,-35,-14,-39,7,-18,-3,3,-1,1,-3,-4,0,-8,-4,0,0,0,-45,-38,7,7,2,0,13,9,-10,-4,0
Caen v Lille,2,0.10,-8,-4,-51,-13,-42,-36,-28,-13,-24,-26,1,-1,-1,1,-6,-5,-1,-1,-1,0,0,0,-21,-45,-24,3,0,0,5,3,-5,-2,-2
Caen v Lorient,2,0.50,2,1,-22,12,-29,-6,-18,-34,-4,15,2,-2,-4,4,3,2,-1,6,6,0,0,0,-66,-36,30,0,0,0,15,13,-11,-2,-1
Caen v Lyon,0,-0.40,-4,0,-154,-1,-162,-77,-76,-8,-98,-48,0,0,2,-2,-3,0,1,0,0,0,-1,0,-55,-158,-103,1,-2,0,-6,-7,0,-1,0
Caen v Marseille,1,-0.20,-7,-6,-135,5,-142,-107,-43,-38,-73,-38,-4,4,2,-2,-3,-4,2,-12,-6,0,0,0,-90,-142,-52,9,1,0,11,5,-14,-6,2
Caen v Monaco,1,1.20,-2,-3,-29,3,-20,-11,-11,7,-5,-24,0,0,7,-7,-3,-2,0,8,-1,0,2,0,4,-28,-32,5,-1,0,2,-1,0,-3,0
Caen v Montpellier,0,-0.20,7,3,-27,0,-28,-13,-4,10,-25,-4,2,-2,0,0,5,6,0,8,4,0,0,0,12,-6,-18,-4,0,0,1,3,5,2,1
Caen v Nancy,2,-1.90,0,-3,-50,-7,-45,-44,-8,-5,-41,-3,0,0,-7,7,-2,1,0,0,-1,0,1,0,-34,-48,-14,4,1,0,-2,-1,0,1,1
Caen v Nice,1,-1.00,-2,-1,40,5,39,9,24,19,11,3,3,-3,1,-1,-3,-2,0,1,-2,0,1,0,37,41,4,4,-1,0,-3,-4,-3,-1,0
Caen v PSG,2,-2.60,-2,-3,-28,0,-17,-8,-13,-4,-4,-14,0,0,2,-2,-5,-3,-1,12,2,0,1,0,3,-17,-20,-4,0,0,-4,-4,0,0,-1
Caen v Rennes,0,1.20,1,-1,-233,1,-231,-132,-119,-64,-168,-21,-1,1,-2,2,-1,-1,0,-9,-2,0,3,0,-181,-232,-51,1,-1,0,9,5,-13,-4,1
Caen v Saint-Etienne,0,0.30,-1,0,-92,-9,-95,-47,-54,18,-49,-70,-1,1,-1,1,0,-2,0,-2,2,0,1,0,39,-95,-134,-3,0,0,-2,-2,-2,0,0
Caen v Sochaux,2,1.40,6,4,-29,-4,-30,-17,-8,-22,-3,-2,0,0,0,0,3,1,-1,-6,0,0,3,0,-12,-35,-23,0,0,0,4,1,-1,-3,-1
Caen v Toulouse,1,0.00,0,-1,-19,5,-9,-9,-3,4,-37,20,0,0,-7,7,1,1,1,0,1,0,2,0,-23,-4,19,-2,2,0,5,5,-4,0,0
Caen v Valenciennes,1,-1.80,4,2,-54,-3,-43,-23,-11,60,-58,-34,6,-6,-6,6,3,4,0,22,7,0,0,0,39,-36,-75,6,1,0,0,-2,1,-2,0
Lens v Arles-Avignon,2,-4.10,9,6,69,13,74,36,41,8,56,13,3,-3,0,0,8,7,-1,7,6,0,0,0,39,83,44,2,0,0,-5,-4,1,1,-1
Lens v Auxerre,1,1.00,6,1,1,-3,7,14,0,25,7,-18,5,-5,0,0,6,4,1,11,3,0,2,0,50,9,-41,1,1,0,-3,-3,-2,0,1
Lens v Bordeaux,0,-0.10,-3,-3,-9,-3,-22,-21,0,10,-1,-28,-4,4,-4,4,-2,0,0,-3,1,0,1,0,26,-18,-44,-2,0,0,1,1,-1,0,0
Lens v Brest,1,-1.30,2,0,-6,5,-4,-8,17,26,-17,-3,6,-6,1,-1,1,2,0,15,4,0,2,0,13,12,-1,2,0,0,2,2,-2,0,1
Lens v Caen,0,1.60,4,3,26,7,20,19,11,12,18,-1,2,-2,1,-1,1,0,0,0,0,0,0,0,19,17,-2,-2,0,0,9,6,-3,-3,1
Lens v Lille,2,1.00,0,0,-62,-6,-61,-46,-18,-3,-28,-34,-3,3,-1,1,-1,-2,-1,0,1,0,1,0,-19,-63,-44,8,-1,1,3,3,-7,0,-1
Lens v Lorient,2,0.50,2,2,-53,-13,-38,-17,-22,-24,-14,-5,-2,2,-3,3,2,1,0,8,2,0,0,0,-13,-36,-23,10,1,0,-3,2,1,5,1
Lens v Lyon,2,1.60,-1,-3,-143,-3,-126,-78,-62,-4,-101,-33,3,-3,5,-5,-1,-1,0,2,0,0,1,0,-33,-129,-96,13,-1,0,-4,-5,1,-1,1
Lens v Marseille,2,-0.40,0,0,-67,5,-71,-47,-35,-35,-35,-9,-1,1,0,0,1,2,0,-4,1,0,2,0,-65,-59,6,-2,0,0,7,9,-6,2,0
Lens v Monaco,1,2.30,2,1,-23,-10,-13,-2,-11,13,-16,-10,2,-2,8,-8,1,1,0,11,3,0,1,0,28,4,-24,3,-2,0,-8,-4,4,4,-1
Lens v Montpellier,0,-1.70,-3,-3,-89,-1,-94,-55,-44,-10,-65,-21,-5,5,-2,2,-3,-2,1,-3,0,0,0,0,-44,-90,-46,12,0,0,7,5,-9,-2,2
Lens v Nancy,2,0.40,-7,-3,2,1,9,-13,14,-15,-5,19,-2,2,-1,1,-8,-5,-1,4,1,0,1,0,-31,9,40,2,-1,0,-2,0,-4,2,-1
Lens v Nice,0,0.30,4,0,28,4,27,17,20,42,-4,0,0,0,-1,1,5,2,0,9,3,0,0,0,77,41,-36,-3,0,0,-12,-7,7,5,0
Lens v PSG,2,-2.00,2,-1,-33,-1,-20,-25,4,1,-15,-10,-2,2,2,-2,2,2,0,7,2,0,3,0,10,-8,-18,10,-3,0,5,7,0,2,0
Lens v Rennes,1,2.80,-3,-2,-64,-10,-63,-47,-13,2,-35,-27,0,0,5,-5,-3,-3,0,3,-2,0,2,0,-19,-47,-28,5,0,0,1,3,-1,0,0
Lens v Saint-Etienne,0,1.90,2,1,-12,15,-8,-6,-2,26,-25,-7,2,-2,2,-2,0,1,0,8,1,0,1,0,15,-18,-33,4,0,0,3,3,-3,0,0
Lens v Sochaux,2,1.80,1,1,-73,4,-75,-14,-41,-17,-38,-3,2,-2,5,-5,0,1,0,8,-1,0,3,0,-58,-65,-7,8,-1,0,-1,-3,-5,-2,-1
Lens v Toulouse,2,3.30,-3,-4,3,-5,20,6,16,-21,22,15,2,-2,0,0,-1,0,0,5,-2,0,3,0,-28,18,46,0,-1,0,-6,-4,-2,2,0
Lens v Valenciennes,1,1.20,3,-1,-24,-1,-14,-10,-5,20,-10,-24,-1,1,-1,1,1,3,-1,7,4,0,4,0,21,-8,-29,-1,-2,0,10,10,-3,0,0
Lille v Arles-Avignon,0,-0.80,0,0,204,9,191,118,86,34,110,62,1,-1,5,-5,2,2,2,2,2,0,0,0,77,195,118,-4,0,0,-8,-9,4,-1,2
Lille v Auxerre,0,-1.10,2,1,127,5,122,91,49,41,73,27,3,-3,-1,1,0,3,0,8,2,0,-1,0,84,104,20,-7,0,0,2,2,2,0,0
Lille v Bordeaux,1,0.20,-3,-5,50,-7,57,34,25,34,-5,30,0,0,-1,1,-2,0,0,5,1,0,2,0,24,60,36,0,0,0,-3,-1,7,2,0
Lille v Brest,0,-0.10,4,2,58,4,48,38,26,30,10,25,0,0,2,-2,2,2,0,2,-2,0,1,0,28,47,19,-2,1,0,5,10,4,5,1
Lille v Caen,0,2.40,10,5,165,-6,169,106,71,45,91,43,5,-5,2,-2,3,1,1,9,4,0,1,0,104,179,75,-4,-1,0,-8,-4,4,4,1
Lille v Lens,0,0.00,5,1,132,0,133,82,61,29,92,22,3,-3,3,-3,4,2,0,7,2,0,1,0,81,145,64,0,-1,0,-4,1,8,5,0
Lille v Lorient,0,0.20,6,4,0,12,2,-12,10,-6,-22,26,-2,2,-2,2,6,6,1,-1,4,0,2,0,1,24,23,0,0,0,4,8,6,4,-2
Lille v Lyon,1,1.40,2,0,59,4,72,19,39,11,43,3,1,-1,1,-1,2,0,1,-2,0,0,-1,0,46,85,39,2,-1,0,-7,-2,9,5,0
Lille v Marseille,2,-0.90,8,4,-4,18,-13,-9,3,29,-36,1,1,-1,5,-5,5,3,0,2,3,0,1,0,6,-2,-8,3,-1,0,6,4,-4,-2,1
Lille v Monaco,0,0.40,6,2,155,6,154,75,77,18,83,49,6,-6,-2,2,4,3,0,6,1,0,0,0,52,161,109,-9,0,0,0,4,1,4,1
Lille v Montpellier,0,-0.10,1,-1,66,23,75,30,41,39,11,21,1,-1,1,-1,2,3,0,7,3,0,-1,0,56,75,19,3,0,0,0,-1,6,-1,1
Lille v Nancy,0,0.60,11,9,109,3,102,54,58,17,47,49,3,-3,4,-4,5,3,0,-3,1,0,2,0,56,99,43,-3,0,0,-18,-12,14,6,0
Lille v Nice,1,-0.80,-1,-3,79,11,77,59,33,41,47,3,10,-10,5,-5,-3,0,0,16,2,0,0,0,51,75,24,2,-2,0,-1,-5,-8,-4,-1
Lille v PSG,1,-2.20,0,-1,110,25,107,52,56,12,36,58,1,-1,-1,1,-1,0,0,1,1,0,0,0,34,123,89,6,-1,0,0,1,0,1,0
Lille v Rennes,0,2.20,4,0,90,5,96,60,37,34,5,59,1,-1,5,-5,2,0,0,4,0,0,2,0,33,90,57,3,0,0,-2,-5,-3,-3,2
Lille v Saint-Etienne,1,0.60,2,-1,239,9,243,157,90,81,140,34,2,-2,4,-4,-1,1,0,14,4,0,-1,0,154,234,80,-1,-1,0,-6,-6,1,0,0
Lille v Sochaux,0,2.10,1,1,45,-9,32,32,22,37,3,10,-2,2,2,-2,1,1,0,1,2,0,0,0,34,32,-2,10,-2,0,10,3,-5,-7,0
Lille v Toulouse,0,2.60,10,8,23,-4,41,12,18,6,5,19,-1,1,6,-6,7,4,0,2,1,0,0,0,20,43,23,-6,-2,0,-7,-3,6,4,1
Lille v Valenciennes,0,-0.10,2,1,22,-10,32,11,9,-9,17,11,2,-2,-1,1,0,-2,0,0,0,0,2,0,32,31,-1,-2,0,0,-10,-8,8,2,1
Lorient v Arles-Avignon,0,-0.90,-3,-2,78,8,84,50,30,22,34,26,-1,1,0,0,-2,0,0,5,2,0,-1,0,49,73,24,-6,0,0,3,2,-1,-1,0
Lorient v Auxerre,2,-0.20,5,3,179,2,185,107,72,64,90,27,0,0,3,-3,4,4,1,4,2,0,2,0,142,173,31,-10,-1,0,0,1,2,1,2
Lorient v Bordeaux,0,-0.70,1,0,-9,-8,-3,-8,-6,-24,-9,18,2,-2,0,0,1,0,1,0,-2,0,5,0,-45,-4,41,-4,1,0,-2,-3,0,-1,2
Lorient v Brest,0,-0.90,-3,-2,161,-3,161,104,68,81,85,5,1,-1,4,-4,2,2,0,9,0,0,0,0,151,144,-7,-2,0,0,3,1,-3,-2,0
Lorient v Caen,2,1.70,5,5,113,-12,109,87,39,51,66,7,2,-2,3,-3,4,-1,-1,14,2,0,0,0,111,119,8,1,1,0,-3,-4,9,-1,-1
