_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Auxerre v Lille,2,-2.10,1,-3,-99,-11,-109,-74,-51,-42,-71,-14,1,-1,-1,1,-1,-1,0,-16,-4,0,1,0,-85,-107,-22,3,2,0,6,5,-2,-1,1
Auxerre v Lorient,1,0.90,9,5,-108,13,-107,-70,-34,-6,-89,-11,1,-1,0,0,6,5,1,0,2,0,1,0,-53,-94,-41,6,-2,-1,6,7,0,1,1
Auxerre v Lyon,2,0.70,-1,-1,-33,-7,-24,-14,-8,22,-32,-11,2,-2,1,-1,-3,-3,-1,6,0,0,0,0,0,-29,-29,3,0,0,2,2,2,0,-1
Auxerre v Marseille,1,-0.90,-2,2,13,-1,6,5,9,-6,20,-1,2,-2,0,0,-4,-3,-2,-2,-1,0,0,0,-8,-4,4,-9,2,0,-5,-7,3,-2,-2
Auxerre v Montpellier,2,-1.70,-6,-5,47,11,32,2,10,-46,41,18,-6,6,-5,5,-3,-2,0,-22,-2,0,-4,0,-30,40,70,2,0,0,0,-1,-1,-1,0
Auxerre v Nancy,2,1.00,-6,-2,-47,14,-36,-20,-26,7,-33,-18,0,0,-1,1,-1,-1,0,-2,-3,0,-2,0,2,-56,-58,14,2,0,-7,-5,3,2,0
Auxerre v Nice,0,-0.90,2,2,-42,2,-50,-23,-29,-11,-29,-14,-1,1,-5,5,3,3,1,-4,3,0,-3,0,-52,-52,0,1,1,0,-4,-5,1,-1,0
Auxerre v PSG,1,-1.40,2,0,-76,-2,-68,-31,-41,-14,-40,-20,0,0,-2,2,-2,-2,0,6,3,0,-2,0,-30,-74,-44,7,-1,0,-1,-5,-1,-4,-1
Auxerre v Rennes,2,2.10,4,2,-36,-1,-32,-20,-13,-11,-22,2,0,0,-1,1,2,2,0,2,-1,0,-2,0,-34,-45,-11,5,1,0,2,1,1,-1,0
Auxerre v Saint-Etienne,1,0.60,4,6,-72,-12,-71,-52,-34,-40,-34,-12,-1,1,-2,2,3,1,0,-10,-2,0,0,0,-53,-63,-10,5,0,0,-1,3,4,4,0
Auxerre v Sochaux,0,1.20,1,0,2,-10,-15,9,3,-14,10,17,4,-4,-2,2,0,1,-1,8,3,0,3,0,0,1,1,2,1,0,5,7,-3,2,-1
Auxerre v Toulouse,0,3.10,0,1,-113,8,-120,-50,-67,-36,-73,-8,-3,3,0,0,1,2,0,-5,1,0,0,0,-81,-120,-39,0,-1,0,-1,-2,2,-1,0
Auxerre v Valenciennes,0,0.80,1,1,20,-1,8,10,1,-23,-4,38,-2,2,1,-1,1,1,1,-7,0,0,1,0,-36,16,52,4,1,0,-2,1,1,3,1
Bordeaux v AC Ajaccio,1,-1.80,7,4,40,16,52,40,21,54,13,-5,3,-3,3,-3,2,1,0,17,2,0,-1,0,86,42,-44,0,-1,0,3,3,-1,0,0
Bordeaux v Auxerre,1,-0.50,9,5,110,17,96,55,67,100,26,-4,6,-6,-1,1,6,2,1,11,3,0,-1,0,130,109,-21,-1,-1,0,5,6,0,1,1
Bordeaux v Brest,1,0.00,7,1,55,-5,42,25,38,35,47,-18,6,-6,2,-2,5,4,0,9,2,0,-2,0,64,42,-22,3,-1,0,0,-3,-3,-3,0
Bordeaux v Caen,0,0.30,6,1,29,2,23,19,24,26,11,6,0,0,5,-5,5,4,0,8,3,0,0,0,39,20,-19,-11,-1,0,-6,-5,5,1,0
Bordeaux v Dijon,1,2.50,1,0,79,-6,56,41,41,16,57,9,-1,1,-1,1,3,-2,0,4,0,0,-1,0,21,75,54,-4,-1,0,4,2,0,-2,0
Bordeaux v Evian,1,-1.70,2,1,31,-6,56,19,16,13,32,-11,-1,1,-3,3,2,0,0,7,3,0,2,0,50,46,-4,0,0,0,1,3,-2,2,0
Bordeaux v Lille,1,-1.30,0,-2,-92,-15,-68,-40,-53,-10,-50,-33,-3,3,-6,6,1,0,0,-2,-1,0,-2,0,-38,-74,-36,-2,1,0,1,4,1,3,1
Bordeaux v Lorient,0,0.70,-4,0,165,13,154,109,73,57,86,38,4,-4,3,-3,-3,-1,0,14,1,0,0,0,107,157,50,1,0,0,-6,-5,4,1,0
Bordeaux v Lyon,0,1.30,3,-1,-10,-8,-31,8,-22,14,-31,3,1,-1,3,-3,0,-1,0,1,1,0,-3,0,-36,-29,7,-4,0,0,12,11,-10,-1,1
Bordeaux v Marseille,0,0.20,-4,-3,-69,2,-80,-47,-28,-5,-66,-4,-2,2,1,-1,-6,-6,0,-3,-1,0,0,0,-33,-67,-34,-5,0,0,2,3,-2,1,2
Bordeaux v Montpellier,1,-0.50,-2,0,-96,2,-93,-54,-38,8,-68,-32,1,-1,-3,3,-3,-2,1,4,-1,0,1,0,-36,-105,-69,-7,-2,1,6,4,-4,-2,1
Bordeaux v Nancy,0,0.00,8,7,34,1,36,13,25,50,3,-15,2,-2,-1,1,4,1,0,5,1,0,-1,0,63,34,-29,4,0,0,5,4,0,-1,1
Bordeaux v Nice,2,1.80,-1,-1,152,-1,154,106,67,55,120,-2,2,-2,1,-1,0,-2,0,16,3,0,0,0,135,159,24,-12,0,0,2,1,-6,-1,-2
Bordeaux v PSG,1,-1.10,1,0,-33,-7,-28,-2,1,68,-15,-53,1,-1,2,-2,0,0,0,19,1,0,-1,0,75,-33,-108,1,-1,0,2,4,2,2,0
Bordeaux v Rennes,0,2.60,-1,-1,-19,4,-26,3,-14,2,-26,12,1,-1,6,-6,0,1,0,10,1,0,0,0,-51,-7,44,5,0,0,4,4,-3,0,0
Bordeaux v Saint-Etienne,2,-0.70,-2,-3,42,8,46,11,34,5,26,15,2,-2,5,-5,-3,1,0,-1,-2,0,-1,0,-12,33,45,0,-1,0,-5,-6,1,-1,0
Bordeaux v Sochaux,0,1.80,5,2,98,-5,89,69,46,35,60,22,2,-2,0,0,5,5,1,13,6,0,1,0,78,86,8,-4,0,0,-7,-4,7,3,1
Bordeaux v Toulouse,0,3.40,-3,-4,-104,-2,-109,-46,-69,-54,-52,-9,-4,4,3,-3,-3,-4,0,-8,-1,0,0,0,-109,-118,-9,-3,-1,0,14,11,-7,-3,2
Bordeaux v Valenciennes,0,0.80,2,-1,-5,4,-1,-10,8,17,-5,-14,-2,2,6,-6,1,-2,1,-3,-4,0,1,0,19,1,-18,1,0,0,-7,-4,7,3,2
Brest v AC Ajaccio,1,-1.40,1,0,101,9,83,72,39,74,16,21,0,0,5,-5,0,1,0,8,2,0,-1,0,82,88,6,-3,0,0,9,9,-1,0,0
Brest v Auxerre,0,1.80,5,2,56,-13,65,37,23,16,22,23,-3,3,3,-3,6,5,0,0,5,0,1,0,10,65,55,1,0,0,-4,-4,1,0,1
Brest v Bordeaux,2,0.30,-10,-5,-90,2,-89,-60,-48,-46,-75,15,-2,2,-2,2,-5,-2,0,-8,-2,0,1,0,-99,-91,8,-3,0,0,3,1,4,-2,-1
Brest v Caen,1,-1.40,-1,2,63,-7,74,39,28,49,-2,20,2,-2,0,0,-1,-2,0,8,0,0,-2,0,59,65,6,-8,0,0,4,3,-5,-1,1
Brest v Dijon,1,1.50,5,0,92,14,77,60,35,22,50,25,0,0,4,-4,2,-1,0,5,1,0,0,0,72,97,25,-3,-1,0,0,0,5,0,0
Brest v Evian,1,-0.80,3,-1,-16,-8,2,-17,-7,-45,10,11,-7,7,6,-6,5,3,0,-4,-1,0,0,0,-32,-7,25,-6,-1,0,2,3,0,1,0
Brest v Lille,0,1.10,-1,-1,-86,-20,-95,-53,-34,-17,-30,-41,-2,2,0,0,-4,-3,-1,-2,2,0,0,0,1,-79,-80,-2,0,0,1,-1,-2,-2,1
Brest v Lorient,0,0.60,7,3,-73,6,-69,-35,-43,-12,-43,-22,0,0,-2,2,2,4,2,-3,0,0,-1,0,-39,-82,-43,-2,-2,0,-2,-3,-2,-1,3
Brest v Lyon,1,3.00,5,4,-53,-11,-41,-24,-26,2,-75,26,2,-2,-1,1,4,1,1,10,3,0,0,0,-32,-51,-19,-2,1,0,-5,-3,4,2,1
Brest v Marseille,0,-1.70,-4,0,-74,7,-84,-51,-56,-92,-42,26,-2,2,-6,6,-4,-4,1,-20,-2,0,-1,0,-144,-71,73,-5,0,0,14,15,-4,1,1
Brest v Montpellier,1,-3.30,-4,-3,-54,-9,-44,-37,-28,-16,-24,-25,0,0,6,-6,-3,-1,-1,-1,0,0,-1,0,-15,-55,-40,-4,-2,0,6,6,-3,0,-2
Brest v Nancy,2,1.70,1,1,63,3,73,60,43,77,-4,30,4,-4,3,-3,-2,0,-1,27,6,0,0,0,85,72,-13,3,0,0,-7,-6,-1,1,-1
Brest v Nice,0,1.10,-1,-2,55,-2,58,27,15,-17,38,23,-2,2,-4,4,-1,2,1,-5,0,0,-2,0,-20,56,76,-8,0,0,7,4,-4,-3,1
Brest v PSG,2,-3.30,6,2,28,-3,25,20,8,26,5,-4,2,-2,2,-2,2,-2,-1,0,-1,0,0,0,61,18,-43,3,-1,0,2,-1,-1,-3,-1
Brest v Rennes,2,4.00,-4,-3,12,-19,16,-2,-6,-49,1,40,-4,4,-3,3,0,-2,0,-11,-2,0,2,0,-53,25,78,0,0,0,-2,0,3,2,-1
Brest v Saint-Etienne,1,1.90,1,1,-57,7,-59,-38,-37,-14,-51,-10,-3,3,0,0,1,4,1,-14,0,0,1,0,-33,-54,-21,-6,0,0,-4,0,4,4,1
Brest v Sochaux,0,3.90,0,2,99,1,89,83,26,31,48,29,2,-2,-1,1,-1,-1,0,7,0,0,-1,0,64,101,37,-2,0,0,-7,-2,7,5,0
Brest v Toulouse,1,1.40,0,-2,-135,6,-137,-91,-66,-32,-105,-19,-1,1,-2,2,1,2,0,-7,-1,0,1,0,-55,-123,-68,12,0,0,5,6,-2,1,0
Brest v Valenciennes,0,-0.20,3,1,-25,-11,-12,-27,-4,-28,-21,18,3,-3,-4,4,2,0,0,-4,-1,0,1,0,-34,-19,15,2,0,0,-3,-4,4,-1,1
Caen v AC Ajaccio,1,-2.30,4,0,49,5,51,39,21,29,30,0,1,-1,-4,4,1,-1,0,10,-1,0,1,0,62,51,-11,-4,-2,0,-5,-2,4,3,0
Caen v Auxerre,0,0.90,1,-2,46,6,50,19,30,6,22,20,1,-1,-1,1,0,0,0,11,-1,0,-1,0,14,58,44,-4,1,0,7,6,3,-1,0
Caen v Bordeaux,0,-0.70,-3,-2,-125,-6,-117,-80,-55,-73,-32,-31,-4,4,-3,3,-1,-1,1,-6,0,0,4,0,-82,-109,-27,5,-3,0,5,4,-2,-1,1
Caen v Brest,1,1.90,4,2,2,-10,14,-15,22,36,-23,-7,2,-2,-2,2,4,0,0,11,2,0,0,0,60,1,-59,1,1,0,3,2,1,-1,0
Caen v Dijon,0,0.90,2,-2,129,6,132,73,55,14,96,18,-3,3,1,-1,2,2,1,-2,2,0,1,0,78,129,51,-6,-1,0,7,3,-8,-4,1
Caen v Evian,1,1.60,5,1,45,6,23,27,25,26,27,0,0,0,-5,5,2,0,0,3,3,0,-1,0,46,22,-24,-15,-1,0,-2,2,4,4,1
Caen v Lille,2,0.10,-7,-6,-107,13,-107,-70,-49,-44,-52,-25,-5,5,0,0,-5,-4,0,-9,-3,0,-1,0,-88,-111,-23,4,0,0,13,7,-9,-6,0
Caen v Lorient,0,0.30,3,3,-72,12,-96,-30,-23,15,-55,-13,1,-1,-3,3,0,0,0,13,4,0,-1,0,-29,-93,-64,3,0,0,1,3,3,2,0
Caen v Lyon,0,1.50,0,0,-47,-11,-40,-10,-27,-3,-48,14,2,-2,-2,2,0,-1,0,4,0,0,1,0,-15,-46,-31,11,2,-1,4,1,-3,-3,1
Caen v Marseille,2,-0.70,-8,-5,-129,6,-130,-89,-55,-24,-106,-14,-3,3,-6,6,-4,-2,0,-10,-5,0,3,0,-104,-131,-27,-7,0,0,22,13,-14,-9,0
Caen v Montpellier,2,0.10,1,3,-7,-10,-12,14,-8,45,-18,-21,0,0,-2,2,0,0,-1,9,1,0,0,0,38,-12,-50,-5,1,0,3,1,-2,-2,-2
Caen v Nancy,2,-0.90,4,1,158,6,163,92,81,68,88,17,3,-3,1,-1,3,1,-1,15,5,0,-1,0,160,164,4,3,-2,0,-12,-9,7,3,-1
Caen v Nice,1,0.00,-4,-1,30,1,20,35,-14,11,20,-10,-1,1,0,0,-1,0,0,-3,-2,0,-2,0,-16,17,33,-1,1,0,16,8,-11,-8,0
Caen v PSG,1,-1.30,4,4,-18,-11,-8,-22,9,18,-15,-17,4,-4,-4,4,4,1,0,12,2,0,-1,0,29,-9,-38,3,-1,0,6,8,1,2,0
Caen v Rennes,2,1.70,0,-2,-25,-11,-16,-20,1,15,-9,-25,1,-1,-2,2,-2,0,0,4,-1,0,2,0,24,-29,-53,0,0,0,5,5,-5,0,-1
Caen v Saint-Etienne,2,0.50,4,1,-18,-3,-42,-16,-12,-4,-18,-5,0,0,-1,1,1,1,0,-6,0,0,1,0,-19,-39,-20,0,1,0,8,3,-5,-5,1
Caen v Sochaux,2,2.60,2,2,-16,0,-38,15,-17,52,-34,-19,3,-3,-2,2,3,1,-1,6,1,0,-2,0,27,-53,-80,-5,1,0,1,0,-1,-1,-2
Caen v Toulouse,2,1.60,0,-1,-60,10,-63,-21,-37,-16,-32,-8,1,-1,-3,3,0,1,0,2,-1,0,1,0,-51,-65,-14,6,0,0,3,0,-5,-3,0
Caen v Valenciennes,0,0.10,-1,-4,-45,-4,-34,-48,-14,-28,-12,-23,-4,4,-1,1,1,-2,0,-10,-4,0,0,0,-12,-32,-20,12,-1,0,5,3,-1,-2,1
Dijon v AC Ajaccio,1,-2.20,8,5,18,5,19,20,10,33,-3,1,7,-7,3,-3,3,3,-1,20,6,0,-1,0,31,32,1,3,-2,0,-2,1,4,3,0
Dijon v Auxerre,2,-2.00,-3,-1,7,8,-6,6,-10,-11,-2,9,-5,5,1,-1,-2,-3,-1,-9,-3,0,1,0,-30,-9,21,1,1,0,6,3,-3,-3,-1
Dijon v Bordeaux,0,-1.20,-7,-3,-130,3,-142,-57,-73,-41,-70,-20,0,0,0,0,-4,-5,0,-6,-4,0,-2,0,-105,-150,-45,-1,0,0,-2,-4,1,-2,0
Dijon v Brest,0,-1.00,7,3,-12,8,-4,-14,16,27,-28,2,4,-4,1,-1,5,3,0,10,3,0,2,0,22,3,-19,-2,0,-1,7,7,-4,0,1
Dijon v Caen,0,-3.00,1,0,-5,-7,14,-3,11,33,-27,-1,1,-1,-1,1,-1,1,0,-1,-1,0,0,0,41,16,-25,4,0,0,-7,-7,-1,0,1
Dijon v Evian,0,-2.80,3,0,-39,-17,-33,-10,-32,-6,12,-48,-2,2,-1,1,5,2,1,0,0,0,-1,0,1,-37,-38,1,0,-1,0,1,5,1,1
Dijon v Lille,2,-1.90,-5,0,-95,5,-105,-67,-33,-3,-61,-36,0,0,-3,3,-4,2,-2,-3,0,0,-2,0,-30,-115,-85,9,1,-1,3,1,-5,-2,-2
Dijon v Lorient,0,0.20,-3,-3,-196,-12,-208,-96,-112,-57,-106,-44,-7,7,-3,3,-3,-1,1,-8,-1,0,1,0,-134,-200,-66,4,0,1,13,5,-10,-8,1
Dijon v Lyon,2,0.80,-4,-2,-102,-18,-109,-58,-34,4,-70,-27,0,0,-1,1,-4,-2,0,5,0,0,0,0,-45,-99,-54,-6,0,0,3,6,1,3,2
Dijon v Marseille,2,-2.60,-4,0,-41,-12,-47,-14,-25,10,-37,-11,-4,4,7,-7,-2,-2,-1,0,0,0,0,0,-13,-54,-41,-13,0,0,-2,1,2,3,-2
Dijon v Montpellier,1,-2.30,1,-2,-18,-2,-17,-28,0,12,-37,-3,-3,3,-5,5,0,1,0,-15,-3,0,1,0,4,-42,-46,-3,2,0,6,0,-7,-6,0
Dijon v Nancy,2,-1.80,-5,0,-15,-1,-10,-9,-3,-10,-12,10,-2,2,-2,2,-6,-2,0,-2,-1,0,0,0,-23,-21,2,1,1,0,14,7,-12,-7,-1
Dijon v Nice,0,-1.40,-1,-1,-62,2,-46,-36,-23,29,-73,-15,0,0,5,-5,0,2,1,-1,-1,0,0,0,5,-61,-66,6,-1,0,5,3,-5,-2,1
Dijon v PSG,2,-2.70,-4,-6,-212,2,-212,-137,-79,-42,-128,-46,-2,2,2,-2,-5,-3,0,-6,0,0,1,0,-112,-212,-100,-8,1,-1,4,1,-7,-3,0
Dijon v Rennes,2,1.30,0,3,-70,-14,-84,-13,-36,0,-28,-21,3,-3,-2,2,-1,-1,-1,11,3,0,0,0,-20,-76,-56,3,1,0,-3,-1,3,2,-1
Dijon v Saint-Etienne,2,-0.80,-4,-1,13,4,7,2,8,15,-12,4,0,0,4,-4,-4,-4,-1,-3,-3,0,-1,0,20,7,-13,1,0,0,0,-3,-4,-3,-1
Dijon v Sochaux,1,1.00,2,-1,21,-11,28,24,3,-8,21,14,-3,3,4,-4,2,1,0,0,0,0,1,0,10,33,23,4,0,0,0,2,1,2,0
Dijon v Toulouse,1,1.40,-2,-3,-81,-3,-91,-35,-38,0,-45,-30,4,-4,4,-4,-1,0,0,8,3,0,0,0,-24,-69,-45,11,-1,0,2,4,3,2,0
Dijon v Valenciennes,2,-2.30,-5,0,-35,-7,-40,-20,-21,-29,-8,-4,-2,2,2,-2,-2,-2,-1,-6,3,0,0,0,-25,-48,-23,1,-1,0,-9,-9,2,0,-2
Evian v AC Ajaccio,0,-1.50,5,5,54,9,55,31,32,56,1,7,-3,3,4,-4,1,0,0,11,1,0,-2,0,71,50,-21,-4,0,0,6,7,-3,1,0
Evian v Auxerre,0,1.30,-3,-1,73,22,72,31,26,-3,23,37,-3,3,3,-3,0,-2,2,0,1,0,0,0,-6,83,89,6,-1,0,2,-3,-5,-5,2
Evian v Bordeaux,1,0.00,-1,0,79,12,74,44,46,27,15,47,0,0,-6,6,0,0,0,6,1,0,0,0,14,67,53,-5,1,0,-7,-6,6,1,0
Evian v Brest,2,1.20,0,-2,168,26,163,81,86,32,76,62,0,0,1,-1,-2,1,0,-2,0,0,0,0,50,159,109,2,0,0,2,-1,-2,-3,0
Evian v Caen,2,2.20,3,0,119,-4,108,81,57,61,34,44,1,-1,0,0,4,5,2,14,5,0,-1,0,82,123,41,-1,1,0,-3,-1,0,2,0
Evian v Dijon,2,1.60,3,1,88,5,82,57,38,5,40,49,-1,1,-1,1,4,4,0,-2,-2,0,-2,0,-8,70,78,-5,0,0,1,1,2,0,0
Evian v Lille,2,0.30,3,2,-66,2,-69,-58,-13,-18,-65,9,-1,1,-7,7,1,1,0,-4,-1,0,1,0,-30,-61,-31,-3,0,0,-3,-2,2,1,-1
Evian v Lorient,0,3.10,1,-1,-15,14,-35,-29,12,-34,-28,45,-1,1,-6,6,0,0,0,1,-1,0,-4,0,-96,-11,85,8,0,0,15,8,-12,-7,1
Evian v Lyon,2,2.10,-4,-3,-132,7,-139,-62,-81,-40,-114,12,-1,1,-3,3,-3,-3,0,-5,-2,0,0,0,-120,-136,-16,-1,-1,0,1,3,2,2,0
Evian v Marseille,0,1.40,-2,0,-155,18,-163,-104,-62,-43,-141,16,0,0,-5,5,0,1,1,-11,-2,0,0,0,-158,-158,0,3,0,0,18,10,-12,-8,2
Evian v Montpellier,0,-0.30,4,4,41,19,25,16,30,25,-44,65,2,-2,6,-6,1,2,0,4,1,0,-2,0,-21,32,53,-1,-1,0,11,5,-8,-6,0
Evian v Nancy,0,1.60,-2,-1,-5,3,-4,-11,10,15,-24,9,0,0,-1,1,-3,-1,1,0,3,0,1,0,-5,-7,-2,1,0,0,5,1,-2,-4,2
Evian v Nice,0,0.40,2,1,-49,-14,-60,-22,-27,0,-33,-17,-2,2,0,0,-3,-2,0,0,-1,0,-1,0,9,-37,-46,6,1,0,3,2,-2,-1,0
Evian v PSG,1,0.90,2,2,30,9,30,9,16,-3,3,26,-2,2,-6,6,0,1,1,0,0,0,-2,0,-18,30,48,10,1,0,4,4,1,0,1
Evian v Rennes,2,2.30,-1,0,-106,-6,-112,-56,-47,-3,-106,7,-1,1,3,-3,-2,0,1,4,2,0,-1,0,-81,-98,-17,2,-1,0,8,3,-5,-5,1
Evian v Saint-Etienne,2,2.40,2,2,43,3,45,11,27,-6,29,14,0,0,-3,3,2,1,0,-5,2,0,-2,0,28,35,7,-9,0,0,4,3,0,-1,0
Evian v Sochaux,2,4.70,-1,0,-28,6,-32,-35,4,-7,-31,8,-1,1,-1,1,-2,0,-1,-1,0,0,1,0,-24,-34,-10,2,0,0,4,2,-4,-2,-1
Evian v Toulouse,0,3.20,-7,-4,-71,9,-85,-52,-24,-44,-32,0,-4,4,2,-2,-5,-4,1,-7,-3,0,2,0,-87,-79,8,-4,0,0,-1,-4,-1,-3,1
Evian v Valenciennes,0,2.20,4,2,144,3,141,66,67,12,19,102,-4,4,7,-7,1,1,1,-10,-1,0,2,0,6,140,134,-3,0,-1,3,2,-3,-1,2
Lille v AC Ajaccio,0,-1.90,10,7,61,-5,70,32,36,49,15,3,4,-4,-4,4,10,3,0,5,0,0,-1,0,91,72,-19,-1,2,0,-8,-2,5,6,0
Lille v Auxerre,1,0.50,3,1,317,2,317,184,137,158,157,10,-1,1,1,-1,5,1,0,7,-1,0,0,0,288,309,21,-1,0,1,3,5,3,2,1
Lille v Bordeaux,2,-0.40,2,2,176,4,166,134,64,92,71,35,4,-4,6,-6,1,1,-1,14,4,0,0,0,137,158,21,-9,-2,0,-2,-3,1,-1,-1
Lille v Brest,0,-0.70,4,-2,125,-1,122,76,50,35,56,35,2,-2,-1,1,3,0,0,3,-1,0,0,0,62,137,75,-2,-1,0,-4,-2,3,2,1
