_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Lorient v Montpellier,1,-2.20,-4,-3,33,15,28,16,29,2,42,2,3,-3,-5,5,-5,-1,-1,7,1,0,1,0,30,33,3,4,1,1,-5,-7,4,-2,-1
Lorient v Nantes,1,1.10,4,3,44,9,35,28,16,-10,46,9,3,-3,8,-8,1,1,0,-5,0,0,-4,0,38,38,0,5,-1,0,-13,-7,16,6,0
Lorient v Nice,1,1.30,3,0,-84,1,-76,-35,-44,18,-82,-15,3,-3,4,-4,1,0,0,6,2,0,-1,0,1,-73,-74,8,-2,0,1,2,5,1,0
Lorient v PSG,2,0.20,-1,2,-207,10,-208,-108,-85,-13,-124,-62,1,-1,1,-1,1,0,-2,5,3,0,-5,0,-57,-217,-160,1,2,0,-8,-8,4,0,-2
Lorient v Reims,0,-2.00,-2,-1,65,8,66,36,24,-10,52,20,-1,1,4,-4,-1,0,1,-1,1,0,-3,0,19,72,53,0,0,0,-1,-3,4,-2,1
Lorient v Rennes,1,-0.10,2,2,-62,0,-56,-42,-31,11,-26,-59,-1,1,0,0,2,3,1,-7,-1,0,0,0,22,-59,-81,3,-1,0,0,2,1,2,1
Lorient v Saint-Etienne,2,-2.50,0,-1,-143,4,-143,-77,-65,-28,-109,-7,-1,1,8,-8,1,1,0,1,2,0,1,0,-86,-130,-44,7,-1,1,-3,1,4,4,0
Lorient v SC Bastia,1,-1.50,1,2,225,-2,223,128,99,37,160,29,-2,2,3,-3,-1,-1,-1,-3,0,0,3,0,109,218,109,-1,-1,0,-4,-2,5,2,-1
Lorient v Toulouse,1,0.40,3,2,62,-1,76,36,22,-34,58,34,0,0,-3,3,2,3,0,-4,-1,0,3,0,-7,64,71,-4,0,0,-6,-7,-2,-1,0
Lorient v Troyes,0,-0.80,11,4,192,-13,195,138,65,93,114,-1,6,-6,2,-2,7,3,0,15,3,0,-2,0,180,209,29,0,0,0,-1,1,0,2,1
Lyon v Angers,2,-2.60,0,1,151,-16,155,85,74,32,142,-14,4,-4,-6,6,1,1,-1,4,-1,0,0,0,137,150,13,-7,0,0,-3,-6,0,-3,-1
Lyon v Bordeaux,0,0.90,1,1,123,-3,117,78,46,44,58,22,-1,1,4,-4,2,0,1,-2,0,0,-2,0,80,115,35,0,-1,0,-4,-2,6,2,1
Lyon v Caen,0,-1.60,2,-1,121,1,116,65,52,16,75,25,0,0,-2,2,3,2,2,-3,4,0,0,0,66,128,62,-3,-2,0,-2,0,6,2,3
Lyon v GFC Ajaccio,0,-3.00,3,1,242,-20,240,141,109,55,196,1,4,-4,5,-5,2,3,1,7,2,0,2,0,149,246,97,1,-1,0,0,-1,6,-1,2
Lyon v Guingamp,0,-2.30,2,1,151,2,152,105,49,61,92,0,2,-2,0,0,-1,1,0,2,-1,0,-2,0,135,151,16,-6,-1,0,-4,-4,0,0,2
