_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Aston Villa v Stoke,1,-3.50,-3,-1,71,3,56,28,28,-2,60,-3,4,-4,0,0,-2,-2,0,-9,-1,0,0,0,32,74,42,4,2,0,3,3,0,0,1
Aston Villa v Sunderland,1,-0.80,5,5,-38,-5,-37,-21,-24,8,-44,-8,1,-1,-4,4,4,0,0,-1,-1,0,0,0,-10,-15,-5,5,0,0,-3,0,2,3,0
Aston Villa v Swansea,2,0.80,0,1,-73,-7,-77,-17,-32,58,-52,-55,6,-6,-1,1,1,1,0,19,5,0,1,0,38,-69,-107,1,-1,0,8,7,-1,-1,-1
Aston Villa v Tottenham,1,-2.40,-9,-4,-106,-4,-100,-58,-63,-50,-57,-14,-6,6,2,-2,-7,-6,0,-11,-1,0,0,0,-76,-111,-35,3,-1,0,6,3,-4,-3,1
Aston Villa v West Brom,2,-1.00,-2,-3,-47,3,-42,-32,-13,-14,-39,9,0,0,-2,2,-3,-2,-1,-2,-4,0,-2,0,-28,-38,-10,9,0,1,-2,0,0,2,0
Aston Villa v Wigan,0,0.50,2,-1,-41,3,-45,-17,-21,2,-49,7,-3,3,1,-1,2,3,0,-3,-1,0,0,0,-15,-34,-19,0,-1,0,20,14,-17,-6,1
Aston Villa v Wolverhampton,1,0.20,2,-2,20,-1,19,20,8,6,8,14,0,0,1,-1,0,-1,0,2,1,0,0,0,8,10,2,4,0,0,4,0,-1,-4,0
Blackburn v Arsenal,0,0.40,-4,-4,-148,4,-148,-98,-66,-57,-92,-15,-5,5,-2,2,-3,-1,-1,-10,-2,0,1,0,-129,-150,-21,-3,0,0,3,4,2,1,-1
Blackburn v Aston Villa,1,-0.90,-5,-2,-59,-1,-66,-33,-31,-80,-12,25,-4,4,0,0,-6,-1,-1,-9,-2,0,-1,0,-116,-63,53,-7,0,0,0,-2,1,-2,-1
Blackburn v Bolton,2,-3.00,-1,-2,-26,-1,-25,-21,-3,20,-55,11,-4,4,1,-1,-3,-2,-2,-3,-1,0,1,0,-13,-44,-31,-4,2,0,-3,-5,-1,-2,-2
Blackburn v Chelsea,2,-1.70,-1,-1,-151,-8,-156,-108,-54,-46,-89,-27,-1,1,-5,5,-1,0,0,-8,-2,0,2,0,-110,-150,-40,1,0,0,-3,-3,1,0,0
Blackburn v Everton,2,-1.10,-2,0,-99,-6,-87,-62,-43,-16,-60,-28,-2,2,-5,5,0,0,0,3,1,0,-1,0,-25,-91,-66,7,2,0,-1,1,4,2,0
Blackburn v Fulham,0,-3.30,2,3,-67,-4,-66,-47,-26,-27,-65,18,-3,3,0,0,0,-1,0,-8,-3,0,2,0,-75,-55,20,11,0,1,4,4,3,0,1
Blackburn v Liverpool,2,-1.60,-2,-2,16,3,15,22,13,47,-15,2,0,0,4,-4,-1,1,0,9,1,0,-2,0,54,9,-45,1,-1,-1,-3,-2,5,1,-1
Blackburn v Man City,2,-0.40,-8,-3,-202,12,-213,-122,-85,-78,-115,-14,-1,1,-1,1,-7,-3,0,-7,-2,0,0,0,-172,-207,-35,13,0,0,1,3,1,2,0
Blackburn v Man Utd,2,-1.50,-2,2,-212,-26,-221,-137,-92,-78,-135,-18,0,0,-4,4,-3,-3,0,-12,-3,0,-1,0,-172,-225,-53,9,-1,0,2,0,-2,-2,0
Blackburn v Newcastle,2,-1.00,13,4,57,-2,42,31,37,29,37,2,6,-6,6,-6,3,3,0,13,3,0,-2,0,49,67,18,1,-1,0,7,9,2,2,1
Blackburn v Norwich,0,-0.50,-6,-2,-56,-8,-65,-25,-37,-45,-23,7,0,0,2,-2,-3,1,1,-3,-3,0,3,0,-76,-68,8,5,0,0,2,1,-1,-1,1
Blackburn v QPR,0,-5.30,-6,-3,17,6,10,-7,15,-20,7,22,1,-1,4,-4,-4,0,2,-6,-2,0,-1,0,-21,15,36,0,0,0,6,5,1,-1,1
Blackburn v Stoke,2,-4.70,1,4,48,3,29,21,30,4,26,21,2,-2,-1,1,0,2,-2,-3,3,0,-1,0,5,19,14,4,-1,0,7,5,-7,-2,-2
Blackburn v Sunderland,0,0.30,6,3,7,-8,14,17,-4,-2,-3,18,-2,2,-2,2,2,2,0,-5,-2,0,0,0,-7,17,24,5,-1,0,-12,-9,6,3,0
Blackburn v Swansea,0,-1.40,7,4,-226,-10,-225,-124,-102,-15,-142,-70,1,-1,0,0,0,1,0,1,2,0,0,0,-57,-222,-165,12,1,0,3,1,-2,-2,1
Blackburn v Tottenham,2,-1.70,6,1,-37,-22,-26,-26,-12,-3,-14,-23,1,-1,-6,6,4,3,-1,-1,3,0,-2,0,15,-27,-42,9,0,0,-5,-5,2,0,0
Blackburn v West Brom,2,-2.40,-1,0,-26,4,-26,-35,4,-40,-6,14,-2,2,1,-1,-5,-5,0,-10,-2,0,2,0,-70,-23,47,-1,-1,0,2,3,2,1,0
Blackburn v Wigan,2,-2.00,-6,-3,-167,-2,-167,-88,-86,-30,-129,-16,-2,2,-1,1,-5,-3,0,-9,-4,0,-1,0,-100,-169,-69,10,0,0,8,3,-6,-5,0
Blackburn v Wolverhampton,2,-0.80,-4,0,33,-6,27,25,16,12,15,15,4,-4,-1,1,-4,-1,0,6,0,0,0,0,21,35,14,3,0,0,-11,-9,8,2,0
Bolton v Arsenal,1,1.40,-6,-3,-165,5,-170,-93,-76,-29,-86,-53,-3,3,0,0,-8,-6,0,-2,-3,0,3,0,-107,-181,-74,5,0,0,9,3,-6,-6,0
Bolton v Aston Villa,2,1.00,-5,0,19,-1,15,18,-8,-24,23,9,-3,3,-3,3,-7,-5,-1,-11,-2,0,-2,0,-1,12,13,-5,1,0,-3,-4,-7,-1,-2
Bolton v Blackburn,0,2.00,3,-1,74,-2,71,51,39,24,37,29,5,-5,-4,4,2,1,1,14,2,0,0,0,41,86,45,-2,0,0,1,0,-2,-1,2
Bolton v Chelsea,2,-0.30,-3,0,-93,-13,-98,-52,-38,12,-35,-68,0,0,-2,2,-4,-1,-2,-2,0,0,0,0,-9,-93,-84,3,1,0,2,0,0,-2,-4
Bolton v Everton,2,2.10,-1,0,-20,12,-22,-35,2,-27,-14,7,-3,3,4,-4,-2,-4,0,-10,-3,0,0,0,-77,-28,49,-6,-1,1,16,14,-7,-2,0
Bolton v Fulham,2,-0.70,-1,0,-31,3,-33,5,-28,40,-17,-47,1,-1,0,0,0,1,-1,9,0,0,-3,0,63,-40,-103,0,0,0,0,0,1,0,-2
Bolton v Liverpool,0,-0.90,0,-3,-99,-3,-105,-53,-48,-16,-35,-50,-2,2,1,-1,-2,-2,0,-2,1,0,-3,0,-17,-90,-73,-1,0,0,4,4,-2,0,1
Bolton v Man City,2,2.80,-2,0,-103,1,-109,-45,-66,-20,-60,-30,1,-1,0,0,-5,-2,0,0,-2,0,-2,0,-77,-124,-47,-1,2,0,7,4,-7,-3,-1
Bolton v Man Utd,2,1.40,2,3,-80,-6,-85,-36,-41,13,-51,-41,3,-3,-10,10,-2,-1,-2,5,0,0,-2,0,3,-92,-95,4,2,0,1,-2,2,-3,-3
Bolton v Newcastle,2,3.10,-3,-2,-7,-6,-31,14,-16,18,-25,5,1,-1,3,-3,-2,-1,0,2,1,0,-1,0,-10,-18,-8,4,0,0,3,3,-1,0,0
Bolton v Norwich,2,2.50,-7,-3,94,7,75,50,23,-4,60,17,-4,4,0,0,-6,-4,-1,-9,-5,0,-2,0,40,105,65,5,1,1,-4,-1,3,3,-2
Bolton v QPR,0,-2.20,-1,-2,27,-3,31,21,28,50,1,-2,5,-5,-3,3,0,-2,1,16,2,0,1,0,78,23,-55,4,2,0,-6,-7,3,-1,1
Bolton v Stoke,0,-1.70,4,0,86,16,49,42,32,30,39,5,4,-4,-2,2,2,0,1,3,1,0,-1,0,63,75,12,1,0,0,10,10,0,0,2
Bolton v Sunderland,2,2.90,-1,1,35,-1,29,21,7,-4,13,18,-1,1,-2,2,1,1,0,-4,-1,0,-3,0,-11,52,63,1,-2,0,9,8,-1,-1,0
Bolton v Swansea,1,0.90,-5,-2,-100,1,-106,-24,-60,41,-63,-63,2,-2,-6,6,-4,0,1,10,2,0,-3,0,12,-120,-132,-4,0,0,1,-3,-4,-4,0
Bolton v Tottenham,2,-1.80,-2,-2,-54,18,-55,-53,-7,-16,-34,-10,-5,5,3,-3,-3,-2,-1,1,-1,0,1,0,-28,-61,-33,-2,0,0,1,-1,-13,-2,-1
Bolton v West Brom,1,-0.80,3,1,-92,3,-76,-60,-42,-38,-38,-25,1,-1,-3,3,-1,-1,0,-2,2,0,-4,0,-49,-68,-19,7,0,0,4,1,-4,-3,1
Bolton v Wigan,2,0.50,-3,0,-105,-2,-121,-47,-52,-54,-28,-18,-1,1,-1,1,-5,-2,-1,-1,-4,0,0,0,-96,-124,-28,-2,0,0,5,5,-3,0,-1
Bolton v Wolverhampton,1,2.20,4,3,1,2,2,-5,-6,-6,8,-13,0,0,-2,2,3,2,0,-1,-1,0,-3,0,28,20,-8,6,0,0,4,5,1,1,1
Chelsea v Arsenal,2,0.60,1,2,65,15,66,37,30,5,41,20,1,-1,6,-6,2,1,1,2,2,0,1,0,18,60,42,1,0,0,-2,-1,-1,1,1
Chelsea v Aston Villa,2,1.50,4,0,70,3,75,62,28,55,48,-13,3,-3,2,-2,-2,-3,0,12,0,0,0,0,104,70,-34,4,1,0,-1,-7,-4,-6,0
Chelsea v Blackburn,0,3.00,4,-1,81,-19,83,66,26,56,72,-35,1,-1,-5,5,5,3,1,12,3,0,-1,0,137,80,-57,-6,0,0,-3,-1,0,2,2
Chelsea v Bolton,0,0.40,10,9,153,-6,154,91,71,45,67,50,7,-7,10,-10,5,2,0,7,2,0,4,0,95,148,53,-2,-1,0,-4,-1,10,3,0
Chelsea v Everton,0,-0.40,0,-3,200,25,184,127,79,45,130,33,-1,1,-2,2,1,1,2,7,1,0,-6,0,105,181,76,-6,-1,0,7,6,-6,-1,2
Chelsea v Fulham,1,0.60,7,1,8,-4,16,26,-6,70,13,-62,1,-1,2,-2,5,2,0,14,3,0,0,0,117,12,-105,6,-1,0,3,3,0,0,0
Chelsea v Liverpool,2,0.90,2,-1,45,9,54,26,26,4,36,11,1,-1,0,0,2,2,-1,3,3,0,0,0,21,54,33,8,0,0,-3,-6,-5,-3,-1
Chelsea v Man City,0,2.20,1,3,-79,4,-83,-46,-37,-2,-65,-16,1,-1,0,0,3,0,0,-1,-1,0,-3,0,-22,-91,-69,0,0,0,-5,-5,-2,0,0
Chelsea v Man Utd,1,-1.10,-1,-1,-44,-12,-26,-33,-15,-44,-8,4,-1,1,-5,5,1,-2,0,-2,1,0,-2,0,-39,-26,13,10,2,0,-9,-12,-2,-3,-1
Chelsea v Newcastle,2,2.40,-2,-1,118,-15,114,67,50,24,75,14,-2,2,-3,3,-1,0,-1,-3,1,0,-2,0,56,110,54,-3,-1,0,5,-1,-4,-6,-1
Chelsea v Norwich,0,3.00,1,-2,141,-20,142,97,48,15,87,43,0,0,3,-3,0,0,0,6,2,0,-1,0,80,144,64,-8,0,0,-6,-4,6,2,1
Chelsea v QPR,0,-2.20,10,6,120,-8,122,78,45,23,59,42,2,-2,-1,1,6,9,2,1,5,0,2,0,56,126,70,4,0,0,-6,-4,3,2,4
Chelsea v Stoke,0,-1.40,6,4,198,-3,203,132,85,83,112,23,7,-7,1,-1,9,5,0,17,3,0,1,0,170,210,40,-2,-1,-1,-3,0,3,3,0
Chelsea v Sunderland,0,1.20,10,6,117,-7,129,60,65,41,50,33,2,-2,-1,1,6,3,0,4,4,0,0,0,96,133,37,5,1,0,-5,-4,5,1,1
Chelsea v Swansea,0,1.10,7,2,83,-13,91,64,20,49,60,-24,-1,1,-2,2,5,3,2,4,3,0,2,0,166,94,-72,1,1,1,-3,-1,3,2,2
Chelsea v Tottenham,1,-0.50,-6,-3,-47,-4,-49,-24,-20,14,-52,-7,3,-3,5,-5,-2,-2,0,8,1,0,1,0,-41,-59,-18,-4,0,0,2,-1,-6,-3,0
Chelsea v West Brom,0,1.20,5,5,172,-12,177,130,55,50,132,4,-1,1,-5,5,4,3,0,7,5,0,-3,0,133,168,35,-7,-1,0,-6,-1,8,5,-1
Chelsea v Wigan,0,0.20,2,2,69,-1,62,46,29,61,7,6,1,-1,-5,5,2,3,0,5,3,0,-4,0,68,61,-7,-6,1,0,-4,-4,0,0,0
Chelsea v Wolverhampton,0,1.30,10,4,32,6,31,34,9,31,10,2,3,-3,5,-5,7,2,3,6,4,0,1,0,62,34,-28,1,-2,0,-5,0,6,5,3
Everton v Arsenal,2,2.60,-8,-7,-205,-5,-196,-107,-103,-33,-125,-55,-3,3,0,0,-7,-5,-1,-5,-1,0,5,0,-120,-192,-72,9,-1,0,4,-1,-9,-5,-1
Everton v Aston Villa,1,0.20,6,3,52,0,56,33,27,69,1,-9,4,-4,-3,3,7,4,0,13,3,0,-3,0,98,69,-29,5,0,0,-1,1,2,2,1
Everton v Blackburn,1,2.50,1,-3,-5,-9,8,12,-17,23,-13,-15,-1,1,1,-1,-1,1,1,2,3,0,-1,0,21,14,-7,-1,-1,0,-2,-3,2,-1,1
Everton v Bolton,2,1.00,-1,-2,21,-6,32,19,11,9,3,17,-3,3,1,-1,0,3,0,3,3,0,0,0,4,23,19,0,-2,0,-5,-1,6,4,0
Everton v Chelsea,0,-0.30,-8,-9,-178,-18,-182,-102,-95,-51,-80,-66,-2,2,0,0,-1,-1,0,-11,-1,0,3,0,-104,-170,-66,0,-1,0,1,1,-1,0,1
Everton v Fulham,0,-0.10,1,-2,-28,-1,-17,5,-25,25,-20,-25,-4,4,0,0,0,4,2,4,1,0,2,0,9,-14,-23,-3,1,0,9,7,-8,-2,3
Everton v Liverpool,2,1.30,1,0,-134,-20,-122,-75,-71,-70,-49,-27,3,-3,-4,4,-1,1,0,-6,-1,0,1,0,-82,-114,-32,7,1,1,-5,-2,3,3,0
Everton v Man City,0,0.40,-2,0,-163,-2,-162,-94,-75,-40,-105,-27,-1,1,-1,1,-2,1,0,-2,1,0,0,0,-87,-161,-74,0,-1,0,-1,-2,-5,-1,0
Everton v Man Utd,2,-0.30,2,3,-63,1,-56,-21,-38,3,-44,-17,2,-2,-3,3,0,1,-1,8,1,0,-2,0,-37,-69,-32,-3,1,0,1,0,-3,-1,-1
Everton v Newcastle,0,2.20,4,3,38,0,38,23,29,55,13,-15,2,-2,-1,1,4,4,0,7,0,0,1,0,67,36,-31,-6,1,0,-4,-1,0,3,2
Everton v Norwich,1,1.70,7,7,68,-11,68,39,39,51,26,2,6,-6,2,-2,4,1,-1,7,1,0,1,0,84,84,0,-2,-1,0,-5,0,4,5,-1
Everton v QPR,2,0.10,2,0,-26,-15,-21,4,-13,12,-29,8,0,0,-3,3,2,2,-1,12,4,0,-1,0,-14,-9,5,2,-1,0,0,0,-3,0,-1
Everton v Stoke,2,-1.10,1,-1,154,-10,152,110,55,65,76,28,1,-1,1,-1,2,2,0,12,1,0,1,0,96,141,45,4,0,0,-1,-3,0,-2,-1
Everton v Sunderland,0,1.80,4,3,75,-3,84,57,18,19,39,19,0,0,-2,2,3,1,0,4,1,0,0,0,55,90,35,-5,-1,0,3,4,-6,1,0
Everton v Swansea,0,1.40,9,4,-33,-10,-48,1,-20,65,-18,-65,4,-4,3,-3,5,3,0,11,3,0,2,0,77,-38,-115,-3,-1,0,1,2,1,1,0
Everton v Tottenham,0,-0.70,1,2,-17,0,-22,-10,1,51,-33,-30,-2,2,-3,3,0,-2,1,-2,0,0,1,0,34,-39,-73,-7,0,0,-2,-4,-3,-2,1
Everton v West Brom,0,0.70,3,-1,-17,0,-16,-3,-14,-10,4,-10,1,-1,5,-5,4,3,0,4,1,0,-2,0,-1,-12,-11,5,0,0,7,7,-3,0,-1
Everton v Wigan,0,0.60,9,6,-30,-12,-23,14,-19,59,-6,-59,-1,1,-2,2,10,7,0,11,6,0,-1,0,67,-6,-73,5,0,0,2,-1,-3,-3,0
Everton v Wolverhampton,0,-1.00,3,4,-75,-14,-69,-19,-35,0,-28,-27,4,-4,-1,1,6,3,1,19,3,0,0,0,10,-71,-81,0,0,0,-3,-1,2,2,0
Fulham v Arsenal,0,1.30,-7,-8,-23,5,-24,-24,-5,-32,-12,16,-1,1,3,-3,-5,-3,0,-6,2,0,-2,0,-31,-27,4,-6,0,0,-5,-5,-6,0,-1
Fulham v Aston Villa,1,1.60,2,2,-9,-4,-14,1,-8,-28,7,12,1,-1,1,-1,1,-1,0,-3,-1,0,-2,0,-36,-25,11,-5,0,0,-1,-1,-4,0,0
Fulham v Blackburn,1,2.40,-2,0,4,-7,21,22,-18,-11,23,-7,1,-1,2,-2,0,-1,-1,5,-2,0,1,0,1,11,10,-2,1,0,-5,-1,3,4,0
Fulham v Bolton,0,-0.40,4,3,23,6,21,-4,31,-14,16,25,2,-2,4,-4,6,7,2,3,5,0,5,0,-12,19,31,1,-2,0,-10,-5,6,5,2
Fulham v Chelsea,1,0.30,-2,1,-54,-17,-42,-36,-29,-29,-29,-7,-3,3,5,-5,1,1,0,-3,-2,0,-1,0,-37,-38,-1,7,-2,0,0,2,5,2,-1
Fulham v Everton,2,1.30,4,3,25,1,26,23,13,23,-3,18,3,-3,-2,2,3,-1,-1,5,0,0,0,0,40,20,-20,-1,0,0,-2,1,2,3,-1
Fulham v Liverpool,0,0.70,2,4,-98,-8,-100,-64,-41,-31,-31,-43,-1,1,-3,3,-1,-2,0,-5,0,0,0,0,-31,-106,-75,-6,1,0,6,6,0,0,0
Fulham v Man City,1,2.30,-2,0,-254,-8,-250,-153,-111,-65,-156,-43,-5,5,-1,1,-3,-3,-1,-9,1,0,0,0,-148,-257,-109,8,0,0,3,1,-3,-2,-1
Fulham v Man Utd,2,2.40,-12,-7,-172,-6,-184,-87,-93,-48,-68,-65,-6,6,4,-4,-11,-6,-3,-9,-2,0,0,0,-97,-184,-87,4,0,0,0,-1,-2,-1,-3
Fulham v Newcastle,0,2.20,-8,-4,-73,-19,-73,-39,-43,-52,-24,-7,-5,5,-1,1,-5,-5,-1,-16,-5,0,3,0,-94,-88,6,-12,-1,0,4,0,-3,-4,-1
Fulham v Norwich,0,2.10,1,2,-180,11,-184,-114,-75,-54,-107,-32,-3,3,0,0,-1,1,1,-12,-2,0,2,0,-93,-174,-81,3,-1,0,1,0,0,-1,2
Fulham v QPR,0,0.10,7,2,-40,9,-43,-46,1,-33,-43,30,-3,3,-3,3,3,3,1,-10,0,0,-2,0,-55,-35,20,-2,1,0,-2,1,4,3,3
Fulham v Stoke,0,0.20,-1,0,50,-12,43,36,13,-53,63,38,2,-2,-1,1,-1,1,0,-4,-1,0,-1,0,-34,43,77,7,-2,0,-2,0,3,2,0
Fulham v Sunderland,0,2.10,4,3,74,-12,62,41,30,7,20,47,2,-2,0,0,4,-1,-1,1,-1,0,-1,0,-2,53,55,-7,0,0,-3,-3,3,0,1
Fulham v Swansea,2,3.20,2,1,-21,-12,-26,-18,-5,18,24,-66,3,-3,0,0,-1,-2,-1,-3,0,0,0,0,47,-24,-71,-3,0,0,-5,-2,5,3,-1
Fulham v Tottenham,2,0.30,3,3,-26,-9,-26,-10,-5,40,-40,-16,2,-2,4,-4,1,1,0,12,0,0,0,0,21,-35,-56,-5,0,0,3,0,-5,-3,0
Fulham v West Brom,1,0.60,3,1,187,25,179,104,98,81,91,29,1,-1,0,0,0,-1,0,7,-1,0,-1,0,125,178,53,3,0,0,-7,-2,5,5,0
Fulham v Wigan,0,1.10,1,0,-7,-17,-5,20,-19,4,11,-16,3,-3,-3,3,1,2,0,8,0,0,2,0,9,1,-8,0,0,0,1,2,-4,1,0
Fulham v Wolverhampton,0,2.40,8,4,77,-1,90,34,51,48,26,11,4,-4,1,-1,8,6,2,4,4,0,3,0,81,75,-6,1,0,0,-7,-5,2,2,2
Liverpool v Arsenal,2,0.80,3,3,46,2,42,28,30,73,5,-18,8,-8,1,-1,3,2,-1,18,2,0,3,0,87,43,-44,-6,0,0,-4,1,7,5,-2
Liverpool v Aston Villa,1,2.40,7,2,189,-1,180,132,75,73,91,43,3,-3,1,-1,2,-1,-1,8,1,0,1,0,127,181,54,-12,0,0,-10,-3,9,7,-1
Liverpool v Blackburn,1,3.60,8,2,74,-2,75,56,26,37,34,11,0,0,6,-6,4,2,0,12,5,0,4,0,69,96,27,3,0,0,2,5,2,3,1
Liverpool v Bolton,0,-3.10,4,3,67,-5,67,36,36,20,21,32,1,-1,1,-1,2,0,0,-1,-1,0,2,0,16,61,45,-2,-1,0,3,0,2,-3,1
