_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Arsenal v Man Utd,0,-1.9000000000000021,1,-2,154,-7,157,110,62,56,117,-1,1,-1,-2,2,0,2,0,14,3,0,-1,0,136,162,26,3,-1,0,-10,-8,4,2,0
Arsenal v Newcastle,2,-1.0999999999999979,6,7,24,-15,24,29,1,49,-14,-6,7,-7,-2,2,4,2,-1,6,0,0,1,0,77,24,-53,0,0,0,12,15,-1,3,-1
Arsenal v Stoke,0,-3.299999999999997,2,0,244,-9,238,156,94,87,142,23,1,-1,-1,1,4,3,1,2,1,0,-2,0,185,238,53,-3,-1,0,-5,-2,4,3,1
Arsenal v Sunderland,1,0.5999999999999979,2,3,124,-24,135,69,59,-5,107,25,0,0,-1,1,2,1,0,3,0,0,-2,0,66,137,71,-1,-1,0,-9,-4,4,5,0
Arsenal v Tottenham,2,-2.099999999999998,-2,-1,63,-5,70,33,10,7,39,-1,-4,4,2,-2,-3,-4,2,-7,-4,0,4,0,33,69,36,3,1,0,0,-2,-2,-2,2
Arsenal v West Brom,2,-1.5,9,4,88,-12,74,78,27,50,45,11,2,-2,0,0,7,5,0,13,6,0,-2,0,81,81,0,-6,0,0,5,3,-6,-2,0
Arsenal v West Ham,0,-2.1000000000000014,5,4,123,-14,131,86,38,40,86,-3,2,-2,0,0,5,4,0,5,2,0,-1,0,99,122,23,-6,0,0,3,0,-7,-3,0
Arsenal v Wigan,0,-2.5,13,10,114,-15,123,80,48,67,78,-15,5,-5,2,-2,7,6,1,11,1,0,3,0,159,119,-40,-3,0,0,-7,-4,7,3,1
Arsenal v Wolverhampton,0,-1.2999999999999972,8,4,27,-10,31,31,0,25,35,-28,-1,1,-2,2,7,6,1,4,2,0,-1,0,54,29,-25,-2,-1,0,-1,0,1,1,1
Aston Villa v Arsenal,2,2.3000000000000007,-11,-6,-123,2,-127,-72,-63,-105,-40,8,-6,6,-1,1,-11,-9,-1,-11,-3,0,1,0,-172,-131,41,4,0,0,12,5,-6,-7,-2
Aston Villa v Birmingham,1,-1.8000000000000043,-7,-5,-38,-5,-37,-26,-30,-57,3,-3,-3,3,0,0,-3,-1,0,-12,-5,0,2,0,-73,-31,42,3,-1,0,0,1,-1,1,0
Aston Villa v Blackburn,0,-1.3999999999999986,8,6,59,-3,77,40,31,30,38,3,3,-3,5,-5,6,1,0,7,1,0,1,0,79,63,-16,-6,-2,0,-10,-5,9,5,0
Aston Villa v Blackpool,0,-1.8999999999999986,1,2,-66,-10,-65,-31,-49,-15,-47,-17,-1,1,3,-3,1,1,-1,-6,0,0,-2,0,-36,-73,-37,3,0,0,5,4,1,-1,0
Aston Villa v Bolton,1,-0.10000000000000142,6,3,81,7,83,35,48,-11,64,31,3,-3,-7,7,1,1,-1,2,-4,0,1,0,35,94,59,1,0,0,-13,-8,11,5,0
Aston Villa v Chelsea,1,1.5999999999999979,3,3,-60,3,-46,-32,-26,-16,-60,18,1,-1,-1,1,5,6,0,3,3,0,-1,0,-68,-40,28,9,-1,0,0,-2,-2,-2,0
Aston Villa v Everton,0,0.0,1,1,-164,-3,-155,-100,-73,-48,-103,-22,-3,3,-3,3,1,0,1,-6,-3,0,0,0,-120,-163,-43,8,1,0,9,6,-4,-3,1
Aston Villa v Fulham,1,-1.7000000000000028,-2,1,60,10,34,33,23,-18,61,13,-1,1,-3,3,-2,-1,0,-6,-1,0,2,0,6,33,27,-14,0,0,7,7,3,0,-1
Aston Villa v Liverpool,0,3.3999999999999986,-1,0,39,28,32,19,21,-7,42,8,-1,1,-1,1,2,1,1,1,1,0,-2,0,7,35,28,1,0,0,1,4,2,3,1
Aston Villa v Man City,0,0.10000000000000142,-2,-1,-151,1,-155,-74,-76,-4,-124,-23,-7,7,1,-1,-3,-3,0,-3,0,0,-1,0,-82,-159,-77,7,1,0,12,7,-4,-5,1
Aston Villa v Man Utd,1,-1.8000000000000043,1,3,-64,-5,-79,-27,-31,6,-47,-18,6,-6,-2,2,0,0,0,16,4,0,-4,0,-37,-79,-42,-3,1,0,4,6,-2,2,0
Aston Villa v Newcastle,0,3.1999999999999993,5,1,8,6,5,5,-2,-14,15,2,3,-3,3,-3,3,3,1,0,3,0,-1,0,-4,18,22,7,-1,0,6,8,-1,2,1
Aston Villa v Stoke,1,0.10000000000000142,-1,-2,40,9,41,21,18,11,14,15,-6,6,3,-3,0,-2,0,0,1,0,-1,0,25,53,28,0,0,0,1,7,5,6,0
Aston Villa v Sunderland,2,1.5999999999999979,3,2,27,-4,16,22,5,-7,28,6,-3,3,0,0,2,3,0,2,3,0,0,0,10,23,13,-1,0,0,-7,-2,2,5,0
Aston Villa v Tottenham,2,-0.5,3,1,-66,-10,-77,-21,-36,32,-50,-37,-1,1,-3,3,-1,-4,-1,9,1,0,0,0,24,-89,-113,-1,1,-1,2,-1,-3,-3,-1
Aston Villa v West Brom,0,0.30000000000000426,-2,-2,-32,-3,-32,-20,-29,-30,-22,1,-5,5,1,-1,-2,-1,0,-7,-1,0,2,0,-40,-25,15,9,0,0,15,8,-11,-7,1
Aston Villa v West Ham,0,0.09999999999999432,9,3,28,-3,43,23,27,22,16,11,10,-10,-2,2,7,7,1,24,9,0,-1,0,50,49,-1,7,0,0,3,-1,0,-4,2
Aston Villa v Wigan,1,2.5,-1,1,3,-11,6,20,-18,-2,7,-3,-4,4,3,-3,-1,0,0,1,0,0,0,0,-18,-9,9,-2,1,0,0,-2,0,-2,0
Aston Villa v Wolverhampton,2,0.8000000000000043,2,1,79,-14,79,73,31,39,51,13,4,-4,1,-1,3,4,0,15,4,0,-2,0,59,73,14,0,-1,0,0,-2,-1,-2,-1
Birmingham v Arsenal,2,4.300000000000004,-5,-3,-20,13,-44,-19,7,21,-26,-8,1,-1,1,-1,-6,-3,0,4,-1,0,2,0,-18,-50,-32,-8,1,0,19,16,-9,-3,-1
Birmingham v Aston Villa,1,2.3000000000000043,2,2,60,8,51,11,52,64,-13,11,2,-2,4,-4,2,3,0,-1,-3,0,-1,0,60,42,-18,-14,-1,0,-5,-3,5,2,0
Birmingham v Blackburn,0,2.0,0,3,63,12,57,25,30,12,22,22,-1,1,-1,1,1,-2,0,-2,-1,0,-2,0,16,54,38,-1,0,0,1,-3,-6,-4,0
Birmingham v Blackpool,0,2.3000000000000043,7,2,98,5,103,64,47,37,70,1,2,-2,9,-9,2,0,0,8,2,0,3,0,96,107,11,-1,-1,0,3,0,0,-3,1
Birmingham v Bolton,0,0.5,-1,-3,30,1,29,5,24,14,17,-4,1,-1,4,-4,1,2,1,1,0,0,2,0,18,32,14,5,-1,0,-6,-4,1,2,1
Birmingham v Chelsea,0,2.6999999999999993,-15,-9,-61,9,-59,-59,-19,-30,-50,3,-5,5,-2,2,-14,-10,1,-9,-7,0,0,0,-61,-61,0,2,0,0,7,2,-6,-5,1
Birmingham v Everton,2,2.0,-7,-4,-38,5,-41,-43,-10,-39,-22,8,-2,2,2,-2,-6,-4,0,-10,-6,0,2,0,-77,-44,33,0,0,0,5,3,-5,-2,0
Birmingham v Fulham,2,-1.1000000000000014,-6,-4,83,10,79,61,37,27,52,17,0,0,3,-3,-4,-4,-1,6,-2,0,2,0,52,76,24,-4,0,0,-3,-3,1,0,-1
Birmingham v Liverpool,1,1.0,5,-1,-49,5,-46,-35,-3,21,-54,-4,2,-2,2,-2,7,4,0,6,5,0,1,0,-8,-42,-34,2,1,0,9,8,0,-1,0
Birmingham v Man City,1,2.3999999999999986,0,-1,-93,6,-94,-50,-33,3,-69,-18,-1,1,0,0,1,1,1,4,2,0,-1,0,-17,-84,-67,6,-2,0,2,-1,2,-3,-1
Birmingham v Man Utd,1,1.6000000000000014,1,-1,-55,10,-59,-30,-9,42,-74,-7,2,-2,0,0,-1,2,0,9,5,0,0,0,12,-58,-70,13,0,0,0,-4,-2,-4,0
Birmingham v Newcastle,2,1.5,-2,-1,60,17,61,23,39,21,19,23,-2,2,3,-3,-1,-1,-1,3,-2,0,5,0,36,77,41,4,-1,0,-1,5,5,6,-1
Birmingham v Stoke,0,0.0,-4,-3,59,-4,55,43,28,-15,67,19,-1,1,1,-1,-2,1,0,8,0,0,0,0,12,64,52,5,0,0,-1,1,2,2,0
Birmingham v Sunderland,0,3.4999999999999964,-2,-3,15,14,11,4,-1,-17,-5,26,-3,3,2,-2,-2,0,1,-7,-2,0,3,0,-31,19,50,7,0,0,2,2,-8,0,1
Birmingham v Tottenham,1,1.1000000000000014,-1,-2,-19,5,-26,-12,-5,23,-36,-4,-1,1,-2,2,1,0,0,1,-2,0,-1,0,-38,-45,-7,-6,0,0,16,9,-8,-7,-1
Birmingham v West Brom,2,0.5,3,1,-6,-1,-3,-3,-1,-9,-10,16,3,-3,1,-1,2,0,0,6,1,0,0,0,-40,-7,33,-6,0,0,0,1,-3,1,0
Birmingham v West Ham,1,0.0,-9,-6,72,5,55,34,40,3,62,10,0,0,-4,4,-9,-2,0,-3,-2,0,1,0,9,52,43,-2,0,0,3,-4,-4,-7,0
Birmingham v Wigan,1,3.3000000000000043,2,-3,73,-8,63,50,32,22,36,25,-2,2,5,-5,0,2,0,2,3,0,2,0,15,67,52,-2,-2,0,8,7,-1,-1,0
Birmingham v Wolverhampton,1,2.1999999999999957,-2,-2,-13,5,-21,-17,-5,-19,8,-8,-1,1,3,-3,-1,-2,0,-6,-4,0,-2,0,-30,-26,4,1,0,0,4,4,-3,0,0
Blackburn v Arsenal,2,2.200000000000003,4,3,-132,2,-118,-84,-42,-27,-87,-14,-2,2,0,0,1,3,0,2,2,0,2,0,-79,-137,-58,7,0,0,3,0,-2,-3,0
Blackburn v Aston Villa,0,0.9000000000000021,2,-1,-17,-2,-24,7,-9,54,-34,-22,2,-2,0,0,0,2,0,8,2,0,-1,0,40,-15,-55,11,0,0,-10,-10,7,0,1
Blackburn v Birmingham,1,-0.5,5,2,-42,-8,-45,-21,-27,-9,-27,-12,2,-2,-2,2,4,3,-1,1,2,0,0,0,-9,-38,-29,0,1,0,-8,-2,9,6,0
Blackburn v Blackpool,1,0.29999999999999716,5,3,-27,-15,-25,3,-17,38,-40,-12,0,0,-4,4,3,3,0,4,1,0,-1,0,39,-38,-77,0,1,0,-2,-4,1,-2,-2
Blackburn v Bolton,0,-1.3999999999999986,1,2,-27,-8,-10,-24,7,14,-27,-7,-5,5,-1,1,1,1,0,6,4,0,4,0,10,-25,-35,2,1,0,-5,-4,6,1,1
Blackburn v Chelsea,2,1.2000000000000028,4,3,-189,-6,-186,-114,-61,-13,-136,-30,1,-1,4,-4,2,1,0,5,-1,0,0,0,-80,-185,-105,5,1,0,1,2,1,1,0
Blackburn v Everton,0,-0.6000000000000014,-3,-3,-138,0,-142,-73,-75,-31,-94,-24,-1,1,-3,3,-3,-2,0,-11,-3,0,-2,0,-104,-144,-40,9,1,0,3,1,0,-2,1
Blackburn v Fulham,1,-1.8999999999999986,4,3,-101,6,-103,-63,-42,-3,-84,-16,-1,1,-1,1,-1,1,1,0,1,0,2,0,-46,-103,-57,5,-1,0,8,8,2,0,1
Blackburn v Liverpool,0,-1.3000000000000007,4,0,-131,2,-122,-79,-49,-8,-89,-31,-5,5,-2,2,2,1,2,0,1,0,0,0,-51,-110,-59,9,0,0,3,2,1,-1,2
Blackburn v Man City,2,1.0,-1,-2,-253,-19,-248,-146,-123,-43,-175,-50,-3,3,-5,5,-1,2,0,-13,-4,0,0,0,-124,-244,-120,1,-1,0,-7,-6,9,1,0
Blackburn v Man Utd,1,0.6999999999999957,-1,-2,-272,-21,-255,-178,-117,-95,-166,-36,-3,3,-2,2,-1,0,1,-11,0,0,-1,0,-191,-251,-60,8,2,0,0,-1,-1,-1,1
Blackburn v Newcastle,1,1.2000000000000028,-1,-2,-10,-6,-6,-21,-10,-12,-29,12,-5,5,-1,1,-2,-2,0,-13,-6,0,1,0,-33,-6,27,11,0,0,7,5,-4,-2,0
Blackburn v Stoke,2,-1.8999999999999986,1,-1,42,13,27,20,26,-4,39,12,2,-2,1,-1,3,1,0,4,1,0,-4,0,-15,39,54,-2,-1,0,1,1,2,0,0
Blackburn v Sunderland,1,0.5999999999999943,-3,-1,-8,2,-7,10,-3,7,-16,17,2,-2,-1,1,-3,0,0,8,1,0,4,0,-18,-9,9,4,1,1,4,6,0,2,0
Blackburn v Tottenham,2,-0.3999999999999986,8,6,-75,-10,-79,-38,-28,25,-90,-3,3,-3,1,-1,5,3,-1,10,3,0,0,0,-6,-78,-72,4,1,0,0,2,8,2,-1
Blackburn v West Brom,0,0.29999999999999716,0,-1,-75,0,-69,-40,-31,-14,-52,-3,1,-1,4,-4,-2,0,0,6,1,0,-1,0,-37,-79,-42,1,0,0,11,11,-1,0,-1
Blackburn v West Ham,1,0.5,0,1,38,7,28,28,21,62,-12,1,2,-2,-1,1,-5,-3,0,5,0,0,-2,0,55,27,-28,-3,0,0,3,2,-1,-1,0
Blackburn v Wigan,0,2.3000000000000043,-4,-6,-110,-9,-97,-45,-56,-15,-67,-18,-1,1,2,-2,0,1,0,7,3,0,2,0,-79,-103,-24,4,-1,0,8,1,-5,-7,0
Blackburn v Wolverhampton,0,1.5999999999999979,1,-3,-21,-10,-12,-2,-3,-3,3,-4,5,-5,1,-1,0,2,2,16,5,0,2,0,-14,-22,-8,3,0,0,0,0,-3,0,2
Blackpool v Arsenal,2,1.6999999999999993,-3,-1,-77,13,-84,-44,-25,28,-68,-30,1,-1,1,-1,-3,-2,-2,10,1,0,-2,0,-3,-108,-105,-12,-1,0,5,1,-5,-4,-2
Blackpool v Aston Villa,1,-1.2000000000000028,-1,-3,-51,0,-42,-33,-24,-37,-7,-15,-1,1,0,0,-3,-1,0,-11,0,0,1,0,-40,-42,-2,-6,1,0,-3,-6,-4,-3,0
Blackpool v Birmingham,2,-1.1000000000000014,1,3,63,16,74,50,24,-4,62,18,-3,3,1,-1,0,-1,0,10,1,0,0,0,14,72,58,-5,0,0,3,-1,-4,-4,-1
Blackpool v Blackburn,2,-0.30000000000000426,-1,0,56,8,50,15,36,-2,45,8,0,0,0,0,-3,-2,0,1,-2,0,-1,0,23,56,33,-2,0,0,10,8,-7,-2,1
Blackpool v Bolton,0,-0.3999999999999986,0,0,46,1,59,13,48,14,43,6,3,-3,-1,1,0,-2,0,15,2,0,3,0,40,59,19,-1,0,0,-3,-1,4,2,1
Blackpool v Chelsea,2,-0.6999999999999957,-1,-2,-27,12,-19,-21,-4,-18,-33,26,-3,3,1,-1,-2,-3,-1,2,0,0,-2,0,-52,-30,22,-3,0,0,-2,-1,-1,1,-1
Blackpool v Everton,1,-0.8999999999999986,-9,-4,29,14,16,13,2,-58,40,32,-3,3,-1,1,-8,-6,-1,-9,-4,0,-1,0,-58,28,86,4,2,0,-9,-9,0,0,0
Blackpool v Fulham,1,-3.0,-1,-2,69,25,59,30,39,22,36,10,-1,1,2,-2,-3,-3,-1,1,-2,0,1,0,36,71,35,-1,0,0,4,7,5,3,-1
Blackpool v Liverpool,0,1.3999999999999986,0,-1,-23,17,-25,-26,-7,-43,-11,21,-1,1,1,-1,-3,-2,0,-5,-1,0,-1,0,-60,-24,36,-2,-2,0,-8,-5,1,3,0
Blackpool v Man City,2,-0.20000000000000284,4,-2,99,15,84,35,70,2,66,36,-4,4,3,-3,1,-1,0,-7,-2,0,-1,0,52,94,42,-3,0,0,-5,-1,3,4,0
Blackpool v Man Utd,2,0.19999999999999574,-1,-3,-55,7,-54,-44,-13,-7,-52,0,2,-2,1,-1,-1,0,1,-3,-2,0,-1,0,-42,-60,-18,2,-2,0,0,-4,-2,-4,2
Blackpool v Newcastle,1,1.3999999999999986,4,2,59,9,65,29,45,34,13,29,4,-4,-2,2,2,5,1,15,5,0,2,0,47,71,24,-5,0,0,-4,-4,1,0,0
Blackpool v Stoke,1,-0.7999999999999972,5,2,90,9,88,52,58,34,35,41,0,0,6,-6,1,0,0,3,1,0,-1,0,48,87,39,-4,0,0,2,1,0,-1,0
Blackpool v Sunderland,2,1.0,0,6,34,11,40,14,21,-33,22,44,5,-5,1,-1,-3,-4,-2,5,1,0,-3,0,-30,39,69,3,1,0,4,3,7,-1,-2
Blackpool v Tottenham,0,-0.4000000000000057,-4,-6,-37,13,-43,-30,-10,-41,0,1,-2,2,-1,1,-5,-1,1,0,2,0,-2,0,-63,-31,32,2,1,0,12,8,-4,-4,2
Blackpool v West Brom,0,-0.10000000000000142,5,2,146,20,146,89,56,42,100,3,0,0,1,-1,3,1,0,0,2,0,-1,0,92,143,51,-3,0,-2,4,-1,-3,-5,1
Blackpool v West Ham,2,-0.10000000000000142,-2,-3,30,-7,27,18,1,14,-1,9,2,-2,2,-2,-3,1,0,0,1,0,1,0,24,41,17,-7,0,0,-7,-1,10,6,-2
Blackpool v Wigan,2,1.4000000000000021,0,1,10,7,17,1,16,0,6,14,3,-3,-1,1,0,0,-1,7,1,0,0,0,-2,14,16,1,-1,0,0,0,-3,0,-2
Blackpool v Wolverhampton,0,0.29999999999999716,-1,0,-53,10,-53,-65,-20,-70,-30,14,-4,4,-3,3,0,-4,1,-24,-3,0,0,0,-71,-44,27,2,0,0,1,1,1,0,2
Bolton v Arsenal,0,1.9999999999999964,-4,-3,-137,11,-146,-94,-67,-72,-75,-14,-2,2,0,0,-5,-1,0,-11,2,0,2,0,-139,-148,-9,3,2,0,18,12,-10,-6,1
Bolton v Aston Villa,0,-0.29999999999999716,8,5,34,-1,39,34,10,41,2,1,3,-3,2,-2,3,1,0,9,3,0,-2,0,49,24,-25,0,0,0,2,-1,-4,-3,0
Bolton v Birmingham,1,0.10000000000000142,6,4,15,-10,44,4,14,14,-6,15,5,-5,-1,1,2,0,0,12,1,0,-1,0,23,35,12,2,-2,1,-1,0,0,1,-1
Bolton v Blackburn,0,0.7000000000000028,-2,-1,37,8,23,11,9,-18,14,22,-5,5,1,-1,-1,-3,0,-9,0,0,-1,0,-17,28,45,-3,1,0,-1,1,1,2,0
Bolton v Blackpool,1,1.0999999999999943,7,5,-35,6,-38,-1,-33,34,-49,-19,2,-2,6,-6,1,2,-1,7,2,0,-2,0,41,-47,-88,4,0,0,5,7,4,2,-1
Bolton v Chelsea,2,1.8000000000000043,-1,2,13,10,11,13,6,52,-23,-9,3,-3,-1,1,-1,0,0,11,1,0,2,0,64,-3,-67,2,0,0,11,5,-8,-6,-2
Bolton v Everton,0,0.10000000000000142,0,-1,-13,-1,-25,-19,-4,-14,-3,-4,2,-2,0,0,-1,0,1,1,2,0,-2,0,2,-13,-15,7,1,0,3,4,-1,1,1
Bolton v Fulham,1,-1.1000000000000014,1,3,-15,16,4,0,-11,4,-29,12,0,0,3,-3,-3,-2,0,5,0,0,2,0,-6,-12,-6,5,1,0,3,3,-4,0,0
Bolton v Liverpool,2,1.1999999999999957,2,5,-80,4,-69,-47,-31,24,-81,-22,-2,2,-2,2,-1,-2,0,2,1,0,-1,0,13,-87,-100,4,-1,0,2,4,6,2,0
Bolton v Man City,2,1.2999999999999972,1,1,-145,2,-148,-84,-57,2,-97,-46,1,-1,0,0,0,0,-1,5,0,0,0,0,-29,-155,-126,1,0,0,0,1,1,1,-1
Bolton v Man Utd,1,-0.10000000000000142,-2,1,-100,-12,-97,-61,-50,-38,-69,-5,-2,2,1,-1,-4,-3,1,-12,-2,0,-2,0,-85,-125,-40,5,0,0,7,4,-2,-3,0
Bolton v Newcastle,0,2.0,6,3,-43,2,-40,-28,-23,8,-40,-16,1,-1,0,0,5,3,0,3,4,0,1,0,31,-40,-71,-2,1,0,10,8,-8,-2,2
Bolton v Stoke,0,-0.29999999999999716,1,0,36,1,31,14,17,-38,53,17,-1,1,-2,2,3,2,0,0,0,0,-3,0,-6,47,53,7,-1,0,8,4,-7,-4,1
Bolton v Sunderland,2,3.6999999999999957,3,4,19,4,12,16,-2,17,-12,11,0,0,-2,2,4,3,-1,0,2,0,-1,0,11,11,0,-7,0,0,16,14,-9,-2,-1
Bolton v Tottenham,0,1.3000000000000043,0,-1,-48,3,-62,-31,-22,29,-63,-22,-2,2,-4,4,-2,0,1,-7,-4,0,-1,0,13,-67,-80,2,0,0,3,2,-5,-1,1
Bolton v West Brom,0,1.6000000000000014,0,-1,-13,-14,-19,-4,-17,-6,-21,5,-2,2,-3,3,1,3,1,-7,0,0,-1,0,-35,-14,21,1,1,0,10,6,-4,-4,1
Bolton v West Ham,0,0.0,12,5,-7,-4,-4,6,-8,22,-13,-10,0,0,2,-2,10,6,1,6,10,0,0,0,41,14,-27,5,1,0,-2,1,8,3,2
Bolton v Wigan,1,1.8999999999999986,-2,-2,-29,7,-20,9,-15,27,-40,6,3,-3,-2,2,1,1,0,18,1,0,-1,0,-4,-25,-21,2,0,0,-4,1,4,5,0
Bolton v Wolverhampton,0,0.8000000000000043,3,2,-97,-19,-83,-17,-65,-7,-61,-15,3,-3,-3,3,0,0,0,12,1,0,0,0,-45,-89,-44,0,0,0,0,2,1,2,0
Chelsea v Arsenal,0,1.6999999999999993,2,0,37,17,34,12,24,6,-3,31,3,-3,4,-4,2,3,1,0,4,0,2,0,7,41,34,6,0,0,-5,-4,6,1,1
Chelsea v Aston Villa,1,-1.0,-5,-3,28,-1,30,11,3,-37,22,27,-2,2,-2,2,-4,-1,0,-5,-2,0,0,0,-34,39,73,3,-5,0,-5,-3,-1,2,0
Chelsea v Birmingham,0,0.0,8,-1,-2,-21,-3,31,-25,3,25,-20,0,0,-2,2,4,4,0,9,4,0,1,0,29,4,-25,-1,0,0,-5,-2,5,3,2
Chelsea v Blackburn,0,-0.19999999999999574,7,1,182,0,184,136,73,100,99,11,9,-9,-1,1,9,5,0,28,8,0,-2,0,197,195,-2,-16,0,0,-2,3,4,5,0
Chelsea v Blackpool,0,0.0,10,3,104,-4,118,66,45,32,35,45,2,-2,-2,2,11,8,3,5,4,0,2,0,50,121,71,2,0,0,-6,-1,6,5,2
Chelsea v Bolton,0,-1.3999999999999986,1,0,135,3,129,71,61,43,76,14,1,-1,8,-8,-1,1,0,3,-1,0,1,0,102,151,49,-3,0,0,-10,-3,9,7,0
Chelsea v Everton,1,-1.4000000000000057,7,5,111,-10,114,67,55,41,85,-7,5,-5,2,-2,6,4,0,7,4,0,2,0,104,146,42,6,-2,0,-7,-1,6,6,1
Chelsea v Fulham,0,-2.8999999999999986,6,2,97,-9,103,73,43,85,47,-15,0,0,1,-1,5,4,1,13,1,0,2,0,132,101,-31,-2,0,0,-13,-10,11,3,1
Chelsea v Liverpool,2,0.10000000000000142,2,0,25,-6,26,19,7,-2,47,-20,0,0,-1,1,2,2,0,-5,2,0,1,0,48,34,-14,-4,1,0,-4,-3,4,1,0
Chelsea v Man City,0,2.6000000000000014,6,3,105,13,106,76,39,35,48,28,0,0,-4,4,4,0,0,4,1,0,2,0,54,108,54,-7,-1,0,-2,0,2,2,0
Chelsea v Man Utd,0,-0.5,5,4,-78,-20,-67,-46,-30,-29,-22,-24,3,-3,-4,4,3,1,0,4,1,0,-1,0,-24,-77,-53,2,0,0,5,4,-6,-1,-1
Chelsea v Newcastle,1,3.1000000000000014,1,1,139,-6,145,71,65,8,95,34,1,-1,-7,7,5,1,1,0,1,0,-1,0,73,142,69,-4,2,0,-4,-1,4,3,0
Chelsea v Stoke,0,-0.8000000000000043,6,3,241,7,234,153,92,48,151,48,5,-5,5,-5,3,1,1,9,2,0,-1,0,168,255,87,0,-2,0,0,-1,-1,-1,1
Chelsea v Sunderland,2,-0.1999999999999993,-4,-2,69,6,70,43,28,11,37,24,2,-2,7,-7,-1,-1,0,2,1,0,0,0,40,73,33,0,0,0,-5,-3,3,2,-1
Chelsea v Tottenham,0,1.2000000000000028,4,4,98,-14,102,72,46,63,52,5,6,-6,0,0,3,5,0,14,6,0,0,0,122,89,-33,-8,1,0,-5,-3,6,2,0
Chelsea v West Brom,0,2.200000000000003,3,1,88,3,86,61,33,21,75,0,0,0,2,-2,-1,-1,0,-1,-1,0,1,0,57,89,32,-2,0,0,-3,-2,5,1,2
Chelsea v West Ham,0,0.8000000000000043,2,-2,215,-6,225,134,70,52,141,12,-3,3,1,-1,2,2,1,-4,-2,0,3,0,172,219,47,3,0,0,-6,-5,5,1,1
Chelsea v Wigan,0,2.1000000000000014,6,3,4,-6,8,13,-7,20,-4,-8,0,0,0,0,4,2,0,7,-2,0,-2,0,35,1,-34,-5,-1,0,-2,0,0,2,0
