_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Bari v Parma,2,-2.700000000000003,5,6,-63,2,-69,-42,-25,-25,-56,16,-1,1,0,0,4,-1,-1,-6,-2,0,0,0,-33,-83,-50,12,-2,0,-1,0,-1,1,-1
Bari v Roma,2,-3.3999999999999986,-3,-4,30,4,23,4,25,-6,32,2,-1,1,0,0,-2,0,1,1,6,0,1,0,9,37,28,3,0,0,9,5,-6,-4,1
Bari v Sampdoria,2,1.3000000000000007,1,-1,16,-1,30,2,22,3,-4,25,1,-1,-6,6,1,0,0,1,1,0,-1,0,-30,24,54,10,0,0,9,4,-7,-5,0
Bari v Udinese,2,1.2000000000000028,0,0,123,8,119,82,53,46,67,21,-1,1,1,-1,0,-2,0,7,-2,0,0,0,111,108,-3,-2,1,0,-10,-10,3,0,-1
Bologna v AC Milan,2,-3.700000000000003,-7,-2,-121,-2,-131,-73,-50,-8,-84,-30,-1,1,1,-1,-6,-5,-2,2,0,0,0,0,-41,-140,-99,0,0,0,-8,-4,4,4,-2
Bologna v Bari,2,0.0,0,1,-33,-6,-35,-23,-8,32,-53,-11,-1,1,-4,4,0,1,-1,-2,1,0,-1,0,16,-26,-42,2,-1,0,5,4,-1,-1,-1
Bologna v Brescia,0,-1.3999999999999986,-3,-2,35,-14,16,39,-5,21,8,4,-1,1,-4,4,-4,-4,0,-4,0,0,0,0,19,20,1,2,1,0,6,4,-4,-2,0
Bologna v Cagliari,1,1.5000000000000036,2,1,4,-3,-5,1,-5,11,-17,2,-2,2,0,0,-2,-1,0,-7,-2,0,1,0,14,-7,-21,1,0,0,0,2,3,2,1
Bologna v Catania,0,1.3000000000000043,2,2,34,-9,40,16,22,-8,43,3,3,-3,8,-8,-2,-1,1,6,1,0,0,0,37,42,5,-5,-2,0,2,5,4,3,1
Bologna v Cesena,2,-2.1000000000000014,6,1,76,1,63,37,35,10,43,22,0,0,6,-6,5,5,0,5,4,0,2,0,44,77,33,-8,-1,0,3,7,1,4,0
Bologna v Chievo,0,-3.200000000000003,4,3,46,-4,51,17,19,33,13,-10,0,0,8,-8,1,-1,0,-3,0,0,1,0,48,54,6,1,-1,0,0,4,5,4,1
Bologna v Fiorentina,1,-0.19999999999999574,0,0,-8,11,-5,-25,11,-6,14,-23,0,0,2,-2,-1,-2,1,-6,-1,0,0,0,-5,11,16,11,0,0,-13,-7,7,6,1
Bologna v Genoa,1,-1.3999999999999986,-4,-1,72,6,65,47,27,-18,55,36,-2,2,4,-4,-5,-3,0,-5,-2,0,-1,0,2,63,61,0,0,0,-11,-6,5,5,0
Bologna v Inter,1,-3.6000000000000014,-3,-3,-113,-2,-118,-58,-54,-36,-49,-28,-1,1,1,-1,-1,-1,0,0,4,0,0,0,-81,-105,-24,1,0,0,-3,-2,4,1,0
Bologna v Juventus,1,-1.5,-8,-3,2,23,-9,-6,5,-26,0,23,-2,2,-4,4,-3,-4,0,-11,-6,0,1,0,-55,-23,32,-4,0,0,-2,-8,-6,-6,0
Bologna v Lazio,0,-0.7999999999999972,5,1,8,5,19,0,26,55,-43,18,4,-4,-4,4,4,1,0,15,5,0,-2,0,49,27,-22,2,-1,0,-12,-9,7,3,1
Bologna v Lecce,0,-0.8999999999999986,6,2,30,-10,39,27,11,27,0,10,1,-1,3,-3,1,3,0,9,0,0,2,0,19,43,24,-5,0,0,2,2,1,0,0
Bologna v Napoli,2,-1.2000000000000028,-3,-1,-15,-11,-18,-15,-11,-12,-22,7,-7,7,2,-2,-1,1,0,-17,-1,0,0,0,-37,-16,21,-2,-1,0,0,1,1,1,-2
Bologna v Palermo,0,3.1000000000000014,0,-3,3,-2,13,6,6,40,-15,-12,0,0,5,-5,-3,-2,0,15,0,0,-1,0,54,19,-35,8,-3,0,-15,-12,3,3,0
Bologna v Parma,1,-2.8000000000000043,0,0,-43,-4,-37,-46,-8,-19,-29,-3,-1,1,1,-1,0,0,0,-5,-1,0,-1,0,-29,-41,-12,4,-1,0,-2,-3,-1,-1,0
Bologna v Roma,2,-3.4999999999999964,-2,0,51,-14,37,43,21,39,11,13,2,-2,-5,5,0,-1,0,8,2,0,-3,0,43,35,-8,2,-1,0,-1,-1,0,0,-1
Bologna v Sampdoria,1,0.7000000000000028,2,1,20,-10,19,11,10,3,20,-1,-1,1,1,-1,2,1,0,-2,1,0,1,0,21,14,-7,-5,2,0,-2,-2,-1,0,1
Bologna v Udinese,0,0.19999999999999574,-2,-5,41,-2,39,40,10,11,17,20,1,-1,8,-8,-4,0,0,8,2,0,4,0,-1,57,58,7,0,0,-5,-2,3,3,0
Brescia v AC Milan,2,-1.1999999999999957,-10,-6,-87,-10,-88,-45,-38,-11,-39,-30,-1,1,-3,3,-10,-6,0,8,-3,0,-2,0,-46,-92,-46,9,1,0,9,6,-5,-3,0
Brescia v Bari,0,-0.5,-6,-2,-53,-21,-49,-27,-20,16,8,-71,-1,1,-7,7,-3,-1,0,2,1,0,-1,0,37,-54,-91,0,1,0,-3,-2,4,1,1
Brescia v Bologna,0,1.0,8,6,-25,7,-24,-19,11,70,-65,-15,7,-7,-1,1,7,6,2,15,5,0,0,0,72,-26,-98,6,0,0,0,2,4,2,1
Brescia v Cagliari,2,3.799999999999997,4,0,-37,6,-24,-31,-15,-4,-34,-7,5,-5,2,-2,0,2,0,4,2,0,0,0,5,-9,-14,3,-1,0,-9,-2,5,7,1
Brescia v Catania,2,-0.30000000000000426,-2,1,74,10,78,41,38,66,6,6,3,-3,-2,2,-3,-1,-1,8,-2,0,0,0,80,74,-6,4,0,0,3,4,3,1,-1
Brescia v Cesena,2,1.6999999999999957,-2,1,-36,-5,-31,-17,-12,2,-22,-7,2,-2,-2,2,3,1,0,8,4,0,1,0,12,-29,-41,7,-1,0,3,3,-1,0,-2
Brescia v Chievo,2,-0.7000000000000028,1,2,43,3,35,22,13,-12,29,18,1,-1,2,-2,-2,-2,-1,-11,-5,0,4,0,28,23,-5,-5,0,0,-8,-4,3,4,-1
Brescia v Fiorentina,1,0.3000000000000007,1,0,-31,9,-28,-24,-4,7,-35,-3,-1,1,-4,4,3,1,0,7,5,0,2,0,3,-22,-25,7,0,0,3,3,-2,0,0
Brescia v Genoa,1,-0.10000000000000142,5,6,23,6,17,15,14,12,16,2,-1,1,-8,8,2,3,0,9,3,0,1,0,14,2,-12,-2,1,0,1,1,-6,0,0
Brescia v Inter,1,-0.5,1,-1,-150,-10,-145,-71,-72,-22,-109,-13,-2,2,-4,4,2,3,-1,8,4,0,2,0,-98,-146,-48,0,3,0,5,1,-8,-4,-1
Brescia v Juventus,1,1.3000000000000043,4,1,-4,1,-14,9,-6,-1,-12,11,2,-2,2,-2,4,6,0,-5,0,0,-2,0,-22,-15,7,0,-1,0,-4,-3,0,1,0
Brescia v Lazio,2,-0.09999999999999432,-2,-2,-48,-11,-26,-34,-12,-14,-15,-18,-2,2,5,-5,-1,0,-1,-4,0,0,2,0,-39,-38,1,2,1,0,-9,-9,3,0,-1
Brescia v Lecce,1,0.19999999999999574,4,1,45,-7,55,47,17,40,25,-1,5,-5,-3,3,1,2,1,17,5,0,1,0,74,65,-9,1,0,0,-7,-7,0,0,1
Brescia v Napoli,2,0.0,-4,-3,-124,9,-126,-76,-51,-43,-80,-5,1,-1,1,-1,-3,0,0,-1,2,0,1,0,-113,-128,-15,2,-1,0,-4,-2,1,2,0
Brescia v Palermo,0,4.800000000000001,5,2,-110,16,-113,-70,-44,-35,-59,-20,0,0,-1,1,4,0,0,-1,0,0,-2,0,-86,-94,-8,0,1,0,4,3,-1,-1,2
Brescia v Parma,0,-0.6999999999999957,11,5,-28,-12,-23,-12,3,35,-15,-30,3,-3,6,-6,3,2,0,13,4,0,1,0,51,-18,-69,1,-1,-1,7,7,-5,0,1
Brescia v Roma,0,0.30000000000000426,-5,-4,-89,-1,-92,-49,-52,-57,-57,14,-3,3,1,-1,-3,2,1,-8,-1,0,0,0,-121,-72,49,2,-3,0,8,6,-7,-2,1
Brescia v Sampdoria,0,3.8000000000000043,-7,-2,-66,9,-64,-49,-19,-9,-30,-29,-3,3,-4,4,-6,-4,0,-4,-3,0,0,0,-20,-80,-60,-1,2,0,-2,-4,2,-2,1
Brescia v Udinese,2,3.6000000000000014,5,3,2,1,9,1,17,41,-10,-14,1,-1,6,-6,2,3,0,15,3,0,-2,0,53,13,-40,0,1,0,-14,-8,6,6,0
Cagliari v AC Milan,2,-1.3999999999999986,3,2,-132,-29,-111,-68,-71,-41,-80,-19,0,0,-3,3,2,0,0,1,1,0,1,0,-65,-99,-34,14,0,0,-9,-10,-1,-1,0
Cagliari v Bari,0,-0.8999999999999986,-1,-3,-74,-13,-73,-42,-40,4,-42,-41,-2,2,1,-1,1,1,1,-2,0,0,-4,0,-25,-58,-33,0,-2,0,2,5,0,3,1
Cagliari v Bologna,0,-0.7999999999999972,6,3,95,-7,94,58,45,31,85,-14,2,-2,4,-4,6,4,0,8,3,0,4,0,91,104,13,-1,-3,0,-1,0,4,1,0
Cagliari v Brescia,1,-2.3999999999999986,4,2,31,-6,21,18,16,-3,15,22,-1,1,2,-2,2,3,1,1,1,0,0,0,-11,34,45,-3,1,0,-9,-3,8,6,1
Cagliari v Catania,0,-1.3999999999999986,2,0,-10,9,-4,1,-4,12,1,-17,1,-1,0,0,2,1,1,6,1,0,4,0,25,-4,-29,2,1,0,2,2,1,0,2
Cagliari v Cesena,2,-3.799999999999997,11,4,130,4,127,87,61,69,64,13,5,-5,1,-1,7,3,0,23,5,0,0,0,121,144,23,-2,0,0,-2,4,2,6,0
Cagliari v Chievo,0,-3.299999999999997,3,-1,16,-1,9,8,4,-29,35,6,2,-2,5,-5,4,4,2,-5,-3,0,0,0,-39,19,58,8,-1,0,4,4,-2,0,3
Cagliari v Fiorentina,2,-1.7999999999999972,2,3,-67,-12,-74,-34,-37,13,-47,-36,-2,2,1,-1,1,2,0,-1,0,0,0,0,-22,-74,-52,5,-2,0,2,3,2,1,-1
Cagliari v Genoa,2,-1.9000000000000057,-1,-1,-53,-9,-56,-16,-30,4,-28,-23,2,-2,4,-4,0,5,0,9,7,0,0,0,-30,-58,-28,2,0,0,0,-5,-4,-5,0
Cagliari v Inter,2,-1.2000000000000028,-6,-3,-41,-3,-54,-23,-26,-19,-23,-5,-4,4,4,-4,-3,-2,0,0,-2,0,0,0,-59,-59,0,-1,1,0,16,13,-7,-3,-1
Cagliari v Juventus,2,-2.8000000000000043,0,-2,-47,-9,-53,-16,-36,17,-63,-8,-2,2,6,-6,-4,-2,0,1,-3,0,-1,0,-19,-60,-41,-5,0,0,9,7,-5,-2,-1
Cagliari v Lazio,0,-2.299999999999997,-1,1,-101,6,-101,-51,-62,-30,-67,-17,-4,4,3,-3,1,1,0,-7,-2,0,0,0,-60,-89,-29,6,1,0,7,7,-6,0,-1
Cagliari v Lecce,0,-1.3999999999999986,1,-2,4,6,11,-10,15,5,-4,2,-3,3,-3,3,3,2,2,0,0,0,4,0,-31,18,49,2,0,0,-7,-4,5,3,3
Cagliari v Napoli,2,-0.8999999999999986,-1,1,-126,-15,-126,-87,-41,-68,-52,-8,-2,2,-2,2,-2,0,0,-2,-2,0,0,0,-130,-130,0,-4,1,0,8,9,2,1,0
Cagliari v Palermo,0,1.3000000000000007,0,1,-67,13,-56,-42,-22,0,-36,-28,-3,3,-4,4,1,0,0,3,-1,0,-2,0,-32,-47,-15,7,-1,0,-3,-2,2,1,1
Cagliari v Parma,1,-1.9999999999999964,4,2,66,-3,65,38,23,10,40,12,0,0,-3,3,2,0,-1,3,3,0,-2,0,37,59,22,-2,0,0,-2,-4,-1,-2,-1
Cagliari v Roma,0,-3.4000000000000057,-5,-3,25,3,21,9,21,40,-16,9,-1,1,-5,5,-6,-4,0,4,1,0,1,0,18,20,2,2,0,-1,8,4,-6,-4,2
Cagliari v Sampdoria,1,0.40000000000000213,0,0,39,-15,47,26,21,7,32,10,1,-1,-4,4,0,-2,0,4,-1,0,1,0,25,48,23,1,0,0,2,4,5,2,0
Cagliari v Udinese,2,-1.4000000000000021,0,-1,45,5,37,8,38,7,42,-1,-4,4,-2,2,0,1,-1,2,0,0,-3,0,21,42,21,4,3,0,5,1,-2,-4,-2
Catania v AC Milan,2,-2.0999999999999943,-1,-2,-81,-14,-88,-53,-27,-5,-55,-18,-1,1,1,-1,-2,-2,0,0,-2,0,-1,0,-51,-92,-41,-3,-2,0,-7,-3,4,4,0
Catania v Bari,0,2.299999999999997,0,3,10,6,5,18,11,82,-14,-35,5,-5,5,-5,-1,3,0,17,3,0,-1,0,72,-11,-83,-1,-2,0,4,-2,0,-6,0
Catania v Bologna,1,1.5999999999999943,3,2,-48,-3,-40,-12,-25,47,-57,-27,5,-5,10,-10,3,2,0,9,4,0,0,0,56,-42,-98,4,-3,0,-4,-7,-1,-3,-1
Catania v Brescia,0,-2.0,-2,0,-37,-14,-34,-19,-22,23,-49,-7,1,-1,5,-5,-2,0,0,1,0,0,-2,0,-16,-32,-16,3,-3,0,-7,-5,5,2,1
Catania v Cagliari,0,1.6000000000000014,2,2,-16,-27,-7,9,-18,-11,-15,18,1,-1,6,-6,1,2,0,10,5,0,2,0,-5,-14,-9,-5,0,0,5,0,-8,-5,0
Catania v Cesena,0,0.3999999999999986,8,4,65,-10,73,32,27,-19,52,30,3,-3,4,-4,6,4,1,5,4,0,0,0,-12,87,99,2,-1,0,2,6,4,4,1
Catania v Chievo,1,-2.5,2,0,-47,-11,-48,-26,-33,-58,-2,3,-3,3,2,-2,1,-1,0,-15,-2,0,0,0,-81,-39,42,0,-1,0,-9,-8,6,1,1
Catania v Fiorentina,1,-0.6000000000000014,1,0,-82,-19,-78,-23,-56,-21,-70,10,3,-3,2,-2,1,3,0,2,1,0,-1,0,-71,-78,-7,-2,0,0,3,0,-4,-3,0
Catania v Genoa,0,-0.5999999999999943,2,0,32,-9,32,15,8,-9,26,10,-4,4,-2,2,2,-1,0,-8,-3,0,0,0,-10,15,25,-5,-1,0,0,-2,0,-2,-1
Catania v Inter,2,-3.3999999999999986,1,0,-202,-13,-197,-107,-94,-23,-157,-22,2,-2,-3,3,1,-2,0,-3,-2,0,-2,0,-100,-206,-106,0,0,0,-1,-4,-7,-3,0
Catania v Juventus,2,-0.7999999999999972,0,0,-22,-10,-20,-14,0,27,-20,-16,2,-2,2,-2,-3,-3,-2,9,-1,0,-2,0,26,-19,-45,-4,0,0,-12,-6,9,6,-1
Catania v Lazio,2,-0.6000000000000014,-6,-4,-84,3,-90,-47,-44,-24,-57,-8,-4,4,1,-1,-5,-3,-1,-10,-5,0,0,0,-45,-102,-57,1,-3,0,9,4,-8,-5,-1
Catania v Lecce,0,-0.6999999999999957,4,2,103,-5,100,78,44,32,64,27,5,-5,0,0,3,3,1,15,6,0,3,0,47,93,46,-4,-2,0,-2,-7,-6,-5,1
Catania v Napoli,1,-0.19999999999999574,4,3,-18,0,-9,12,-22,7,-33,16,2,-2,11,-11,2,2,-1,9,2,0,0,0,4,-21,-25,1,-1,0,-6,-6,6,0,-1
Catania v Palermo,0,2.1000000000000014,0,3,8,8,4,11,18,41,-14,3,7,-7,5,-5,-1,0,0,16,2,0,1,0,40,7,-33,-9,0,0,3,7,2,4,0
Catania v Parma,0,-0.10000000000000142,-3,-1,-102,-3,-112,-61,-48,-44,-60,-10,-4,4,4,-4,-5,-5,0,-15,-6,0,-3,0,-100,-112,-12,3,-4,0,12,9,-11,-3,1
Catania v Roma,0,-1.0,8,4,12,0,13,19,-1,23,-16,8,1,-1,3,-3,4,3,-1,5,2,0,1,0,45,14,-31,0,-1,0,2,1,1,-1,-1
Catania v Sampdoria,0,1.2000000000000028,3,1,57,-5,52,36,21,27,35,-3,4,-4,-1,1,3,2,0,6,3,0,2,0,69,75,6,2,-2,0,-6,0,2,6,0
Catania v Udinese,0,1.1000000000000014,2,-1,-21,-12,-23,-22,-3,3,-36,8,0,0,2,-2,2,-2,0,-2,-3,0,-1,0,-15,-26,-11,-1,0,0,-2,-4,0,-2,0
Cesena v AC Milan,0,-1.1000000000000014,-3,-3,-216,-17,-204,-127,-98,-74,-118,-35,-5,5,-1,1,-3,-2,2,-8,-3,0,-1,0,-127,-205,-78,-2,-1,0,1,2,0,1,2
Cesena v Bari,0,1.1000000000000014,4,0,-26,0,-23,-8,-3,13,-22,-5,1,-1,5,-5,1,2,0,10,1,0,2,0,23,-19,-42,3,1,0,-1,1,5,2,0
Cesena v Bologna,2,0.5999999999999943,0,2,46,22,45,43,13,25,13,17,1,-1,0,0,-2,0,0,4,-2,0,-1,0,14,33,19,-8,0,0,5,6,4,1,-1
Cesena v Brescia,0,2.8999999999999986,7,6,-40,-21,-35,-22,-9,45,-48,-25,2,-2,-2,2,6,4,0,5,2,0,1,0,20,-40,-60,4,0,0,3,-1,-2,-4,0
Cesena v Cagliari,0,1.7999999999999972,-3,-1,-55,6,-50,-31,-34,-20,-36,-11,-1,1,-3,3,1,1,1,-10,-1,0,1,0,-22,-55,-33,5,0,0,-4,-1,0,3,1
Cesena v Catania,1,3.0,1,0,56,16,58,23,38,27,13,20,2,-2,-1,1,1,0,0,4,0,0,0,0,22,66,44,4,-1,0,15,13,-8,-2,0
Cesena v Chievo,0,-0.09999999999999432,7,3,-35,-9,-27,-21,-3,-7,2,-20,1,-1,-6,6,5,3,0,2,3,0,1,0,2,-47,-49,-9,1,0,-2,-1,2,1,0
Cesena v Fiorentina,1,1.2999999999999972,3,-1,6,13,0,-7,9,16,1,-16,-2,2,-2,2,0,0,-1,-5,-5,0,0,0,19,19,0,2,-1,0,2,3,1,1,0
Cesena v Genoa,1,1.1999999999999957,3,0,-22,-1,-45,3,-5,40,-21,-21,2,-2,-2,2,2,2,0,11,1,0,-1,0,30,-46,-76,1,0,0,4,6,-1,2,0
Cesena v Inter,2,-0.10000000000000142,1,1,-184,-18,-179,-109,-77,-51,-116,-18,3,-3,-1,1,-2,0,0,-1,2,0,-1,0,-121,-170,-49,4,1,0,-7,-5,9,2,0
Cesena v Juventus,1,2.8000000000000043,-5,1,0,11,-4,-3,-1,17,-24,5,-2,2,2,-2,-5,-4,-1,-5,-1,0,-1,0,-21,-21,0,-5,0,0,5,3,-5,-2,-1
Cesena v Lazio,0,-0.20000000000000284,5,1,-65,6,-64,-30,-36,0,-46,-17,5,-5,0,0,0,1,0,8,0,0,2,0,-14,-59,-45,4,0,0,10,7,-9,-3,0
Cesena v Lecce,0,-1.0,-1,-2,16,-11,27,6,4,-18,24,5,0,0,3,-3,1,1,0,0,-2,0,-2,0,-6,24,30,4,1,0,-6,-5,1,1,0
Cesena v Napoli,2,0.09999999999999432,-5,-6,-114,4,-109,-80,-56,-65,-61,-9,-6,6,8,-8,1,1,0,-14,2,0,0,0,-99,-89,10,9,0,0,3,5,-6,2,0
Cesena v Palermo,2,3.1999999999999993,-6,-4,-81,3,-72,-42,-23,10,-54,-22,-1,1,-8,8,-4,-2,0,5,-2,0,2,0,-50,-69,-19,7,2,0,-11,-7,3,4,0
Cesena v Parma,1,0.10000000000000142,1,1,-185,-10,-184,-100,-95,-34,-105,-56,-2,2,-1,1,0,-1,1,-8,-1,0,-2,0,-87,-196,-109,5,0,0,4,3,-6,-1,0
Cesena v Roma,2,0.0,-5,-2,-102,3,-96,-62,-36,-35,-41,-26,2,-2,-2,2,-3,-3,0,3,2,0,1,0,-83,-104,-21,-8,0,0,2,1,-5,-1,0
Cesena v Sampdoria,2,2.1999999999999993,0,3,73,8,73,41,21,18,45,1,4,-4,1,-1,0,-1,0,2,0,0,1,0,73,83,10,6,1,0,-1,1,0,2,0
Cesena v Udinese,2,3.5,6,3,-14,-2,-10,1,-4,29,-3,-27,2,-2,1,-1,4,1,0,6,2,0,-2,0,35,-24,-59,-2,2,0,6,4,-3,-2,-1
