_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Atalanta v Udinese,0,2.1999999999999993,3,5,23,-13,22,53,13,96,-24,-7,7,-7,2,-2,1,2,0,27,10,0,1,0,91,30,-61,-2,0,0,-5,-5,6,0,1
Atalanta v Verona,2,-1.1000000000000014,-4,-2,40,6,27,30,13,0,25,20,-1,1,-7,7,-2,-1,0,0,0,0,0,0,-16,32,48,-2,2,0,0,0,-2,0,0
Bologna v AC Milan,1,0.5999999999999979,2,1,-139,1,-129,-74,-74,-27,-77,-44,-4,4,-4,4,0,-2,-1,-4,-1,0,-3,0,-74,-133,-59,12,1,0,-2,-4,-1,-2,0
Bologna v Atalanta,2,-0.40000000000000213,7,8,22,-4,26,14,12,25,6,-5,5,-5,-4,4,5,3,0,9,1,0,0,0,69,12,-57,7,0,0,-8,-7,0,1,-2
Bologna v Cagliari,0,1.8000000000000007,1,5,-30,-1,-16,11,-23,36,-10,-38,3,-3,1,-1,2,0,0,18,2,0,1,0,45,-42,-87,-2,-1,0,4,-1,-5,-5,0
Bologna v Catania,2,1.8000000000000007,7,2,49,-5,43,41,25,32,40,-4,3,-3,6,-6,6,5,0,20,9,0,2,0,89,40,-49,-7,1,0,8,3,-3,-5,-1
Bologna v Chievo,1,-1.5999999999999979,2,1,-7,-5,2,2,-8,-25,-4,22,1,-1,3,-3,2,1,0,3,1,0,-1,0,-27,13,40,-3,1,0,8,11,5,3,0
Bologna v Fiorentina,2,0.5,2,1,-188,-26,-183,-86,-97,-28,-112,-44,-3,3,0,0,0,-2,-1,2,-2,0,1,0,-76,-186,-110,1,-1,0,1,0,-2,-1,-2
Bologna v Genoa,0,1.3999999999999986,12,6,57,-13,74,50,27,65,24,-10,2,-2,2,-2,9,5,0,15,3,0,0,0,109,77,-32,3,-1,0,-5,-3,7,2,0
Bologna v Inter,1,0.8999999999999986,-5,0,-76,16,-75,-57,-36,-56,-34,-4,-6,6,-4,4,-2,0,1,-18,-2,0,0,0,-90,-77,13,10,2,0,6,-1,-6,-7,1
Bologna v Juventus,2,-0.6000000000000014,-3,-1,-57,-22,-46,-33,-15,-21,-4,-24,3,-3,0,0,-4,-3,-1,10,1,0,-1,0,-21,-51,-30,5,-2,0,-2,-4,0,-2,-1
Bologna v Lazio,1,1.5999999999999979,4,3,-48,-18,-41,-21,-30,-34,-3,-14,-3,3,0,0,4,1,0,-6,-1,0,0,0,-49,-46,3,2,1,0,-2,-2,-2,0,0
Bologna v Livorno,0,2.1999999999999993,1,0,-24,3,-24,-15,0,16,-18,-13,1,-1,-7,7,2,0,0,11,2,0,-2,0,4,-28,-32,2,1,0,7,6,-4,-1,1
Bologna v Napoli,1,1.0,1,-1,-84,-11,-80,-42,-45,-18,-70,2,-1,1,-2,2,3,2,1,3,4,0,2,0,-62,-66,-4,-1,0,0,9,7,-8,-2,1
Bologna v Parma,1,0.6000000000000014,3,1,-80,-13,-80,-45,-41,-15,-55,-15,-3,3,5,-5,3,2,1,-5,1,0,0,0,-32,-82,-50,2,0,0,1,0,0,-1,1
Bologna v Roma,2,2.1000000000000014,-3,0,-196,-17,-198,-99,-94,-36,-136,-23,0,0,3,-3,-1,-1,-1,0,-2,0,-1,0,-105,-199,-94,2,-2,0,2,5,-1,3,-1
Bologna v Sampdoria,1,2.8999999999999986,1,2,-32,-16,-23,-1,-19,19,-25,-14,3,-3,-3,3,0,0,0,5,1,0,3,0,3,-25,-28,-3,-2,0,2,1,-2,-1,0
Bologna v Sassuolo,1,-0.6999999999999993,-6,-5,-25,-7,-14,-21,2,12,-26,-5,-2,2,-4,4,-4,-3,0,-6,-3,0,0,0,-7,-32,-25,-5,-1,0,2,0,0,-2,0
Bologna v Torino,2,0.6000000000000014,1,0,-23,-8,-17,-2,-20,23,3,-49,-3,3,-2,2,4,4,0,7,3,0,-3,0,58,-8,-66,6,1,0,-1,3,3,4,-1
Bologna v Udinese,2,2.900000000000002,6,2,41,-9,38,26,19,24,5,17,-1,1,7,-7,6,4,0,3,2,0,1,0,40,49,9,1,-1,0,8,7,-11,-1,-1
Bologna v Verona,2,-0.5,4,3,-72,-10,-64,-37,-31,24,-59,-34,-4,4,-3,3,4,-1,0,2,-2,0,1,0,0,-70,-70,-3,2,0,8,5,-6,-3,-2
Cagliari v AC Milan,2,-0.8000000000000007,-5,-4,-34,-16,-49,-24,-4,-2,-33,8,-1,1,1,-1,-3,1,1,2,3,0,3,0,-30,-39,-9,-2,0,0,-4,0,0,4,1
Cagliari v Atalanta,0,0.1999999999999993,10,8,99,3,91,69,46,55,48,16,6,-6,-1,1,3,-2,0,8,0,0,0,0,107,85,-22,-5,-2,0,-10,-6,10,4,0
Cagliari v Bologna,2,0.8000000000000007,-3,0,87,9,87,65,33,-1,89,12,1,-1,8,-8,-4,-3,0,5,2,0,1,0,24,81,57,-7,0,0,7,7,-3,0,-1
Cagliari v Catania,0,0.3000000000000007,4,2,92,4,94,52,48,39,55,6,3,-3,1,-1,0,0,-1,7,2,0,0,0,88,90,2,-1,0,-1,0,-2,-6,-2,0
Cagliari v Chievo,2,-3.8000000000000007,2,1,80,12,84,38,46,10,37,37,5,-5,3,-3,2,2,0,7,5,0,-1,0,19,94,75,-2,0,0,-3,1,5,4,0
Cagliari v Fiorentina,0,-1.1999999999999993,2,2,-98,-14,-99,-38,-59,-11,-46,-40,-1,1,1,-1,-2,-1,0,2,-1,0,-1,0,-31,-115,-84,3,1,0,6,3,-7,-3,1
Cagliari v Genoa,0,0.5,5,2,97,-5,89,53,46,40,72,-11,-1,1,-2,2,3,1,-1,3,4,0,-3,0,108,86,-22,-4,1,0,2,0,-4,-2,-1
Cagliari v Inter,1,0.1999999999999993,-1,-1,-11,12,-7,3,-18,-4,-29,16,-2,2,-2,2,1,2,0,-1,-2,0,-1,0,-5,-13,-8,1,2,0,10,0,-12,-10,0
Cagliari v Juventus,2,-2.3000000000000043,0,2,-112,-7,-117,-82,-39,-53,-43,-25,0,0,1,-1,-1,-1,0,-5,-4,0,-2,0,-86,-121,-35,3,-1,0,1,1,-7,0,0
Cagliari v Lazio,2,0.6000000000000014,-3,0,22,-3,10,23,-5,-15,12,18,2,-2,6,-6,-1,-2,-1,-2,0,0,-1,0,-55,3,58,-3,1,0,5,1,-5,-4,-1
Cagliari v Livorno,2,-0.6000000000000014,0,3,90,14,73,51,30,-19,64,35,-4,4,3,-3,2,3,0,-12,-3,0,-1,0,10,66,56,-1,-1,0,6,2,-9,-4,-1
Cagliari v Napoli,1,-0.5,-3,-2,-19,-6,-21,-18,0,-32,-15,30,-2,2,2,-2,-2,-1,1,-5,-4,0,4,0,-41,-24,17,5,0,0,-2,0,-2,2,0
Cagliari v Parma,0,-2.6000000000000014,0,0,-17,-12,-19,0,-15,-26,-1,13,-1,1,6,-6,-1,0,0,-5,-3,0,-2,0,-45,-24,21,1,0,0,2,1,-2,-1,1
Cagliari v Roma,2,-0.6000000000000014,7,6,-92,-8,-101,-53,-32,-3,-72,-11,2,-2,4,-4,4,3,-1,5,5,0,-1,0,-42,-102,-60,-1,-2,0,7,4,-8,-3,-1
Cagliari v Sampdoria,1,2.599999999999998,2,3,160,27,162,104,65,45,103,19,2,-2,2,-2,2,2,1,11,6,0,-1,0,109,164,55,-11,0,0,-9,-4,6,5,1
Cagliari v Sassuolo,1,1.0,-2,2,135,-6,138,68,72,53,76,10,1,-1,-1,1,-2,-4,-2,1,-1,0,2,0,97,125,28,-8,1,0,0,-1,5,-1,-2
Cagliari v Torino,0,-0.8999999999999986,2,-1,-83,-23,-90,-15,-59,5,-56,-24,1,-1,-2,2,-1,-1,0,0,0,0,-4,0,-31,-87,-56,-1,-1,0,-4,-4,2,0,1
Cagliari v Udinese,0,1.6999999999999993,-4,-4,-22,9,-19,-21,-9,-47,17,-3,0,0,-3,3,-2,-1,1,-7,-2,0,-3,0,-56,-36,20,-4,2,0,6,2,-13,-4,1
Cagliari v Verona,0,-0.3999999999999986,10,4,143,-6,142,83,74,57,88,14,5,-5,4,-4,8,7,1,9,6,0,-1,0,121,163,42,-2,0,0,-5,-1,7,4,1
Catania v AC Milan,2,0.3999999999999986,0,0,-228,-34,-223,-129,-104,-64,-112,-60,-2,2,2,-2,-1,-1,0,-7,-3,0,1,0,-137,-223,-86,2,-2,0,7,8,-1,1,0
Catania v Atalanta,0,-2.0,1,2,-68,11,-67,-49,-12,-12,-21,-26,2,-2,0,0,1,3,0,6,2,0,1,0,23,-66,-89,4,-1,0,3,3,-5,0,0
Catania v Bologna,0,-0.6999999999999993,5,0,66,-4,70,47,16,28,46,-9,0,0,5,-5,2,0,1,6,0,0,2,0,93,67,-26,4,0,0,-11,-8,12,3,1
Catania v Cagliari,1,-1.0999999999999979,0,1,26,7,33,-5,32,15,24,-11,3,-3,0,0,-2,-2,0,4,-1,0,1,0,25,31,6,7,0,0,7,3,-7,-4,0
Catania v Chievo,0,-1.1999999999999993,-4,-3,14,-1,15,17,-9,7,10,-8,-5,5,2,-2,-1,1,0,-6,-1,0,0,0,13,5,-8,-1,1,0,1,1,-2,0,1
Catania v Fiorentina,2,-0.10000000000000142,-4,2,-117,-27,-115,-65,-62,-57,-59,-11,0,0,-1,1,-4,-1,-1,-8,-3,0,1,0,-95,-130,-35,2,1,0,2,-3,-6,-5,-3
Catania v Genoa,1,-0.3999999999999986,0,3,-23,3,-41,-16,-12,14,-27,-15,-1,1,-3,3,-1,-2,0,-6,-2,0,2,0,2,-48,-50,-4,1,0,5,6,2,1,0
Catania v Inter,2,-0.8999999999999986,-2,1,-51,-5,-51,-14,-20,-1,7,-43,0,0,-2,2,-1,-4,-1,3,0,0,1,0,10,-62,-72,-6,0,0,-5,-5,5,0,-1
Catania v Juventus,2,-2.3000000000000007,0,1,-97,7,-100,-52,-46,-12,-51,-35,-2,2,0,0,-2,-1,0,2,-2,0,-1,0,-57,-101,-44,6,1,0,4,0,-7,-4,0
Catania v Lazio,0,-1.3000000000000007,4,5,-96,-5,-100,-70,-42,1,-77,-36,0,0,2,-2,3,2,0,-4,0,0,-1,0,-33,-106,-73,1,-2,0,-2,-1,-4,1,0
Catania v Livorno,1,0.6999999999999993,-5,-3,26,-10,19,43,1,9,14,21,0,0,-9,9,-1,-1,0,8,3,0,-3,0,-11,16,27,-3,0,0,1,0,-1,-1,0
Catania v Napoli,2,-1.3000000000000007,-8,1,-82,-21,-74,-25,-50,7,-44,-39,2,-2,-2,2,-7,-5,-2,6,1,0,2,0,-34,-83,-49,-4,1,0,-5,-4,3,1,-4
Catania v Parma,1,-2.1000000000000014,2,-1,-87,4,-92,-54,-35,-15,-58,-17,3,-3,6,-6,2,3,0,-3,1,0,1,0,-74,-77,-3,7,-1,0,-1,2,4,3,0
Catania v Roma,0,-1.1999999999999993,-1,-2,-100,-7,-99,-60,-25,10,-99,3,1,-1,-2,2,-1,-1,1,10,1,0,0,0,-82,-93,-11,-2,-2,0,1,6,3,5,1
Catania v Sampdoria,0,2.599999999999998,9,4,76,-2,76,38,57,43,49,3,3,-3,8,-8,6,6,1,9,4,0,-2,0,72,74,2,1,2,0,5,0,-8,-5,1
Catania v Sassuolo,1,-0.1999999999999993,5,3,82,4,80,69,41,77,36,-1,4,-4,-4,4,4,1,0,20,3,0,-2,0,102,71,-31,-9,0,0,-4,0,9,4,0
Catania v Torino,2,-0.8000000000000007,0,-2,-102,-5,-95,-80,-20,-3,-70,-26,1,-1,-4,4,2,1,1,4,-1,0,-1,0,-58,-87,-29,0,0,0,4,2,0,-2,1
Catania v Udinese,0,2.400000000000002,3,5,-6,0,-1,-2,3,44,-33,-9,2,-2,-5,5,-1,-2,0,4,-1,0,0,0,49,-9,-58,-3,-1,0,-2,-4,2,-2,1
Catania v Verona,1,-1.5,9,5,62,-14,68,46,25,70,22,-19,4,-4,5,-5,5,3,0,9,2,0,-1,0,130,62,-68,-2,0,0,-10,-6,4,4,0
Chievo v AC Milan,1,0.3000000000000007,-4,0,-212,-38,-214,-133,-98,-122,-80,-30,-1,1,-6,6,-3,-2,0,-15,-5,0,1,0,-194,-228,-34,7,0,0,6,-1,-8,-7,0
Chievo v Atalanta,2,0.1999999999999993,7,4,24,-11,35,4,26,16,16,-2,3,-3,-2,2,5,-1,0,2,2,0,3,0,34,35,1,-2,1,0,-5,-3,8,2,-1
Chievo v Bologna,0,0.8999999999999986,3,2,-38,1,-26,-15,-15,11,-16,-25,2,-2,-4,4,0,-3,0,9,0,0,3,0,10,-18,-28,6,0,0,2,4,1,2,1
Chievo v Cagliari,1,1.3999999999999986,-2,-2,-38,-2,-29,-34,-6,26,-51,-16,1,-1,-5,5,-2,-1,0,7,0,0,2,0,-13,-30,-17,-1,-1,0,3,-1,0,-4,0
Chievo v Catania,0,3.299999999999997,0,3,-11,-11,-10,-3,-16,-21,-13,15,-3,3,-2,2,0,-1,0,-4,0,0,2,0,-37,-8,29,0,-1,1,5,6,1,1,1
Chievo v Fiorentina,2,0.9000000000000021,-2,1,-161,-7,-165,-95,-68,-79,-78,-9,-1,1,-3,3,-3,0,0,-10,-1,0,2,0,-168,-167,1,1,-1,0,5,3,-1,-2,0
Chievo v Genoa,0,0.0,3,3,-47,9,-57,-19,-28,0,-40,-9,2,-2,1,-1,-4,-5,0,-2,-7,0,-2,0,-34,-61,-27,-4,-2,0,1,1,0,0,1
Chievo v Inter,0,-0.5,-2,-2,-138,-7,-136,-86,-42,-32,-76,-23,4,-4,0,0,4,2,0,6,3,0,1,0,-78,-128,-50,7,-1,0,-8,-1,5,7,-1
Chievo v Juventus,2,-0.1999999999999993,-7,-4,-202,-1,-205,-137,-84,-84,-112,-27,-1,1,-1,1,-5,-1,1,-16,-5,0,1,0,-175,-215,-40,-4,1,0,6,2,-5,-4,1
Chievo v Lazio,2,1.9000000000000021,0,0,29,4,25,3,24,23,7,-3,1,-1,0,0,0,0,-1,-4,4,0,1,0,33,23,-10,-6,0,0,-8,-8,-1,0,-1
Chievo v Livorno,0,1.3000000000000007,-1,-2,99,19,93,68,48,57,35,26,0,0,-9,9,-2,0,1,12,-1,0,2,0,74,99,25,-1,1,0,-7,-4,7,3,1
Chievo v Napoli,2,-0.3999999999999986,2,0,-176,-17,-178,-87,-83,6,-104,-71,1,-1,-1,1,-2,-1,0,5,3,0,-2,0,-19,-164,-145,5,0,0,-3,-1,3,2,0
Chievo v Parma,2,1.3000000000000007,0,-1,-88,-2,-79,-67,-29,-26,-49,-24,2,-2,0,0,-3,-2,0,-4,0,0,3,0,-29,-64,-35,4,0,0,-7,-3,4,4,0
Chievo v Roma,2,2.8999999999999986,-10,-1,-155,6,-165,-77,-72,13,-114,-47,1,-1,0,0,-6,-2,-1,3,-1,0,0,0,-72,-166,-94,4,1,0,2,-1,0,-3,-2
Chievo v Sampdoria,2,2.6999999999999993,3,3,-26,-8,-13,-12,-12,6,-27,-3,1,-1,4,-4,3,3,-1,7,3,0,2,0,3,-6,-9,2,-1,0,2,2,-3,0,-1
Chievo v Sassuolo,2,2.400000000000002,-6,-4,-42,-3,-44,-33,-9,-14,-15,-14,-1,1,0,0,-6,-3,-1,-3,-1,0,3,0,-19,-44,-25,1,2,0,-1,-2,-3,-1,-1
Chievo v Torino,2,2.0,-2,-5,-81,-7,-90,-55,-28,-8,-63,-10,-3,3,-4,4,2,1,0,-5,2,0,0,0,-36,-94,-58,-1,1,0,7,2,-2,-5,0
Chievo v Udinese,0,3.8999999999999986,7,3,-52,-17,-44,-27,-15,24,-47,-19,3,-3,1,-1,6,4,1,12,5,0,2,0,14,-38,-52,-1,0,0,2,4,-1,2,1
Chievo v Verona,2,0.8999999999999986,4,1,6,-10,25,15,-2,27,-12,0,0,0,-1,1,2,1,0,6,-1,0,1,0,13,9,-4,0,-1,0,1,3,0,2,0
Fiorentina v AC Milan,2,-1.3000000000000007,-8,-7,101,-3,107,69,41,50,60,0,1,-1,6,-6,-3,-1,0,12,4,0,2,0,106,110,4,1,-1,0,-3,-1,4,2,-1
Fiorentina v Atalanta,0,-0.5,6,1,-4,-5,9,-4,0,37,-42,2,1,-1,-2,2,2,0,0,4,1,0,-1,0,52,7,-45,1,-1,0,-5,-1,7,4,1
Fiorentina v Bologna,0,-0.8999999999999986,8,4,49,2,48,15,36,18,31,3,0,0,-2,2,7,4,1,0,0,0,0,0,29,53,24,5,0,0,-3,-1,4,2,2
Fiorentina v Cagliari,1,-0.3000000000000007,5,4,60,11,61,27,36,36,19,7,-3,3,-1,1,5,1,0,3,2,0,0,0,64,67,3,5,1,0,4,2,-3,-2,0
Fiorentina v Catania,0,1.0,0,1,94,13,95,39,58,1,62,35,1,-1,2,-2,2,1,1,2,-1,0,1,0,20,90,70,-3,-1,0,-6,-6,-1,0,1
Fiorentina v Chievo,0,-0.6999999999999993,-6,-4,117,7,114,49,63,-8,79,42,-1,1,6,-6,-7,-5,1,-6,-1,0,1,0,14,119,105,-2,-1,0,-2,1,1,3,2
Fiorentina v Genoa,1,0.3000000000000007,4,2,32,-20,36,21,21,14,30,-1,2,-2,-1,1,1,2,0,9,2,0,0,0,28,25,-3,-2,-2,0,1,1,1,0,0
Fiorentina v Inter,2,-1.3999999999999986,1,4,27,-5,30,-3,29,10,24,-7,0,0,7,-7,-2,-4,-1,0,-3,0,-1,0,35,32,-3,5,-2,0,0,2,0,2,-1
Fiorentina v Juventus,0,-1.0999999999999979,-3,-2,53,23,50,29,26,15,44,-3,1,-1,8,-8,-1,-1,0,0,-1,0,1,0,55,55,0,5,0,0,-3,-6,5,-3,-2
Fiorentina v Lazio,2,1.1999999999999993,8,2,102,-10,97,68,43,45,40,29,-1,1,4,-4,6,2,0,8,3,0,0,0,70,109,39,-1,-1,0,-4,3,5,7,-1
Fiorentina v Livorno,0,1.5,5,1,183,2,191,116,76,94,91,8,0,0,3,-3,5,2,0,8,3,0,0,0,167,194,27,5,0,0,-11,-8,5,3,0
Fiorentina v Napoli,2,-0.1999999999999993,4,2,107,-8,117,72,57,62,36,28,3,-3,2,-2,1,-1,-1,14,-1,0,-1,0,112,116,4,1,-2,0,-18,-10,13,8,-1
Fiorentina v Parma,1,-2.099999999999998,0,-4,41,7,47,24,6,7,30,-7,-5,5,4,-4,-1,2,0,-6,2,0,-3,0,25,46,21,2,-1,0,-6,-9,-1,-3,-1
Fiorentina v Roma,2,1.8000000000000007,5,6,-46,-5,-40,-1,-22,34,-54,-4,0,0,-1,1,3,-1,-1,5,0,0,0,0,36,-59,-95,-12,0,0,-5,-4,0,1,-1
Fiorentina v Sampdoria,0,2.700000000000003,1,0,182,15,177,109,84,74,98,20,5,-5,6,-6,1,1,0,5,-2,0,0,0,154,185,31,-2,-1,0,-3,0,5,3,2
Fiorentina v Sassuolo,2,0.8000000000000007,3,2,167,-5,166,95,83,66,87,25,-1,1,4,-4,6,3,-1,7,3,0,2,0,142,162,20,-15,0,0,-5,1,8,6,-3
Fiorentina v Torino,1,2.1999999999999993,1,2,82,4,81,44,39,49,69,-33,4,-4,-2,2,2,-1,0,1,-2,0,-3,0,110,74,-36,5,1,0,-3,-4,1,-1,0
Fiorentina v Udinese,0,4.399999999999999,7,4,43,1,43,23,24,39,-7,14,6,-6,-1,1,5,6,0,6,2,0,1,0,53,44,-9,-2,-1,0,-2,-3,-1,-1,1
