_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
FC Cologne v Nuernberg,0,1.4000000000000021,0,0,-43,-12,-53,-14,-26,1,-33,-7,-1,1,1,-1,-1,-1,0,-4,-2,0,2,0,-22,-60,-38,-5,-1,0,5,1,-5,-4,0
FC Cologne v Schalke,0,0.40000000000000213,-3,0,-8,4,-17,-18,2,-28,-2,13,-4,4,4,-4,-4,-1,1,-4,-2,0,-1,0,-85,-13,72,-6,-1,0,1,6,1,5,1
FC Cologne v St. Pauli,0,0.09999999999999432,8,7,-25,-1,-24,-12,-10,21,-29,-13,1,-1,-2,2,2,2,0,-1,1,0,0,0,21,-27,-48,-1,-1,0,-3,-2,0,1,1
FC Cologne v Stuttgart,2,-0.5,-3,-5,-22,2,-17,-11,-15,-14,6,-18,-4,4,1,-1,-2,-1,0,-5,-5,0,0,0,4,-21,-25,-1,-1,0,-1,0,4,1,0
FC Cologne v Werder Bremen,0,-0.10000000000000142,5,1,-104,-10,-103,-53,-47,5,-72,-34,2,-2,9,-9,4,2,1,2,0,0,1,0,-28,-103,-75,2,0,0,-11,-5,4,6,2
FC Cologne v Wolfsburg,1,-0.5,3,1,46,-12,48,32,16,10,31,6,1,-1,2,-2,4,5,0,6,1,0,-1,0,28,45,17,-2,2,0,7,9,-2,2,0
Freiburg v Bayern,2,-0.5,6,3,-53,-12,-46,-29,-17,21,-43,-27,3,-3,2,-2,5,5,0,3,1,0,2,0,-1,-50,-49,-3,1,0,5,1,-1,-4,0
Freiburg v Borussia Dortmund,2,1.0,-1,1,67,-2,66,55,30,34,40,11,1,-1,3,-3,-1,0,0,16,1,0,-1,0,53,93,40,4,0,0,2,7,8,5,-1
Freiburg v Mönchengladb.,0,-0.10000000000000142,4,4,10,12,2,-2,13,19,-19,11,3,-3,0,0,0,0,1,1,-1,0,1,0,17,-7,-24,-9,-1,0,1,0,-4,-1,2
Freiburg v Eintracht Frankfurt,1,-1.2999999999999972,-4,-1,-40,2,-33,-19,-26,-6,-29,-10,-3,3,2,-2,-2,-2,0,-7,-2,0,1,0,-36,-52,-16,-8,0,0,-7,-8,2,-1,0
Freiburg v FC Cologne,0,-0.40000000000000213,0,-2,10,11,10,-3,18,24,2,-12,2,-2,4,-4,0,1,0,3,0,0,1,0,23,8,-15,4,-1,0,3,2,-4,-1,1
Freiburg v Hamburg,0,-1.1999999999999957,-4,-4,-101,-11,-97,-63,-30,-1,-61,-33,0,0,2,-2,-4,-4,0,4,-4,0,4,0,-63,-103,-40,0,0,0,13,7,-9,-6,1
Freiburg v Hannover,2,-0.6999999999999993,0,1,71,9,82,46,31,50,22,3,0,0,4,-4,0,0,-2,5,0,0,1,0,71,81,10,5,-1,0,-10,-6,5,4,-2
Freiburg v Hoffenheim,0,2.5,-1,0,18,3,9,1,12,12,-6,5,3,-3,6,-6,0,1,-1,-3,0,0,-1,0,-13,3,16,2,-2,1,6,4,-11,-2,-1
Freiburg v Kaiserslautern,0,-0.3000000000000007,0,0,60,-4,54,30,32,-16,50,28,4,-4,-1,1,0,0,0,-1,2,0,1,0,10,50,40,-1,0,0,12,4,-14,-8,0
Freiburg v Leverkusen,2,0.3999999999999986,-5,-5,-26,4,-13,-16,-14,-17,-10,-2,-3,3,0,0,-5,-5,-1,-6,0,0,2,0,-41,-25,16,0,0,0,-17,-15,-4,2,-1
Freiburg v Mainz,0,-1.7000000000000028,2,-1,-43,-4,-40,-20,-24,-3,-14,-30,-3,3,-2,2,2,2,0,-6,-5,0,0,0,-5,-49,-44,-4,2,0,0,-3,0,-3,0
Freiburg v Nuernberg,1,0.1999999999999993,-3,-2,28,-11,29,1,17,-21,0,39,1,-1,-11,11,-4,-3,0,-9,-3,0,0,0,-6,25,31,-4,0,0,-9,-4,16,5,1
Freiburg v Schalke,2,-0.8000000000000007,-3,-3,32,-11,39,8,33,-2,23,19,0,0,3,-3,0,0,0,4,3,0,5,0,28,50,22,-2,-1,0,-2,-1,-1,1,-1
Freiburg v St. Pauli,2,-0.6000000000000014,-4,2,-16,4,5,0,-6,1,-13,8,-1,1,-3,3,-4,-3,0,0,0,0,2,0,10,-13,-23,-2,0,0,-18,-17,5,1,0
Freiburg v Stuttgart,0,1.2000000000000028,0,0,41,-12,42,12,22,-15,35,14,-3,3,0,0,-1,1,-1,-6,-1,0,0,0,3,44,41,-5,0,0,10,8,-4,-2,-1
Freiburg v Werder Bremen,2,0.0,-4,-2,38,11,32,17,11,1,-15,42,-1,1,4,-4,-3,-3,0,-4,-1,0,1,0,-1,20,21,-4,-2,0,-4,-4,4,0,-1
Freiburg v Wolfsburg,0,-2.1000000000000014,-1,-2,-4,1,-5,-30,3,5,-37,5,-2,2,4,-4,-3,0,0,-12,-7,0,-1,0,-24,-11,13,3,1,0,-4,-5,2,-1,0
Hamburg v Bayern,1,1.6999999999999957,4,4,41,-10,45,24,9,21,13,7,1,-1,3,-3,1,1,0,4,1,0,-1,0,66,53,-13,-2,-1,0,-9,5,15,14,0
Hamburg v Borussia Dortmund,1,1.6000000000000014,3,1,-29,-1,-19,-16,-7,-3,-19,-1,0,0,-2,2,1,0,0,0,0,0,-2,0,-17,-9,8,1,0,0,-16,-13,12,3,1
Hamburg v Mönchengladb.,1,0.8999999999999986,-1,2,-115,-11,-107,-81,-29,-11,-23,-78,0,0,0,0,0,-2,0,2,-1,0,3,0,-34,-116,-82,-4,1,0,0,-1,-2,-1,-1
Hamburg v Eintracht Frankfurt,0,1.5,0,0,69,-7,73,48,26,59,53,-37,5,-5,-1,1,-1,0,0,10,2,0,0,0,122,62,-60,-7,0,0,-7,-6,3,1,0
Hamburg v FC Cologne,0,1.3999999999999986,10,0,18,-8,15,8,23,39,-16,8,0,0,0,0,8,8,2,4,6,0,-2,0,39,33,-6,-8,0,0,-5,1,2,6,4
Hamburg v Freiburg,2,0.0,5,6,11,4,10,22,-1,15,-10,17,0,0,-8,8,4,3,-1,2,3,0,1,0,14,20,6,2,1,0,-10,-12,4,-2,-1
Hamburg v Hannover,1,-0.10000000000000142,-1,-2,62,-4,72,49,17,8,64,-6,4,-4,-1,1,-4,-4,0,6,0,0,4,0,59,76,17,-4,0,0,-15,-6,13,9,0
Hamburg v Hoffenheim,0,2.099999999999998,2,0,129,8,120,74,51,13,76,35,1,-1,5,-5,4,2,1,-5,2,0,1,0,67,125,58,3,-2,0,-2,2,4,4,0
Hamburg v Kaiserslautern,0,1.6999999999999957,3,2,75,-1,92,47,44,31,72,-10,2,-2,10,-10,1,1,0,8,0,0,3,0,97,82,-15,-2,-1,0,-3,-3,5,0,-1
Hamburg v Leverkusen,2,2.1999999999999957,0,-1,85,-1,85,55,32,-4,64,28,0,0,1,-1,-2,-1,0,-2,-3,0,4,0,22,83,61,-5,-1,0,1,4,6,3,-1
Hamburg v Mainz,2,1.1999999999999957,-1,0,31,10,22,18,17,25,12,-3,0,0,4,-4,-1,-2,0,-2,-3,0,0,0,29,21,-8,6,2,0,2,-4,-2,-6,1
Hamburg v Nuernberg,1,2.1999999999999957,-1,-1,220,9,237,120,100,33,153,36,-1,1,4,-4,1,1,0,7,2,0,5,0,122,243,121,0,1,0,-8,-5,4,3,0
Hamburg v Schalke,0,3.099999999999998,2,1,-8,-12,2,-12,9,19,-21,-1,1,-1,6,-6,0,-1,0,6,-2,0,0,0,24,3,-21,3,0,0,-3,1,5,4,0
Hamburg v St. Pauli,2,1.7000000000000028,9,7,83,13,97,56,59,59,51,5,4,-4,1,-1,5,3,0,23,9,0,-1,0,93,89,-4,-6,2,0,-19,-12,11,7,0
Hamburg v Stuttgart,0,0.7999999999999972,2,2,194,16,197,97,95,29,123,41,0,0,3,-3,2,2,1,1,-4,0,0,0,107,191,84,-6,-1,-1,-3,-2,2,1,2
Hamburg v Werder Bremen,0,2.799999999999997,-1,-1,55,26,63,31,26,0,40,16,-1,1,3,-3,0,1,1,2,1,0,2,0,17,54,37,1,0,0,-2,-2,5,0,1
Hamburg v Wolfsburg,2,2.8999999999999986,5,1,134,15,150,83,58,73,56,14,5,-5,3,-3,-1,-1,-1,14,10,0,-1,0,159,174,15,-1,0,0,-15,-4,14,11,0
Hannover v Bayern,0,0.0,4,2,-80,-10,-91,-49,-31,-14,-26,-40,1,-1,-3,3,4,3,1,1,3,0,-1,0,-29,-67,-38,4,-1,0,2,7,-2,5,1
Hannover v Borussia Dortmund,2,2.1000000000000014,-5,-2,-61,4,-69,-36,-21,-18,-60,20,1,-1,-5,5,-6,-2,0,1,-2,0,-3,0,-57,-80,-23,-12,-1,0,-8,-3,5,5,-1
Hannover v Mönchengladb.,2,0.8999999999999986,-4,0,-59,-8,-60,-39,-16,24,-33,-44,3,-3,-3,3,-3,-2,0,6,-3,0,-3,0,19,-63,-82,-2,1,0,7,3,-2,-4,0
Hannover v Eintracht Frankfurt,0,-0.10000000000000142,-6,0,-141,1,-137,-76,-76,-23,-114,-15,-1,1,-1,1,-6,-3,0,-4,-4,0,-1,0,-81,-157,-76,4,0,0,8,5,-5,-3,0
Hannover v FC Cologne,0,0.9000000000000021,2,0,-70,2,-73,-23,-47,-20,-66,16,-4,4,0,0,0,-1,1,-2,-2,0,-2,0,-64,-75,-11,2,1,0,-8,-6,3,2,2
Hannover v Freiburg,0,1.1000000000000014,2,-1,-9,-12,-14,-9,-5,-9,-7,2,3,-3,-3,3,0,1,1,2,-2,0,-3,0,-2,-4,-2,0,-1,0,4,5,-5,1,1
Hannover v Hamburg,0,0.3999999999999986,1,0,-27,-7,-27,-7,-11,3,-32,11,-1,1,-1,1,-2,-2,-1,4,1,0,0,0,-8,-36,-28,-3,0,0,4,-1,-6,-5,0
Hannover v Hoffenheim,0,3.8999999999999986,2,-1,-27,0,-38,-7,-20,-16,-9,-2,0,0,4,-4,1,1,1,1,0,0,-4,0,-44,-52,-8,-14,-1,0,-1,-2,0,-1,1
Hannover v Kaiserslautern,0,1.9999999999999964,0,0,0,8,4,-3,7,-18,12,10,0,0,0,0,0,-1,2,0,-4,0,3,0,-25,-4,21,0,1,0,0,2,-3,2,2
