_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
AC Ajaccio v Valenciennes,1,1.4000000000000021,1,-1,-33,0,-39,-34,-10,-37,-17,12,-1,1,-1,1,2,2,0,-6,-2,0,-1,0,-59,-30,29,-4,-1,0,10,5,-12,-5,1
Bordeaux v AC Ajaccio,1,-0.5999999999999979,2,3,-77,4,-78,-31,-32,8,-36,-39,-2,2,2,-2,3,0,0,1,0,0,-1,0,-12,-78,-66,-1,0,0,-5,-2,0,3,0
Bordeaux v Brest,2,-0.1999999999999993,6,4,22,-8,23,23,8,9,18,5,-1,1,-1,1,3,3,0,9,6,0,-2,0,15,33,18,1,1,0,-2,-3,1,-1,1
Bordeaux v Evian,0,-1.3000000000000007,3,2,37,-18,34,35,5,17,27,-2,-1,1,-2,2,2,1,1,4,2,0,2,0,39,36,-3,4,0,0,-3,-1,1,2,1
Bordeaux v Lille,1,-0.1999999999999993,-1,0,-160,-6,-159,-107,-55,-19,-127,-19,-1,1,4,-4,-3,0,1,-4,0,0,-2,0,-70,-155,-85,3,2,0,9,8,-6,-1,1
Bordeaux v Lorient,1,0.8999999999999986,-1,0,47,19,42,34,27,39,-1,23,1,-1,-2,2,-3,-3,-1,15,2,0,1,0,14,42,28,-9,0,0,7,6,-2,-1,-1
Bordeaux v Lyon,2,1.5,3,2,62,5,56,57,27,64,25,-4,3,-3,4,-4,1,1,-1,19,3,0,2,0,75,39,-36,-4,-1,0,4,1,-5,-3,-1
Bordeaux v Marseille,0,2.3000000000000007,0,1,-37,7,-44,-28,-12,-6,-22,-11,-1,1,3,-3,-1,-1,0,5,-2,0,2,0,-25,-46,-21,1,-1,0,13,13,-2,0,0
Bordeaux v Montpellier,0,0.09999999999999787,9,4,15,12,21,11,5,14,-10,13,3,-3,4,-4,9,4,1,8,7,0,0,0,8,40,32,1,-1,0,-2,0,-4,2,2
Bordeaux v Nancy,0,2.0,6,2,51,-17,42,37,23,29,31,-1,-1,1,-3,3,5,4,1,0,-1,0,-1,0,42,38,-4,-7,0,0,13,11,-7,-2,2
Bordeaux v Nice,1,2.1000000000000014,2,-1,15,16,5,0,15,12,1,0,-4,4,0,0,4,4,0,-2,2,0,-2,0,9,12,3,3,-1,0,-3,-4,-2,-1,0
Bordeaux v PSG,2,-0.5,6,5,12,7,7,27,5,80,-16,-28,1,-1,-1,1,7,0,-1,15,-1,0,0,0,78,8,-70,0,2,0,5,2,-3,-3,-1
Bordeaux v Reims,1,-0.09999999999999787,2,1,27,6,-3,25,12,23,9,5,4,-4,3,-3,1,0,0,2,1,0,-5,0,7,-6,-13,-12,-1,0,-2,-3,-1,-1,0
Bordeaux v Rennes,0,2.6999999999999993,-1,2,99,15,97,69,54,40,44,39,3,-3,1,-1,-1,1,0,14,0,0,0,0,35,91,56,-8,-1,0,1,1,-1,0,0
Bordeaux v Saint-Etienne,1,2.599999999999998,0,0,-55,4,-66,-29,-23,25,-28,-49,1,-1,-5,5,0,-1,0,6,-1,0,-2,0,27,-68,-95,3,0,0,10,7,-6,-3,0
Bordeaux v SC Bastia,0,-0.5,6,3,78,3,83,57,36,35,66,-8,3,-3,4,-4,5,5,0,17,4,0,0,0,72,74,2,-6,-1,0,2,3,-3,1,0
Bordeaux v Sochaux,1,2.3000000000000007,3,2,85,-6,84,63,55,103,25,-9,3,-3,-6,6,2,2,-1,25,3,0,0,0,138,75,-63,-1,0,0,0,1,5,1,-2
Bordeaux v Toulouse,0,2.8000000000000007,7,5,-67,-3,-70,-55,-17,-11,-34,-27,0,0,0,0,5,5,0,-1,2,0,0,0,-36,-73,-37,3,1,0,4,1,3,-3,0
Bordeaux v Troyes,1,-0.10000000000000142,7,3,112,-1,119,66,74,49,50,41,6,-6,-5,5,6,8,0,21,5,0,-4,0,80,117,37,-3,0,0,-7,-4,5,3,0
Bordeaux v Valenciennes,0,1.0,1,1,187,12,179,96,87,42,125,16,-2,2,2,-2,0,2,0,-4,-1,0,0,0,91,165,74,-6,0,0,5,1,-11,-4,1
Brest v AC Ajaccio,1,-2.1999999999999993,5,0,2,-11,12,6,-10,-20,12,5,-1,1,-1,1,4,3,1,-2,3,0,0,0,4,22,18,-5,-1,0,-8,-5,4,3,1
Brest v Bordeaux,1,0.5,-1,-3,-141,-11,-125,-102,-54,-40,-116,-1,0,0,-1,1,-1,0,1,-6,0,0,1,0,-92,-128,-36,3,0,0,1,1,2,0,1
Brest v Evian,0,1.1999999999999993,2,0,71,-11,68,51,19,3,56,11,-3,3,-1,1,2,2,0,3,0,0,2,0,31,87,56,3,1,0,-7,-7,3,0,0
Brest v Lille,2,-0.29999999999999716,-4,0,-130,-3,-141,-87,-66,-65,-58,-29,-4,4,-4,4,-1,1,1,-13,-2,0,-1,0,-85,-133,-48,8,0,0,4,3,1,-1,0
Brest v Lorient,0,0.3999999999999986,-2,-1,-7,13,8,-27,4,-38,-11,26,-1,1,0,0,-3,-1,1,-6,-3,0,-1,0,-57,6,63,2,0,0,4,3,-4,-1,1
Brest v Lyon,1,0.9000000000000021,-2,-3,-95,1,-90,-62,-41,-18,-47,-40,-5,5,-6,6,2,0,0,-14,-3,0,0,0,-49,-93,-44,0,0,0,1,2,-2,1,1
Brest v Marseille,2,1.8999999999999986,-9,-2,-32,6,-36,-24,-25,-34,-12,-2,-3,3,-2,2,-9,-4,-1,-9,-1,0,2,0,-54,-45,9,7,-2,0,7,1,-10,-6,0
Brest v Montpellier,2,1.1999999999999993,-2,-3,-58,-2,-50,-32,-26,-46,-20,8,1,-1,-3,3,-2,1,0,-2,-1,0,0,0,-63,-57,6,-9,1,0,-5,0,9,5,2
Brest v Nancy,2,-0.8000000000000007,-3,0,-128,-17,-128,-73,-57,-26,-43,-60,2,-2,3,-3,-3,-2,-1,2,-4,0,0,0,-26,-125,-99,5,0,0,6,10,0,4,-2
Brest v Nice,2,1.3000000000000007,-2,-2,0,-8,-1,-18,6,-28,2,14,-1,1,3,-3,-2,-2,0,0,0,0,5,0,-40,9,49,6,-1,0,5,7,0,2,-1
Brest v PSG,2,-0.40000000000000213,-8,-3,-129,19,-136,-83,-60,-122,-25,0,-4,4,-3,3,-5,-7,0,-11,-5,0,0,0,-182,-128,54,3,-1,1,5,7,0,2,0
Brest v Reims,2,-0.6000000000000014,2,2,-41,-6,-40,-16,-14,18,-19,-28,1,-1,-6,6,3,0,-1,4,0,0,-1,0,20,-31,-51,15,0,0,-10,-9,-1,1,-1
Brest v Rennes,2,0.5,5,4,165,5,146,101,77,50,80,49,4,-4,-5,5,-1,0,-1,12,5,0,0,0,63,146,83,-3,-1,0,-8,-10,-1,-2,-2
Brest v Saint-Etienne,2,0.3000000000000007,-4,-5,-136,14,-142,-99,-66,-80,-66,-19,-4,4,-1,1,-4,-3,0,-21,-5,0,-1,0,-123,-148,-25,8,0,0,-3,-2,5,1,0
Brest v SC Bastia,0,2.299999999999997,4,4,121,5,134,52,69,1,76,44,2,-2,-3,3,2,0,1,5,1,0,1,0,31,120,89,-5,1,0,7,5,-6,-2,1
Brest v Sochaux,2,0.6999999999999993,3,2,45,-3,46,33,19,10,30,11,1,-1,-3,3,1,-2,0,6,-2,0,0,0,21,39,18,-5,0,0,0,1,1,1,0
Brest v Toulouse,2,1.5,-1,-1,-59,-3,-56,-41,-29,-30,-41,1,0,0,-3,3,-1,0,0,-5,-2,0,0,0,-51,-53,-2,6,-1,0,1,-3,-4,-4,-1
Brest v Troyes,0,-0.3999999999999986,7,4,-132,-22,-110,-62,-62,-36,-66,-24,2,-2,5,-5,2,1,1,6,0,0,0,0,-51,-113,-62,-1,-2,0,2,3,5,1,1
Brest v Valenciennes,0,0.9000000000000021,-5,-1,22,-5,16,16,-7,-8,9,9,0,0,1,-1,-7,-4,-1,-4,-3,0,-1,0,5,12,7,-2,0,0,-4,-6,-3,-2,-1
Evian v AC Ajaccio,1,1.8000000000000007,4,2,88,3,100,45,49,29,51,15,3,-3,-3,3,2,1,-1,5,2,0,-1,0,67,106,39,-2,-1,0,-2,-2,-3,0,-1
Evian v Bordeaux,2,0.1999999999999993,-3,-1,-50,-5,-45,-28,-24,-18,-54,17,-2,2,0,0,-5,-2,-1,-7,-2,0,-1,0,-21,-43,-22,2,-3,0,1,0,0,-1,-1
Evian v Brest,2,2.0,8,4,-19,2,-13,-5,-7,32,-26,-18,1,-1,4,-4,6,4,0,4,2,0,0,0,43,-19,-62,-4,-1,1,0,1,-2,1,-1
Evian v Lille,2,0.5999999999999979,-2,0,-169,6,-162,-90,-75,2,-154,-14,-2,2,-2,2,0,0,-1,1,1,0,-1,0,-47,-163,-116,0,1,0,3,1,-3,-2,-1
Evian v Lorient,1,1.0999999999999979,4,5,-8,14,-8,-9,7,50,-52,1,-1,1,0,0,3,3,1,5,3,0,-2,0,8,-10,-18,0,1,0,0,4,-3,4,1
Evian v Lyon,1,2.400000000000002,3,1,-176,9,-175,-95,-85,8,-184,-7,0,0,-1,1,1,3,0,-1,1,0,-3,0,-101,-186,-85,0,-1,0,4,3,-6,-1,0
Evian v Marseille,1,2.5,0,3,-65,-4,-80,-33,-25,2,-47,-14,0,0,0,0,0,-1,0,-3,0,0,-5,0,-49,-96,-47,-3,2,0,-4,-5,-2,-1,0
Evian v Montpellier,2,1.1999999999999993,-2,2,27,0,21,26,-5,-23,11,35,-3,3,0,0,-4,-4,0,-4,-1,0,-1,0,-46,8,54,-12,-2,0,4,2,-3,-2,0
Evian v Nancy,1,1.6000000000000014,-4,-1,73,22,66,31,29,-9,39,28,-1,1,4,-4,-2,-2,0,-6,-2,0,-2,0,3,60,57,-5,0,0,1,0,-5,-1,1
Evian v Nice,0,3.8000000000000007,3,2,-78,-2,-73,-63,-32,-34,-48,-12,-4,4,-2,2,4,2,1,-12,0,0,0,0,-60,-69,-9,-3,0,0,7,7,-1,0,1
Evian v PSG,2,-0.40000000000000213,0,-1,-110,1,-104,-76,-45,-31,-97,6,-3,3,-2,2,0,-3,0,-6,-3,0,-3,0,-69,-102,-33,5,0,0,-3,-1,-4,2,0
Evian v Reims,1,-0.6999999999999993,9,6,104,11,108,67,58,81,57,-14,6,-6,1,-1,5,-1,-1,13,2,0,1,0,152,105,-47,-5,-1,-1,3,4,-2,1,-1
Evian v Rennes,0,2.0,5,4,-47,-12,-54,-16,-15,26,-51,-6,4,-4,-1,1,5,4,0,12,4,0,-2,0,-14,-60,-46,0,0,0,3,3,2,0,-1
Evian v Saint-Etienne,1,0.40000000000000213,0,0,-26,2,-25,-21,-9,3,-26,-7,-1,1,-3,3,-1,-1,-2,-5,0,0,-6,0,16,-37,-53,-10,0,0,-6,-6,-3,0,-2
Evian v SC Bastia,0,1.2999999999999972,-3,-1,96,-4,108,45,55,-22,65,58,-1,1,2,-2,-2,-3,1,2,0,0,3,0,-20,103,123,-2,0,0,0,0,0,0,1
Evian v Sochaux,0,2.5,3,3,21,6,12,3,31,26,-3,10,2,-2,3,-3,2,1,0,5,0,0,-5,0,21,-15,-36,-3,0,0,-2,-4,-1,-2,1
Evian v Toulouse,2,1.5,1,0,-34,4,-43,-7,-12,45,-41,-23,3,-3,-3,3,2,2,-1,7,2,0,0,0,30,-46,-76,4,1,0,3,0,0,-3,-2
Evian v Troyes,0,2.0,10,1,74,2,90,44,46,54,18,18,3,-3,6,-6,7,4,1,11,2,0,0,0,87,85,-2,-7,0,0,5,2,-7,-3,1
Evian v Valenciennes,0,1.1999999999999993,5,2,-24,24,-13,-32,-6,-20,-19,2,-3,3,5,-5,5,3,1,-11,-1,0,1,0,-35,-7,28,-2,0,0,-1,1,3,2,2
Lille v AC Ajaccio,0,-0.6999999999999993,5,1,84,1,87,65,27,39,33,21,2,-2,1,-1,3,2,1,7,2,0,-1,0,40,87,47,6,-1,0,6,3,-3,-3,1
Lille v Bordeaux,0,0.5999999999999979,1,0,68,-18,66,42,26,25,22,20,3,-3,-4,4,0,0,0,3,-2,0,3,0,48,58,10,-3,0,0,-5,-4,-1,1,-1
Lille v Brest,0,1.0,9,4,185,-5,172,147,62,75,112,24,6,-6,2,-2,7,5,1,19,7,0,2,0,131,189,58,-3,-1,0,-12,-8,7,4,1
Lille v Evian,2,-0.5,3,2,167,-9,177,114,67,37,116,28,1,-1,3,-3,3,2,0,8,1,0,3,0,81,168,87,4,-1,0,-11,-9,5,2,0
Lille v Lorient,0,1.3999999999999986,5,0,121,30,118,46,62,-6,2,113,-1,1,0,0,3,1,1,-4,0,0,1,0,19,124,105,2,-2,0,6,4,-4,-2,4
Lille v Lyon,1,1.2999999999999972,1,1,-62,-7,-46,-26,-27,21,-67,-8,3,-3,-4,4,1,1,1,12,1,0,2,0,-3,-57,-54,0,1,0,1,3,4,2,1
Lille v Marseille,1,0.09999999999999787,9,6,140,3,141,96,45,37,104,0,1,-1,-1,1,8,4,0,1,0,0,3,0,96,149,53,-1,0,0,-2,1,1,3,0
Lille v Montpellier,0,1.5999999999999979,5,3,61,3,71,37,35,39,39,-5,2,-2,4,-4,7,2,0,12,4,0,0,0,71,69,-2,-1,-1,-1,-1,1,5,2,2
Lille v Nancy,1,2.099999999999998,5,2,168,7,176,142,42,39,118,28,-2,2,3,-3,3,2,1,8,1,0,0,0,83,163,80,-3,-1,0,1,1,-4,0,0
Lille v Nice,2,2.1999999999999993,-3,-3,61,5,50,42,36,22,49,6,1,-1,-2,2,-5,-2,0,5,0,0,0,0,32,53,21,6,0,0,-5,-5,2,0,0
Lille v PSG,2,-0.3000000000000007,2,2,51,1,54,56,-7,33,11,6,0,0,8,-8,2,2,-1,3,2,0,-1,0,78,47,-31,1,-2,0,-11,-12,2,-1,-1
Lille v Reims,0,0.5999999999999979,1,-1,94,6,98,70,21,11,79,3,-3,3,2,-2,4,2,1,-2,4,0,-1,0,78,101,23,-2,-1,0,-12,-9,3,3,1
Lille v Rennes,0,2.3000000000000007,1,1,108,4,107,68,35,25,39,37,0,0,0,0,2,1,0,4,1,0,0,0,37,122,85,6,0,0,-6,-3,3,3,-1
Lille v Saint-Etienne,1,0.5999999999999979,10,4,70,-4,62,50,14,15,71,-21,2,-2,6,-6,4,3,1,-1,3,0,-1,0,55,64,9,-7,-2,0,1,2,-4,1,1
Lille v SC Bastia,1,1.2999999999999972,2,1,164,12,166,92,69,41,137,-13,-1,1,-3,3,2,1,0,5,1,0,-1,0,113,169,56,6,0,0,5,2,-5,-3,0
Lille v Sochaux,1,2.6999999999999993,11,7,218,-4,221,125,110,80,106,49,4,-4,12,-12,7,3,0,13,3,0,1,0,150,206,56,-9,-2,0,-3,-3,1,0,2
Lille v Toulouse,0,2.8000000000000007,2,3,37,4,26,25,21,16,24,6,2,-2,5,-5,0,0,0,5,2,0,2,0,19,33,14,2,-2,0,-7,-8,4,-1,0
Lille v Troyes,1,0.40000000000000213,4,2,178,-4,181,116,79,54,114,28,2,-2,-3,3,4,3,0,9,4,0,-2,0,96,183,87,4,0,0,-12,-9,4,3,-1
Lille v Valenciennes,0,0.0,6,2,28,7,39,16,17,14,14,4,0,0,-1,1,3,2,1,0,0,0,1,0,34,29,-5,-1,0,0,0,-2,-1,-2,0
Lorient v AC Ajaccio,1,-1.5000000000000036,2,4,23,-10,29,16,12,38,11,-24,1,-1,4,-4,0,1,-1,4,0,0,0,0,96,24,-72,10,-1,0,2,4,3,2,-3
Lorient v Bordeaux,2,-0.1999999999999993,-3,-1,64,-12,56,34,39,16,65,-7,2,-2,1,-1,-2,-2,-1,5,-1,0,0,0,77,50,-27,-7,0,0,-6,-8,2,-2,-2
Lorient v Brest,0,-1.1999999999999993,6,1,-43,-4,-46,-25,-14,1,-24,-16,3,-3,1,-1,1,2,0,0,2,0,2,0,1,-38,-39,-9,0,0,11,10,3,-1,3
Lorient v Evian,0,-2.6999999999999957,8,4,172,-2,162,116,75,66,118,9,7,-7,3,-3,6,5,0,19,6,0,2,0,147,167,20,-1,0,0,-4,-1,6,3,1
Lorient v Lille,0,-0.40000000000000213,6,3,-90,-15,-80,-57,-30,7,-43,-53,0,0,-1,1,2,2,1,2,2,0,1,0,37,-71,-108,6,1,0,1,6,11,5,1
Lorient v Lyon,1,1.5999999999999979,2,1,-39,-7,-36,-16,-26,-17,-15,-10,-3,3,1,-1,0,1,-1,0,1,0,2,0,-38,-47,-9,1,0,0,5,2,1,-3,-1
Lorient v Marseille,2,-1.3000000000000007,-1,0,-86,-10,-80,-24,-53,-4,-49,-27,-2,2,1,-1,0,1,0,7,1,0,-2,0,-24,-99,-75,-2,0,0,4,-1,-8,-5,-1
Lorient v Montpellier,0,-0.8000000000000007,-1,0,12,-14,24,26,-9,7,28,-21,-1,1,0,0,0,0,-1,2,-1,0,-1,0,48,16,-32,1,-1,0,-1,-2,5,-1,-1
Lorient v Nancy,0,2.0,3,2,68,6,81,44,31,31,67,-23,-1,1,3,-3,3,2,1,9,1,0,4,0,105,72,-33,-5,-1,0,-7,-2,4,5,2
Lorient v Nice,1,1.4000000000000021,0,0,-19,-12,-19,7,-18,5,-13,-3,3,-3,0,0,0,-1,0,1,-4,0,-1,0,15,-34,-49,-3,1,0,-1,-3,1,-2,-1
Lorient v PSG,2,-1.2999999999999972,0,1,-64,15,-58,-37,-13,5,-16,-41,3,-3,2,-2,1,-1,0,12,4,0,-1,0,10,-47,-57,14,0,0,-2,-1,4,1,0
Lorient v Reims,1,-0.7000000000000028,1,1,154,8,151,87,87,24,151,0,4,-4,8,-8,1,0,-1,11,-2,0,2,0,123,149,26,6,0,0,-5,-1,4,4,-1
Lorient v Rennes,1,1.5999999999999979,2,2,76,4,60,64,33,66,37,-6,4,-4,5,-5,1,1,0,12,1,0,1,0,74,76,2,12,0,0,8,8,0,0,1
Lorient v Saint-Etienne,0,0.6999999999999993,0,1,-59,-12,-53,-31,-22,-9,6,-49,0,0,1,-1,2,1,0,0,-1,0,-1,0,11,-66,-77,-15,0,0,-6,-5,-1,1,0
Lorient v SC Bastia,0,-2.099999999999998,6,2,157,-14,163,107,64,42,146,-18,2,-2,5,-5,5,3,0,8,0,0,-1,0,158,151,-7,-7,-2,0,-2,1,3,3,1
Lorient v Sochaux,0,1.6999999999999993,1,1,-80,-19,-84,-36,-53,1,-34,-56,-2,2,-1,1,-2,-1,0,-5,-1,0,0,0,-12,-86,-74,0,0,0,4,2,1,-2,1
Lorient v Toulouse,0,1.4000000000000021,4,4,-56,-21,-73,-14,-21,10,-12,-34,7,-7,3,-3,2,1,1,12,0,0,2,0,7,-70,-77,3,-1,0,-2,-1,6,1,1
Lorient v Troyes,0,-1.1999999999999993,0,1,-62,10,-57,-34,-29,-11,-35,-17,0,0,-1,1,0,-1,2,3,0,0,1,0,-4,-54,-50,7,0,0,0,4,6,4,2
Lorient v Valenciennes,1,0.6999999999999993,3,4,115,10,110,63,50,15,71,27,-3,3,4,-4,0,2,0,1,2,0,-3,0,39,104,65,-8,0,0,10,8,-7,-2,1
Lyon v AC Ajaccio,0,-1.1999999999999993,5,2,195,15,193,108,84,64,93,37,1,-1,2,-2,5,1,1,7,1,0,1,0,125,201,76,-4,0,0,1,-1,-1,-2,1
Lyon v Bordeaux,2,-1.3000000000000007,9,6,119,-6,126,60,65,50,65,9,5,-5,-1,1,5,2,0,6,1,0,1,0,116,109,-7,0,1,0,-7,-4,6,3,0
Lyon v Brest,0,-0.9000000000000021,2,3,216,-5,202,128,100,65,143,22,3,-3,6,-6,2,1,0,8,1,0,2,0,162,201,39,-7,0,0,1,2,0,1,0
Lyon v Evian,1,-1.0,3,3,134,-2,138,78,66,13,88,44,2,-2,4,-4,2,0,0,14,2,0,3,0,54,139,85,-4,-1,0,0,2,0,2,0
Lyon v Lille,2,-1.4000000000000021,-4,-1,68,5,67,39,36,31,64,-20,2,-2,-1,1,-5,0,-1,5,0,0,-2,0,74,55,-19,-14,0,0,-1,-4,2,-3,-2
Lyon v Lorient,0,-1.0999999999999979,2,2,75,10,70,52,27,15,21,42,3,-3,3,-3,1,2,-1,5,2,0,2,0,39,60,21,-13,0,0,-3,1,4,4,0
Lyon v Marseille,1,-1.4000000000000021,-4,-1,75,9,68,33,42,11,52,14,1,-1,0,0,-4,-3,0,5,0,0,1,0,46,73,27,0,0,0,-3,-3,0,0,0
Lyon v Montpellier,0,-1.0,4,1,15,-1,20,14,11,17,3,5,4,-4,4,-4,2,1,1,5,1,0,0,0,7,34,27,8,-1,0,-7,-3,6,4,1
Lyon v Nancy,1,-0.9000000000000021,-1,-2,136,2,124,70,72,24,109,9,-1,1,-1,1,0,-1,0,4,-1,0,-2,0,72,129,57,0,0,0,-6,-1,5,5,0
Lyon v Nice,0,0.8000000000000007,-1,0,41,-4,33,21,18,22,31,-14,1,-1,2,-2,-1,-2,1,-1,-4,0,0,0,57,24,-33,-2,-1,0,1,-1,-1,-2,1
Lyon v PSG,2,-4.4999999999999964,4,0,-40,1,-29,-43,1,-4,-39,2,1,-1,-6,6,8,3,0,-1,3,0,1,0,-27,-23,4,6,0,0,8,4,-2,-4,0
Lyon v Reims,0,-1.5,5,4,105,-1,100,68,41,38,84,-9,3,-3,5,-5,5,0,0,10,1,0,1,0,93,111,18,-2,-1,0,-1,4,3,5,-1
Lyon v Rennes,0,-0.10000000000000142,0,0,23,-4,7,27,3,31,1,-1,1,-1,0,0,-1,-1,0,4,0,0,-2,0,20,20,0,0,0,0,7,7,-1,0,1
Lyon v Saint-Etienne,1,-1.1000000000000014,3,2,40,-1,44,19,27,41,26,-23,-3,3,0,0,4,0,-1,1,2,0,-1,0,72,37,-35,-1,1,0,-6,-6,3,0,-1
Lyon v SC Bastia,0,-2.1999999999999993,5,3,174,-1,168,93,86,9,128,40,3,-3,0,0,2,2,0,6,1,0,1,0,50,173,123,3,-1,1,-4,-4,1,0,0
Lyon v Sochaux,2,-0.8999999999999986,5,0,86,-4,91,64,47,59,32,20,3,-3,5,-5,2,0,0,15,2,0,-1,0,91,82,-9,-6,0,0,-2,-2,2,0,0
Lyon v Toulouse,0,-0.7000000000000028,1,0,14,7,6,-4,22,13,-1,6,2,-2,3,-3,2,1,1,1,1,0,-2,0,-23,5,28,1,0,0,12,6,-11,-6,0
Lyon v Troyes,0,0.10000000000000142,8,4,164,22,170,101,76,78,106,-5,1,-1,-1,1,5,6,0,14,6,0,-3,0,152,167,15,-7,0,0,3,2,-4,-1,0
Lyon v Valenciennes,0,-2.1999999999999993,4,2,56,-2,50,28,12,4,29,10,-2,2,1,-1,3,1,-1,-10,-2,0,-2,0,11,57,46,-1,0,0,-6,-5,2,1,1
Marseille v AC Ajaccio,1,-1.0999999999999979,5,3,35,9,41,27,26,44,-16,23,5,-5,6,-6,5,1,0,16,3,0,-1,0,58,34,-24,-4,0,0,-1,3,7,4,0
