_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Arsenal v Man City,1,-1.9000000000000021,6,2,75,-10,100,48,43,59,24,8,4,-4,-3,3,0,0,0,15,2,0,0,0,111,96,-15,0,1,0,-14,-9,8,5,0
Arsenal v Man Utd,2,-2.3999999999999986,2,0,-8,-21,2,2,-5,-14,5,5,1,-1,-1,1,0,0,0,-3,0,0,0,0,-7,-1,6,0,1,0,-5,-4,5,1,-2
Arsenal v Portsmouth,0,-3.0,10,8,192,-12,200,123,82,43,140,23,5,-5,1,-1,0,0,0,9,0,0,2,0,157,209,52,3,0,0,-4,1,1,5,1
Arsenal v Stoke,0,-4.800000000000001,9,3,127,-14,140,110,28,47,87,4,4,-4,1,-1,0,0,0,11,1,0,-4,0,116,148,32,-2,0,0,-5,-3,2,2,1
Arsenal v Sunderland,0,-1.8000000000000007,10,4,159,-5,158,118,60,81,76,21,1,-1,3,-3,0,0,0,12,0,0,-1,0,137,157,20,-6,-2,0,-9,-5,5,4,1
Arsenal v Tottenham,0,-1.0999999999999979,7,5,24,-14,29,28,-1,39,3,-14,2,-2,1,-1,0,0,0,2,1,0,1,0,53,30,-23,-1,0,0,-11,-9,5,2,2
Arsenal v West Ham,0,0.0,1,-2,99,4,96,70,38,67,49,-9,2,-2,8,-8,0,0,0,8,1,0,0,0,117,94,-23,-1,-1,1,-11,-8,4,3,1
Arsenal v Wigan,0,-3.599999999999998,8,2,94,-6,96,74,28,38,62,5,0,0,7,-7,0,0,0,6,0,0,1,0,83,94,11,-4,2,0,-3,1,-2,4,1
Arsenal v Wolverhampton,0,-0.8999999999999986,9,5,62,-6,65,53,15,13,57,0,2,-2,0,0,0,0,0,11,3,0,-1,0,79,69,-10,-3,0,0,-7,-6,3,1,0
Aston Villa v Arsenal,1,2.0,1,-3,-26,0,-25,-9,1,-2,-1,-4,-1,1,-2,2,0,0,0,10,2,0,2,0,-16,-27,-11,-4,-1,0,6,4,-3,-2,0
Aston Villa v Birmingham,0,-0.29999999999999716,0,0,10,-3,18,16,11,48,-25,4,3,-3,3,-3,0,0,0,10,1,0,0,0,47,22,-25,-1,0,0,-7,-4,0,3,0
Aston Villa v Blackburn,2,1.3000000000000043,5,7,145,5,148,98,66,36,94,34,3,-3,-5,5,0,0,0,14,5,0,-1,0,100,138,38,-8,1,0,-1,0,3,1,0
Aston Villa v Bolton,0,-1.8000000000000043,8,3,25,1,40,12,35,31,13,2,7,-7,-1,1,0,0,0,19,6,0,2,0,58,46,-12,0,-2,0,-5,-4,4,1,1
Aston Villa v Burnley,0,0.3999999999999986,0,-3,31,-2,33,26,23,20,24,6,1,-1,1,-1,0,0,0,10,1,0,2,0,34,29,-5,2,-1,0,2,1,0,-1,0
Aston Villa v Chelsea,0,-1.1000000000000014,-3,0,-86,-1,-84,-31,-39,2,-68,-5,-3,3,-5,5,0,0,0,7,1,0,-2,0,-55,-100,-45,2,0,0,8,2,-7,-6,0
Aston Villa v Everton,1,0.09999999999999432,2,-1,-6,0,9,-5,-2,-4,1,-2,1,-1,0,0,0,0,0,2,0,0,2,0,8,3,-5,1,-1,0,-6,-3,4,3,-1
Aston Villa v Fulham,0,-2.5,0,1,25,11,26,44,3,35,13,-1,3,-3,0,0,0,0,0,10,2,0,0,0,34,14,-20,-4,-2,0,3,4,0,1,-1
Aston Villa v Hull,0,-1.2000000000000028,5,1,20,4,7,21,12,67,-25,-8,7,-7,2,-2,0,0,0,13,4,0,0,0,72,22,-50,2,0,0,3,5,3,2,2
Aston Villa v Liverpool,2,0.6999999999999957,-3,-4,-39,-2,-35,-34,-3,-19,-24,3,-2,2,0,0,0,0,0,1,3,0,-1,0,-13,-30,-17,4,0,0,-4,-3,4,1,0
Aston Villa v Man City,1,-0.10000000000000142,-4,-6,-83,-16,-76,-55,-43,-23,-67,-8,-1,1,-4,4,0,0,0,-4,-2,0,2,0,-67,-79,-12,5,0,0,5,3,-4,-2,1
Aston Villa v Man Utd,1,-1.4000000000000057,2,-1,-30,8,-33,2,-19,12,-30,-1,-2,2,3,-3,0,0,0,5,-2,0,1,0,-27,-32,-5,2,-1,-1,0,-2,4,-2,2
Aston Villa v Portsmouth,0,-0.6999999999999957,-4,-2,26,15,24,15,18,6,4,21,-1,1,-1,1,0,0,0,2,-1,0,-1,0,7,10,3,-2,0,0,-7,-4,5,3,2
Aston Villa v Stoke,0,-2.0,7,6,43,13,63,5,28,-18,27,24,0,0,3,-3,0,0,0,7,1,0,0,0,12,72,60,3,0,0,1,1,2,0,0
Aston Villa v Sunderland,1,1.6000000000000014,1,0,7,-2,3,5,4,30,-22,1,-2,2,0,0,0,0,0,3,2,0,-2,0,35,-4,-39,-2,0,0,2,2,2,0,0
Aston Villa v Tottenham,1,2.200000000000003,-4,-7,-96,-22,-96,-41,-50,-16,-48,-25,5,-5,-3,3,0,0,0,5,-1,0,0,0,-48,-105,-57,-9,0,0,-9,-10,0,-1,1
Aston Villa v West Ham,1,3.1999999999999957,3,4,57,7,59,54,29,77,12,-6,7,-7,2,-2,0,0,0,25,6,0,1,0,114,59,-55,0,-1,0,6,3,-5,-3,0
Aston Villa v Wigan,2,-2.700000000000003,-7,-4,-29,-5,-38,-6,-32,-7,-19,-12,-3,3,-1,1,0,0,0,1,0,0,0,0,-28,-34,-6,-4,1,0,5,8,3,3,-1
Aston Villa v Wolverhampton,1,1.1000000000000014,2,0,-3,-3,8,20,-16,8,-1,-3,0,0,3,-3,0,0,0,6,4,0,0,0,52,5,-47,10,0,0,-3,-3,-1,0,1
Birmingham v Arsenal,1,2.6000000000000014,-1,-2,-59,-3,-51,-68,4,-21,-33,-10,-3,3,4,-4,0,0,0,-3,-3,0,3,0,-44,-51,-7,4,-2,0,6,5,2,-1,0
Birmingham v Aston Villa,2,2.0,-1,2,2,2,-4,0,12,40,9,-37,4,-4,3,-3,0,0,0,8,0,0,-2,0,70,0,-70,4,0,0,-2,-1,3,1,0
Birmingham v Blackburn,0,0.30000000000000426,5,4,24,4,18,6,19,-8,29,3,3,-3,2,-2,0,0,0,0,2,0,3,0,39,23,-16,-8,-1,0,-2,1,3,3,1
Birmingham v Bolton,2,1.1000000000000014,2,3,59,-5,51,43,32,16,47,10,2,-2,5,-5,0,0,0,11,4,0,-2,0,60,58,-2,-2,0,0,-7,-5,7,2,-1
Birmingham v Burnley,0,-0.3999999999999986,4,-1,-9,-7,-13,1,-8,10,-23,5,-2,2,2,-2,0,0,0,-4,1,0,2,0,-10,-8,2,-1,0,0,-6,-3,1,3,2
Birmingham v Chelsea,1,0.10000000000000142,-12,-8,-117,7,-135,-99,-35,-34,-85,-18,-3,3,1,-1,0,0,0,-13,-8,0,3,0,-99,-123,-24,3,0,0,7,9,-5,2,0
Birmingham v Everton,1,0.3999999999999986,-4,-4,-23,-19,-30,-16,-15,2,-26,-8,-1,1,1,-1,0,0,0,-4,-1,0,-1,0,-17,-39,-22,-7,1,0,2,3,3,1,-1
Birmingham v Fulham,0,-1.1000000000000014,-4,-2,-59,12,-61,-34,-39,18,-84,-8,-5,5,3,-3,0,0,0,-8,-2,0,2,0,-18,-58,-40,8,0,0,-2,0,2,2,1
Birmingham v Hull,1,-0.19999999999999574,5,3,-4,-10,-15,-1,2,17,-16,0,5,-5,3,-3,0,0,0,1,2,0,0,0,4,-3,-7,-2,0,0,0,-1,-1,-1,0
Birmingham v Liverpool,1,1.3000000000000043,-4,-4,-105,-20,-113,-78,-34,2,-73,-41,1,-1,-3,3,0,0,0,0,3,0,0,0,-53,-98,-45,0,-1,0,2,4,1,2,0
Birmingham v Man City,1,1.5,-3,0,-48,4,-62,-34,-21,-17,-22,-16,-3,3,0,0,0,0,0,-15,-2,0,0,0,-40,-61,-21,3,2,0,7,4,-3,-3,0
Birmingham v Man Utd,1,1.6999999999999957,-9,-7,-175,-10,-161,-104,-101,-91,-88,-29,-7,7,0,0,0,0,0,-18,-4,0,-2,0,-138,-163,-25,3,-1,0,5,0,-3,-5,1
Birmingham v Portsmouth,0,0.29999999999999716,0,0,-37,-9,-37,-17,-6,25,-12,-36,0,0,4,-4,0,0,0,9,4,0,-3,0,11,-48,-59,3,0,0,9,5,-3,-4,0
Birmingham v Stoke,1,-0.19999999999999574,-2,0,57,2,55,16,41,-23,62,18,0,0,1,-1,0,0,0,-5,0,0,2,0,15,60,45,2,0,0,-3,-5,5,-2,0
Birmingham v Sunderland,0,2.0,6,0,-25,-8,-15,-15,-18,-13,-25,8,0,0,4,-4,0,0,0,-1,2,0,0,0,-24,-1,23,11,1,0,-4,-3,1,1,1
Birmingham v Tottenham,1,2.5,-11,-7,4,-1,1,-19,6,-14,-11,12,-1,1,1,-1,0,0,0,-6,-4,0,1,0,-43,16,59,-1,0,0,6,5,-1,-1,0
Birmingham v West Ham,0,2.9000000000000057,5,6,-12,5,-16,4,9,42,-6,-23,8,-8,2,-2,0,0,0,18,4,0,0,0,41,-23,-64,-2,-1,0,6,8,-4,2,0
Birmingham v Wigan,0,2.0,2,0,51,-6,46,46,17,11,50,2,0,0,4,-4,0,0,0,5,2,0,1,0,49,48,-1,-3,-1,0,-1,0,5,1,1
Birmingham v Wolverhampton,0,2.1000000000000014,3,1,-17,8,-22,1,-6,4,-18,8,4,-4,0,0,0,0,0,-1,0,0,0,0,-21,-29,-8,-5,1,0,-13,-10,9,3,-1
Blackburn v Arsenal,0,3.5000000000000036,3,2,-80,1,-90,-38,-47,-4,-72,-9,-1,1,0,0,0,0,0,-3,0,0,0,0,-50,-101,-51,7,1,0,5,1,-2,-4,0
Blackburn v Aston Villa,0,0.7999999999999972,5,3,18,-5,9,4,13,30,-10,-2,2,-2,-6,6,0,0,0,-8,-1,0,0,0,46,5,-41,6,1,0,-4,-5,2,-1,0
Blackburn v Birmingham,0,-0.5,-4,-2,-86,-13,-76,-43,-55,-53,-46,0,-2,2,-6,6,0,0,0,-12,-3,0,3,0,-96,-83,13,-2,0,0,-10,-8,3,2,1
Blackburn v Bolton,0,0.29999999999999716,0,-1,-40,-9,-44,-9,-19,-10,-13,-6,1,-1,1,-1,0,0,0,-1,-1,0,1,0,-29,-47,-18,0,0,0,-4,-3,3,1,1
Blackburn v Burnley,0,-0.5,5,1,-27,-2,-15,-31,-4,13,-45,-2,1,-1,0,0,0,0,0,2,3,0,1,0,2,-9,-11,6,1,0,5,5,-1,0,2
Blackburn v Chelsea,1,0.19999999999999574,-4,-1,-109,-2,-109,-63,-57,-47,-72,0,-3,3,-3,3,0,0,0,-4,-3,0,0,0,-94,-110,-16,2,0,0,11,7,-7,-4,-1
Blackburn v Everton,2,0.10000000000000142,10,10,-65,-4,-74,-28,-35,-12,-54,2,3,-3,0,0,0,0,0,0,0,0,2,0,-34,-82,-48,-2,0,0,-4,-9,-5,-5,-1
Blackburn v Fulham,0,-2.3000000000000043,-6,-5,-56,9,-61,-37,-35,-31,-23,-16,-2,2,-5,5,0,0,0,-11,-1,0,-1,0,-76,-64,12,-2,1,0,-4,-5,4,-1,1
Blackburn v Hull,0,-1.0,6,4,32,-12,47,39,5,44,-1,1,-1,1,0,0,0,0,0,6,-2,0,0,0,49,25,-24,-2,0,-1,-6,-5,3,1,1
Blackburn v Liverpool,1,0.8000000000000043,-1,-1,-60,4,-53,-45,-19,-12,-40,-14,-2,2,0,0,0,0,0,-2,0,0,0,0,-21,-50,-29,8,0,0,-3,1,2,4,0
Blackburn v Man City,2,0.10000000000000142,12,8,-61,-8,-56,-17,-23,4,-62,17,1,-1,1,-1,0,0,0,7,3,0,-2,0,-35,-78,-43,4,0,0,2,2,-3,0,-1
Blackburn v Man Utd,1,-0.7000000000000028,-4,-3,-170,-4,-182,-97,-86,-44,-108,-32,-4,4,-2,2,0,0,0,-14,-3,0,1,0,-101,-187,-86,6,1,0,11,7,-4,-4,0
Blackburn v Portsmouth,0,-0.20000000000000284,-2,0,37,16,32,29,24,36,5,10,2,-2,4,-4,0,0,0,6,5,0,6,0,25,34,9,6,2,0,-3,-1,4,2,-1
Blackburn v Stoke,1,-0.5,1,-2,79,-2,79,43,52,8,60,27,4,-4,0,0,0,0,0,18,3,0,0,0,42,96,54,1,-1,0,0,-1,0,-1,0
Blackburn v Sunderland,1,2.299999999999997,-2,-1,37,12,46,29,13,14,14,15,2,-2,7,-7,0,0,0,8,-1,0,1,0,35,54,19,-2,-2,0,2,1,1,-1,0
Blackburn v Tottenham,2,2.299999999999997,0,3,-95,-17,-90,-62,-35,33,-78,-53,1,-1,-1,1,0,0,0,0,0,0,0,0,11,-90,-101,7,-1,0,-9,-9,6,0,-1
Blackburn v West Ham,1,2.5,-2,-2,-59,-2,-71,-15,-36,50,-84,-15,1,-1,2,-2,0,0,0,3,2,0,-1,0,-2,-83,-81,0,-1,0,0,-5,-6,-5,0
Blackburn v Wigan,0,0.0,-1,-3,-48,-11,-54,-23,-25,31,-56,-21,-4,4,-3,3,0,0,0,-3,0,0,4,0,16,-61,-77,5,0,0,1,0,-2,-1,1
Blackburn v Wolverhampton,0,3.0999999999999943,1,1,28,-3,23,26,17,10,12,22,4,-4,-2,2,0,0,0,7,0,0,5,0,24,25,1,-2,0,0,-6,-4,3,2,1
Bolton v Arsenal,2,3.5000000000000036,0,0,-107,3,-120,-69,-43,-15,-86,-8,0,0,1,-1,0,0,0,0,0,0,0,0,-49,-123,-74,4,0,0,15,13,-3,-2,-1
Bolton v Aston Villa,2,-0.09999999999999432,1,-2,-8,6,-19,7,-17,0,-3,-6,-1,1,2,-2,0,0,0,0,-2,0,-2,0,14,-23,-37,-4,1,0,9,11,0,2,-1
Bolton v Birmingham,0,-0.7000000000000028,0,3,-100,-10,-91,-45,-52,-37,-42,-16,-1,1,1,-1,0,0,0,8,3,0,-1,0,-62,-93,-31,3,-4,0,12,8,-8,-4,1
Bolton v Blackburn,2,-0.9000000000000057,1,1,-31,-21,-14,15,-22,0,0,-11,0,0,-2,2,0,0,0,7,1,0,0,0,7,-19,-26,5,1,0,4,5,0,1,-1
Bolton v Burnley,0,0.29999999999999716,-4,-4,-73,-24,-65,-6,-60,-16,-24,-27,-4,4,0,0,0,0,0,1,5,0,-1,0,-21,-72,-51,3,0,0,1,2,-2,1,1
Bolton v Chelsea,2,-0.8999999999999986,-7,-4,-148,-2,-149,-93,-68,-30,-92,-40,-3,3,-5,5,0,0,0,0,-1,0,-1,0,-83,-154,-71,2,0,1,10,8,-6,-2,-1
Bolton v Everton,0,2.900000000000002,-7,-6,-112,-3,-114,-61,-56,-22,-78,-18,-1,1,2,-2,0,0,0,-3,4,0,2,0,-59,-117,-58,-2,1,0,2,2,4,0,1
Bolton v Fulham,1,-1.8999999999999986,4,6,-28,6,-26,-2,-21,62,-54,-30,-2,2,0,0,0,0,0,4,3,0,1,0,52,-28,-80,6,0,0,3,2,-2,-1,0
Bolton v Hull,1,-0.5,3,-3,36,7,17,31,5,15,8,10,1,-1,-2,2,0,0,0,-1,0,0,-3,0,4,23,19,-2,0,0,8,3,-9,-5,1
Bolton v Liverpool,2,1.6999999999999957,-4,0,-228,-13,-219,-138,-102,-47,-142,-52,2,-2,-4,4,0,0,0,-6,-2,0,0,0,-115,-229,-114,7,3,0,7,4,-7,-3,0
Bolton v Man City,1,-0.10000000000000142,0,1,-120,-12,-111,-54,-63,-1,-91,-26,2,-2,-1,1,0,0,0,1,-1,0,-1,0,-57,-115,-58,2,1,0,-1,0,0,1,0
Bolton v Man Utd,2,-0.5999999999999943,5,5,-66,5,-79,-33,-34,-16,-47,-4,2,-2,2,-2,0,0,0,-3,1,0,0,0,-36,-84,-48,1,0,0,7,4,-5,-3,1
Bolton v Portsmouth,1,-1.0,2,2,47,-6,42,35,31,53,18,-9,1,-1,3,-3,0,0,0,11,5,0,0,0,56,44,-12,-3,0,0,10,9,-5,-1,2
Bolton v Stoke,1,-0.6000000000000014,-2,-1,23,8,10,22,2,-6,13,16,-2,2,-1,1,0,0,0,-4,-2,0,-2,0,-11,8,19,-4,0,0,2,0,-3,-2,0
Bolton v Sunderland,2,1.3999999999999986,-3,-3,32,2,21,17,15,22,5,5,-2,2,-3,3,0,0,0,-2,0,0,0,0,2,7,5,-2,0,0,7,4,-4,-3,-1
Bolton v Tottenham,1,2.5,9,4,-87,-7,-84,-35,-37,39,-90,-20,0,0,0,0,0,0,0,5,5,0,0,0,-8,-98,-90,4,0,0,-3,-7,-2,-4,0
Bolton v West Ham,0,2.799999999999997,8,3,4,-2,0,30,-15,79,-44,-19,4,-4,-1,1,0,0,0,12,4,0,1,0,79,-4,-83,-2,2,0,2,1,-2,-1,0
Bolton v Wigan,0,2.3999999999999986,-4,-4,-56,-8,-66,-30,-34,-26,-23,-16,-1,1,-2,2,0,0,0,-4,-4,0,0,0,-63,-72,-9,4,-1,0,13,9,-11,-4,1
Bolton v Wolverhampton,0,1.7000000000000028,6,2,-20,-7,-22,-2,-27,0,-6,-21,-1,1,-3,3,0,0,0,1,1,0,-1,0,-18,-23,-5,4,0,0,2,2,-1,0,1
Burnley v Arsenal,1,3.6000000000000014,-7,-3,21,16,16,18,23,41,-1,-1,-3,3,5,-5,0,0,0,1,-3,0,2,0,38,2,-36,-1,1,0,-11,-14,3,-3,0
Burnley v Aston Villa,1,0.30000000000000426,5,2,-30,-19,-33,-17,-12,14,-19,-25,0,0,5,-5,0,0,0,2,3,0,-2,0,21,-30,-51,-1,-2,0,-5,-3,2,2,1
Burnley v Birmingham,0,0.0,6,8,105,2,106,57,57,16,64,34,3,-3,-3,3,0,0,0,8,0,0,1,0,55,109,54,-3,-1,0,-4,-1,2,3,0
Burnley v Blackburn,2,1.7000000000000028,-8,-3,52,12,45,41,15,1,44,13,2,-2,0,0,0,0,0,6,-2,0,-2,0,17,41,24,-5,-1,0,-1,-4,-1,-3,-1
Burnley v Bolton,1,0.0,-2,-4,56,-1,37,28,30,44,14,2,2,-2,2,-2,0,0,0,9,1,0,-1,0,46,43,-3,-6,0,0,0,0,2,0,-1
Burnley v Chelsea,2,0.19999999999999574,-3,0,-79,5,-87,-48,-42,-3,-65,-23,-3,3,4,-4,0,0,0,-9,-3,0,-2,0,-37,-91,-54,-1,0,0,-6,-6,2,0,-1
Burnley v Everton,0,2.1000000000000014,-4,-5,-61,-8,-65,-44,-28,-26,-37,-9,-2,2,0,0,0,0,0,0,3,0,1,0,-55,-45,10,4,0,0,-5,-6,2,-1,1
Burnley v Fulham,1,-0.5,2,3,-30,9,-27,-17,-13,13,-11,-34,3,-3,-3,3,0,0,0,1,-1,0,0,0,21,-34,-55,-8,-2,0,-4,-4,7,0,0
Burnley v Hull,0,-0.3999999999999986,5,1,54,17,52,31,35,39,22,6,6,-6,3,-3,0,0,0,12,1,0,-3,0,66,62,-4,1,0,0,-3,-4,6,-1,1
Burnley v Liverpool,2,1.8999999999999986,-2,-2,-45,5,-34,-40,-12,-26,-18,-8,-3,3,-1,1,0,0,0,-8,0,0,1,0,4,-29,-33,6,0,0,-6,-4,6,2,0
Burnley v Man City,2,1.2999999999999972,-7,-2,-101,-8,-104,-53,-39,-15,-63,-14,1,-1,4,-4,0,0,0,8,2,0,0,0,-70,-104,-34,1,0,0,1,-3,-5,-4,-5
Burnley v Man Utd,0,-0.09999999999999432,-3,-2,-135,-11,-121,-81,-57,-32,-90,-20,-6,6,-1,1,0,0,0,-4,-3,0,-1,0,-92,-115,-23,9,2,0,0,-4,1,-4,1
Burnley v Portsmouth,2,-2.5,-4,-1,8,8,6,-2,7,22,-5,-13,0,0,3,-3,0,0,0,5,1,0,-2,0,36,15,-21,-3,0,0,1,3,-2,2,0
Burnley v Stoke,1,0.8000000000000043,-1,1,26,5,17,4,18,7,-3,18,1,-1,4,-4,0,0,0,5,1,0,0,0,7,38,31,0,0,0,0,1,-1,1,-1
Burnley v Sunderland,0,1.1999999999999957,-2,-1,-10,1,-15,-15,-20,-42,13,-7,-2,2,4,-4,0,0,0,-16,-1,0,-2,0,-44,3,47,-6,-1,0,1,3,-3,2,0
Burnley v Tottenham,0,1.6000000000000014,-4,-3,9,5,-6,-4,-5,-17,10,-3,-4,4,-2,2,0,0,0,-11,-3,0,-1,0,-8,2,10,-3,0,0,2,1,1,-1,-1
Burnley v West Ham,0,1.1000000000000014,-4,-3,45,20,33,13,35,64,8,-25,1,-1,0,0,0,0,0,4,-1,0,-2,0,82,41,-41,-3,0,0,-5,-6,3,-1,1
Burnley v Wigan,2,0.4000000000000057,-4,-1,-34,-1,-26,-16,-10,-10,-13,-3,3,-3,-1,1,0,0,0,8,4,0,0,0,-13,-35,-22,2,0,0,0,-2,-4,-2,0
Burnley v Wolverhampton,2,2.8000000000000043,1,0,-18,9,-10,-1,-6,-15,-2,10,3,-3,3,-3,0,0,0,2,-1,0,-2,0,-8,-22,-14,-1,0,0,-1,-2,-2,-1,-1
Chelsea v Arsenal,0,3.700000000000003,-6,-4,-43,0,-36,-49,-10,-64,-8,12,-4,4,2,-2,0,0,0,-10,2,0,3,0,-87,-30,57,11,0,0,6,4,-3,-2,2
Chelsea v Aston Villa,0,-0.3999999999999986,4,4,152,-1,153,99,59,74,66,20,2,-2,-3,3,0,0,0,6,1,0,1,0,128,158,30,0,1,0,-9,-1,10,8,1
Chelsea v Birmingham,0,-0.19999999999999574,11,8,144,-5,153,101,46,51,95,5,2,-2,-4,4,0,0,0,9,5,0,1,0,104,143,39,1,-1,0,1,-1,-3,-2,2
Chelsea v Blackburn,0,1.3000000000000043,13,7,174,-6,169,115,77,44,130,20,3,-3,3,-3,0,0,0,8,5,0,-4,0,148,170,22,-2,-1,0,-8,-5,3,3,-1
Chelsea v Bolton,0,0.6999999999999957,4,0,145,-1,155,69,75,15,82,49,1,-1,10,-10,0,0,0,3,3,0,0,0,67,169,102,0,-1,0,-9,-7,5,2,1
Chelsea v Burnley,0,1.0999999999999943,13,9,89,-19,111,64,34,49,64,-11,3,-3,-1,1,0,0,0,12,5,0,1,0,138,113,-25,2,0,0,-14,-4,14,10,1
Chelsea v Everton,1,3.700000000000003,2,-1,75,-7,81,61,21,57,49,-21,1,-1,2,-2,0,0,0,10,-1,0,1,0,91,73,-18,0,-1,0,-5,-3,6,2,2
Chelsea v Fulham,0,-2.0,5,5,141,5,151,81,78,70,89,0,5,-5,4,-4,0,0,0,19,1,0,1,0,128,142,14,1,0,0,-9,-5,6,4,-1
Chelsea v Hull,0,-1.2999999999999972,8,5,152,-3,153,83,84,53,87,27,1,-1,5,-5,0,0,0,5,3,0,0,0,120,160,40,-7,-1,0,1,2,2,1,0
Chelsea v Liverpool,0,2.5,3,1,68,-8,66,45,18,17,23,24,-2,2,1,-1,0,0,0,-3,4,0,-2,0,44,74,30,-4,1,0,-9,-4,6,5,0
Chelsea v Man City,2,1.3999999999999986,11,6,79,-8,92,63,24,46,31,13,1,-1,-4,4,0,0,0,13,0,0,-1,0,110,81,-29,5,0,0,-9,-8,6,1,0
Chelsea v Man Utd,0,1.9000000000000057,-1,1,6,-12,18,22,-10,-19,39,-11,-1,1,2,-2,0,0,0,9,0,0,-2,0,21,30,9,8,0,0,-10,-6,8,4,0
Chelsea v Portsmouth,0,0.6000000000000014,11,6,99,1,109,61,50,101,27,-16,4,-4,-3,3,0,0,0,12,2,0,1,0,155,108,-47,8,0,0,1,2,1,1,1
Chelsea v Stoke,0,-0.5,14,8,173,8,174,103,77,87,61,34,5,-5,0,0,0,0,0,9,1,0,0,0,149,186,37,-7,0,0,-3,1,3,4,3
Chelsea v Sunderland,0,3.3000000000000007,11,3,162,-4,169,98,64,34,97,31,4,-4,1,-1,0,0,0,5,-1,0,-1,0,97,170,73,-4,0,0,-6,-3,1,3,4
Chelsea v Tottenham,0,2.200000000000003,3,0,-72,-16,-63,-21,-37,40,-87,-13,1,-1,3,-3,0,0,0,15,5,0,1,0,9,-58,-67,6,0,0,4,4,-3,0,1
Chelsea v West Ham,0,0.6999999999999957,14,8,82,-5,84,69,36,76,35,-3,6,-6,-4,4,0,0,0,21,10,0,-1,0,123,86,-37,-3,0,0,-9,-7,1,2,0
Chelsea v Wigan,0,2.3999999999999986,3,0,-61,-22,-55,-22,-29,-12,-29,-11,1,-1,-1,1,0,0,0,3,-2,0,2,0,-34,-53,-19,7,-1,-1,3,2,-1,-1,2
Chelsea v Wolverhampton,0,0.8999999999999986,4,1,138,9,131,80,59,52,64,21,-2,2,-1,1,0,0,0,-1,-1,0,0,0,52,139,87,1,0,0,-6,-4,2,2,3
