_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Borussia Dortmund v Hoffenheim,2,1.80,7,5,173,4,169,95,90,39,95,51,2,-2,5,-5,6,5,0,2,3,0,0,0,78,180,102,5,-2,0,-1,2,3,3,1
Borussia Dortmund v Leverkusen,0,-0.50,6,1,159,13,162,92,78,62,99,10,4,-4,4,-4,5,5,2,10,3,0,2,0,125,159,34,1,0,0,-16,-11,7,5,2
Borussia Dortmund v Mainz,0,-2.40,7,5,197,3,196,101,95,76,108,16,3,-3,-1,1,4,4,0,2,2,0,1,0,160,183,23,-12,2,0,-5,-6,4,-1,1
Borussia Dortmund v Nuernberg,0,-0.80,5,2,228,11,230,114,113,40,152,36,-1,1,-1,1,4,5,1,-2,0,0,2,0,114,229,115,-4,0,0,6,2,-2,-4,2
Borussia Dortmund v Schalke,2,-0.60,0,2,8,-3,23,-7,9,-8,0,10,-1,1,-2,2,1,1,0,-5,1,0,1,0,-29,3,32,-3,-1,0,5,-3,-7,-8,-1
Borussia Dortmund v Stuttgart,1,-1.70,1,3,70,-8,68,31,43,26,49,-1,1,-1,6,-6,-1,0,0,1,0,0,2,0,70,54,-16,-8,-2,0,3,-1,-4,-4,0
Borussia Dortmund v Werder Bremen,0,0.70,3,0,42,-19,38,25,18,18,15,10,0,0,-4,4,0,0,1,-1,-1,0,0,0,39,32,-7,-5,0,0,10,7,-9,-3,1
Borussia Dortmund v Wolfsburg,2,-2.60,6,5,83,5,79,36,52,42,46,-3,3,-3,1,-1,2,2,-1,0,0,0,0,0,112,87,-25,-5,0,1,-17,-6,17,11,-1
Mönchengladb. v Augsburg,0,-0.70,2,0,72,-6,79,50,19,10,33,26,-1,1,0,0,1,6,0,-4,-1,0,0,0,11,72,61,-10,1,-1,1,0,-2,-1,1
Mönchengladb. v Bayern,2,-2.00,-7,-3,-151,6,-166,-99,-74,-113,-44,-17,-4,4,-1,1,-5,-5,1,-22,-4,0,-2,0,-177,-160,17,3,0,0,3,2,0,-1,1
Mönchengladb. v Borussia Dortmund,1,0.40,-9,-4,-109,-14,-110,-48,-56,-52,-77,23,-3,3,-5,5,-5,-5,0,-3,-1,0,-1,0,-116,-117,-1,-11,2,0,1,0,-3,-1,-1
Mönchengladb. v Eintracht Frankfurt,0,-0.10,-1,0,-108,-2,-109,-72,-45,-39,-56,-18,0,0,1,-1,1,1,1,-4,1,0,-2,0,-66,-102,-36,3,0,0,-1,-4,-7,-3,2
Mönchengladb. v Fortuna Duesseldorf,0,-1.30,0,2,151,10,148,88,69,12,115,30,2,-2,-2,2,-1,0,1,0,-2,0,-1,0,75,153,78,-1,1,0,-12,-5,5,7,0
Mönchengladb. v Freiburg,1,0.40,3,0,-43,-11,-48,-40,-9,-40,-71,64,1,-1,4,-4,3,4,0,0,3,0,-1,0,-111,-38,73,-3,1,0,6,3,-6,-3,0
Mönchengladb. v Greuther Fuerth,0,1.10,4,-1,178,24,169,116,67,30,68,86,-1,1,2,-2,2,-1,0,0,1,0,-5,0,43,170,127,-18,0,0,-16,-10,13,6,0
Mönchengladb. v Hamburg,1,0.70,-5,-4,-55,-21,-67,-20,-42,-32,-46,16,1,-1,4,-4,-4,-5,-1,1,0,0,0,0,-101,-62,39,-15,-1,0,8,5,-6,-3,-1
Mönchengladb. v Hannover,0,-0.70,-2,-2,149,3,152,77,75,5,88,56,2,-2,-2,2,-3,2,1,3,0,0,2,0,64,164,100,4,0,0,-5,-2,1,3,1
Mönchengladb. v Hoffenheim,0,1.60,0,-1,145,14,142,81,57,15,106,22,0,0,0,0,1,2,1,-4,2,0,-3,0,65,144,79,-16,1,0,-3,-1,2,2,1
Mönchengladb. v Leverkusen,1,-0.20,-10,-8,29,6,19,1,14,-48,40,25,-7,7,3,-3,-8,-8,1,-10,-3,0,1,0,-108,24,132,-18,-1,0,16,12,-10,-4,1
Mönchengladb. v Mainz,0,-2.40,-3,-3,-39,-11,-48,-5,-40,-28,-30,12,-3,3,1,-1,-3,-2,0,-10,-2,0,-1,0,-58,-50,8,-10,-1,0,2,1,2,-1,0
Mönchengladb. v Nuernberg,2,-0.10,0,0,182,-17,182,102,76,23,108,46,-2,2,-3,3,-1,0,-1,-3,-1,0,1,0,110,180,70,-2,0,0,-18,-13,5,5,-1
Mönchengladb. v Schalke,2,0.50,1,0,-90,-4,-90,-73,-30,-68,-46,13,1,-1,2,-2,2,1,0,-3,1,0,3,0,-101,-69,32,4,1,0,3,-2,-5,-5,0
Mönchengladb. v Stuttgart,2,-0.90,3,4,-59,-30,-59,-21,-29,-1,-56,6,4,-4,2,-2,3,2,-1,7,-1,0,3,0,-37,-72,-35,-4,-1,0,1,-2,-5,-3,0
Mönchengladb. v Werder Bremen,1,0.90,-4,-2,77,8,73,46,29,6,48,20,-1,1,1,-1,0,0,0,-3,-1,0,5,0,-19,65,84,-6,1,0,2,1,-1,-1,0
Mönchengladb. v Wolfsburg,0,-1.40,-5,-4,-119,-12,-133,-64,-70,-36,-79,-19,-4,4,3,-3,-5,-4,1,-16,-4,0,0,0,-83,-129,-46,2,1,0,5,-1,-7,-6,2
Eintracht Frankfurt v Augsburg,0,0.60,4,2,43,-6,43,38,8,9,33,6,-3,3,0,0,3,2,1,-4,0,0,1,0,36,32,-4,-2,-2,0,0,0,-1,0,-1
Eintracht Frankfurt v Bayern,2,-2.50,2,0,-127,2,-137,-73,-63,-34,-69,-33,-4,4,-3,3,0,1,0,-13,-5,0,0,0,-70,-121,-51,2,1,0,-8,-3,7,5,0
Eintracht Frankfurt v Borussia Dortmund,1,0.90,1,-1,-66,7,-54,-42,-22,-13,-43,-6,-2,2,2,-2,-1,0,-2,-1,-2,0,-1,0,-29,-61,-32,3,0,0,-10,-7,9,3,-2
Eintracht Frankfurt v Mönchengladb.,2,1.00,-2,-2,64,10,66,51,26,50,44,-18,0,0,-2,2,-2,-2,-1,5,-1,0,3,0,106,72,-34,2,1,0,-1,-2,5,-1,-1
Eintracht Frankfurt v Fortuna Duesseldorf,0,-1.10,7,2,181,19,184,115,71,51,99,35,-3,3,-1,1,4,5,0,4,1,0,-1,0,121,185,64,0,0,0,-8,-3,6,5,1
Eintracht Frankfurt v Freiburg,0,0.70,-2,-2,107,-8,100,73,45,-13,56,74,-1,1,-2,2,-1,-1,0,2,2,0,-1,0,13,116,103,-2,-2,0,5,2,-1,-3,0
Eintracht Frankfurt v Greuther Fuerth,1,0.50,0,-1,36,5,21,19,18,-8,24,21,-2,2,11,-11,-1,-1,0,-1,-3,0,0,0,19,49,30,2,0,0,-2,4,3,6,1
Eintracht Frankfurt v Hamburg,0,1.40,1,1,116,10,104,83,44,72,44,11,2,-2,3,-3,1,1,0,6,3,0,0,0,103,115,12,6,0,-1,-4,-2,4,2,1
Eintracht Frankfurt v Hannover,0,-1.50,0,1,-4,2,-12,-13,8,27,-36,2,1,-1,-5,5,0,1,1,2,1,0,3,0,29,5,-24,-1,-1,0,-2,4,6,6,1
Eintracht Frankfurt v Hoffenheim,0,1.80,3,3,38,-2,38,16,33,3,29,16,0,0,2,-2,3,1,1,0,1,0,2,0,41,42,1,-5,-1,0,-11,-9,2,2,1
Eintracht Frankfurt v Leverkusen,0,1.00,1,-2,40,0,43,34,8,8,42,-6,0,0,2,-2,1,0,0,0,-1,0,-1,0,19,44,25,-1,0,0,-4,-5,0,-1,-1
Eintracht Frankfurt v Mainz,2,-1.80,-4,0,24,-14,25,40,8,44,8,-3,1,-1,1,-1,-3,-2,-2,12,2,0,1,0,66,22,-44,-4,1,0,-14,-8,7,6,-2
Eintracht Frankfurt v Nuernberg,1,0.10,-1,-3,67,2,66,30,32,-4,43,23,-1,1,1,-1,0,-2,0,-2,-4,0,0,0,8,61,53,-1,0,0,3,-1,-4,-4,0
Eintracht Frankfurt v Schalke,0,0.70,0,-2,11,-1,7,14,7,27,-6,1,-1,1,2,-2,2,1,1,12,4,0,2,0,66,32,-34,9,1,0,-7,-3,6,4,1
Eintracht Frankfurt v Stuttgart,2,-0.10,-1,-3,-48,-18,-48,-33,-20,-9,-45,1,-1,1,-2,2,1,1,1,-2,0,0,0,0,-38,-51,-13,-4,-1,0,2,2,-3,0,1
Eintracht Frankfurt v Werder Bremen,0,2.30,3,2,81,8,75,28,64,81,6,9,1,-1,2,-2,2,2,0,8,1,0,1,0,85,81,-4,-8,3,0,11,7,-6,-4,0
Eintracht Frankfurt v Wolfsburg,1,0.40,-7,-5,3,-6,-1,13,-13,-10,-14,23,-4,4,-8,8,-5,-3,-2,-4,-3,0,-1,0,-14,0,14,2,0,-1,-2,3,4,5,-1
Fortuna Duesseldorf v Augsburg,2,0.00,-9,-5,-60,-7,-69,-30,-38,-38,-13,-19,-3,3,9,-9,-9,-8,-1,-6,-5,0,1,0,-74,-72,2,-2,-3,0,6,1,-8,-5,-2
Fortuna Duesseldorf v Bayern,2,0.90,-14,-7,-288,-13,-291,-173,-131,-119,-184,-5,-3,3,-6,6,-11,-7,-1,-15,-5,0,-1,0,-235,-302,-67,-2,3,0,7,1,-11,-6,-2
Fortuna Duesseldorf v Borussia Dortmund,2,2.00,2,1,-48,8,-57,-20,-21,-7,-38,5,0,0,0,0,2,3,0,5,5,0,-2,0,-24,-46,-22,0,1,0,6,3,-2,-3,-1
Fortuna Duesseldorf v Mönchengladb.,1,1.70,-8,-4,-118,7,-118,-93,-35,-12,-96,-22,-1,1,-2,2,-6,-5,0,-4,-2,0,2,0,-89,-128,-39,-4,2,0,11,5,-6,-6,0
Fortuna Duesseldorf v Eintracht Frankfurt,0,0.60,3,-2,32,-1,33,15,18,-30,53,10,2,-2,4,-4,1,0,1,1,1,0,1,0,-9,32,41,0,-1,0,0,-2,-4,-2,2
Fortuna Duesseldorf v Freiburg,1,3.20,-1,-1,-37,11,-41,-49,3,-56,-25,35,1,-1,1,-1,0,-1,0,-6,0,0,-2,0,-95,-52,43,-5,0,0,10,5,-12,-5,0
Fortuna Duesseldorf v Greuther Fuerth,0,1.40,3,0,0,-1,1,-2,11,21,-11,-1,1,-1,7,-7,-1,-1,0,3,0,0,1,0,16,-2,-18,-6,-1,0,1,6,1,5,1
Fortuna Duesseldorf v Hamburg,0,1.40,1,0,-95,5,-108,-52,-43,7,-91,-14,0,0,-2,2,0,1,1,-3,0,0,-1,0,-53,-98,-45,-1,0,0,9,6,-3,-3,1
Fortuna Duesseldorf v Hannover,0,-1.60,1,1,-36,-5,-34,-16,-18,-13,-8,-13,0,0,4,-4,-1,-1,1,0,-1,0,1,0,-23,-39,-16,-1,1,0,-2,0,2,2,1
Fortuna Duesseldorf v Hoffenheim,1,3.50,3,2,-89,-20,-76,-52,-43,-33,-67,5,2,-2,3,-3,0,1,0,1,-1,0,1,0,-71,-79,-8,0,-1,0,1,-1,0,-2,0
Fortuna Duesseldorf v Leverkusen,2,1.30,0,1,-70,-4,-69,-42,-29,-18,-47,-7,1,-1,5,-5,0,-1,0,4,-1,0,-1,0,-31,-72,-41,3,0,0,5,4,-3,-1,-2
Fortuna Duesseldorf v Mainz,1,-1.70,0,3,-121,-13,-112,-64,-58,-17,-51,-53,0,0,1,-1,2,3,0,-3,-1,0,-1,0,-32,-131,-99,-1,0,0,2,-2,-5,-4,-2
Fortuna Duesseldorf v Nuernberg,2,1.80,-2,2,27,18,13,22,4,31,0,-1,-1,1,0,0,-1,-2,0,-1,-2,0,0,0,29,21,-8,1,-1,0,14,6,-11,-8,-1
Fortuna Duesseldorf v Schalke,1,3.80,-4,0,-145,-2,-147,-70,-86,-41,-85,-30,-3,3,-3,3,-4,-4,-2,-8,-1,0,0,0,-95,-142,-47,12,1,0,3,-1,-11,-4,-2
Fortuna Duesseldorf v Stuttgart,0,1.00,1,-2,-212,-39,-203,-107,-102,-20,-139,-55,0,0,-2,2,2,4,1,0,0,0,0,0,-82,-204,-122,4,0,0,0,-2,-2,-2,2
Fortuna Duesseldorf v Werder Bremen,1,4.30,3,0,-102,-15,-98,-44,-44,-17,-52,-19,0,0,5,-5,2,2,0,3,3,0,1,0,-54,-96,-42,2,-1,0,-1,-1,3,0,0
Fortuna Duesseldorf v Wolfsburg,2,0.40,0,0,-106,-18,-100,-61,-56,-25,-61,-35,-4,4,3,-3,0,0,0,-10,-3,0,0,0,-74,-100,-26,5,0,0,10,8,-9,-2,0
Freiburg v Augsburg,0,-2.20,-4,-1,26,-8,23,33,3,12,24,0,-1,1,3,-3,-2,-2,0,1,1,0,-2,0,13,34,21,0,2,0,-15,-10,4,5,1
Freiburg v Bayern,2,-2.20,0,1,-61,0,-60,-32,-30,-11,-36,-20,-2,2,5,-5,0,-1,0,-5,-2,0,-5,0,-7,-75,-68,-4,0,1,-4,2,7,6,-1
Freiburg v Borussia Dortmund,2,-0.10,-2,0,32,-11,9,22,5,2,20,6,-1,1,-2,2,0,0,0,-2,-1,0,-1,0,5,13,8,-3,-1,0,3,5,4,2,0
Freiburg v Mönchengladb.,0,-1.00,5,3,94,5,106,69,48,66,62,-9,3,-3,-2,2,2,2,0,15,-1,0,1,0,94,108,14,3,-1,0,-2,-3,1,-1,0
Freiburg v Eintracht Frankfurt,1,-2.10,-3,0,-42,2,-37,-15,-32,-40,20,-26,-1,1,-3,3,-2,-2,0,-4,-2,0,-1,0,-61,-39,22,-1,0,0,-14,-7,11,7,0
Freiburg v Fortuna Duesseldorf,0,-2.10,4,1,151,9,146,97,59,34,101,23,1,-1,-6,6,3,4,0,3,1,0,-2,0,97,140,43,-11,0,0,-6,-6,2,0,0
Freiburg v Greuther Fuerth,0,-0.50,3,2,155,1,145,92,53,14,62,69,-1,1,6,-6,4,4,1,-4,0,0,-2,0,28,153,125,-3,-2,0,-9,-1,6,8,1
Freiburg v Hamburg,1,-0.10,0,0,4,-5,7,3,10,27,11,-23,4,-4,2,-2,-1,-2,0,7,-1,0,-1,0,29,7,-22,-6,-1,0,-4,-5,-2,-1,0
Freiburg v Hannover,0,-2.60,2,2,147,21,147,66,83,52,49,48,1,-1,7,-7,1,1,0,2,2,0,-1,0,112,147,35,4,-2,0,-4,-5,1,-1,-1
Freiburg v Hoffenheim,0,0.60,7,2,61,-5,66,58,29,32,30,27,5,-5,3,-3,3,4,1,16,6,0,-2,0,67,65,-2,-2,-2,0,-12,-13,5,-1,1
Freiburg v Leverkusen,1,-1.20,2,1,21,2,25,18,0,18,8,-11,0,0,3,-3,2,2,0,-3,-2,0,-3,0,1,1,0,-18,-1,0,-6,1,8,7,0
Freiburg v Mainz,1,-2.50,-3,-2,3,-4,3,9,2,0,8,6,-1,1,1,-1,-3,-3,0,-3,1,0,0,0,0,-4,-4,1,0,0,-2,-5,4,-3,0
Freiburg v Nuernberg,0,-0.70,1,0,-55,-14,-53,-25,-23,28,-34,-43,-2,2,0,0,2,3,1,2,1,0,-1,0,16,-51,-67,13,0,0,-2,-3,0,-1,1
Freiburg v Schalke,2,-2.30,0,2,87,-7,97,61,36,9,66,21,1,-1,0,0,-2,1,0,2,3,0,3,0,13,85,72,0,0,0,-4,-5,2,-1,-1
Freiburg v Stuttgart,0,-1.50,7,4,-2,-6,-6,2,1,30,8,-33,5,-5,5,-5,5,1,0,2,1,0,-2,0,43,5,-38,1,-1,0,-8,3,9,11,1
Freiburg v Werder Bremen,2,0.50,6,3,9,4,22,7,5,17,9,-14,1,-1,0,0,6,4,0,1,1,0,2,0,64,29,-35,10,1,0,-9,-3,12,6,1
Freiburg v Wolfsburg,2,-1.50,-3,-2,76,-1,63,62,34,59,37,1,4,-4,2,-2,-6,-6,-1,9,0,0,-3,0,86,55,-31,-10,0,0,-16,-8,11,8,0
Greuther Fuerth v Augsburg,1,-1.40,2,1,-69,-19,-59,-31,-44,-27,-42,-6,1,-1,-3,3,1,1,-1,2,1,0,-1,0,-36,-54,-18,4,-1,0,-3,2,2,5,-1
Greuther Fuerth v Bayern,2,0.20,-2,-3,-217,-24,-216,-114,-111,-29,-158,-40,-2,2,-3,3,-2,-1,0,-6,-2,0,0,0,-107,-217,-110,4,1,0,4,3,1,-1,-1
Greuther Fuerth v Borussia Dortmund,2,-0.80,-8,-4,-135,-4,-128,-70,-77,-54,-85,-6,-4,4,3,-3,-7,-7,-4,-7,0,0,1,0,-73,-137,-64,-4,0,0,-4,-7,-8,-3,-5
Greuther Fuerth v Mönchengladb.,2,1.20,0,-2,-114,19,-107,-80,-44,-47,-86,6,-1,1,1,-1,2,2,0,-8,1,0,3,0,-104,-106,-2,7,0,1,4,5,-1,1,1
Greuther Fuerth v Eintracht Frankfurt,2,-1.20,0,0,-76,-5,-64,-32,-37,4,-32,-44,0,0,-2,2,1,1,-1,-7,-2,0,-1,0,8,-102,-110,-2,0,0,5,2,-6,-3,0
Greuther Fuerth v Fortuna Duesseldorf,2,-2.10,-3,-2,63,15,61,49,13,1,44,19,0,0,-3,3,-1,-2,-1,-6,-4,0,1,0,40,54,14,-6,-2,0,-8,-5,6,3,-2
Greuther Fuerth v Freiburg,2,-0.40,-3,-3,-217,-7,-228,-135,-89,-72,-120,-37,-3,3,1,-1,-3,1,1,-8,1,0,3,0,-177,-227,-50,2,-1,0,16,6,-17,-10,1
Greuther Fuerth v Hamburg,2,1.50,1,0,-73,-8,-58,-29,-27,14,-47,-23,2,-2,-3,3,0,1,-1,11,1,0,1,0,-5,-80,-75,3,2,0,11,3,-15,-8,-1
Greuther Fuerth v Hannover,2,-3.50,5,2,-47,9,-46,-32,-12,13,-45,-12,0,0,0,0,3,1,0,-2,2,0,0,0,-7,-45,-38,0,-1,0,2,7,4,5,0
Greuther Fuerth v Hoffenheim,2,-0.60,-2,0,-33,8,-22,-20,-12,-18,-21,7,-2,2,-2,2,-3,-3,-2,0,-1,0,2,0,-14,-30,-16,2,-1,0,14,5,-11,-9,-2
Greuther Fuerth v Leverkusen,1,-1.40,-7,-4,-113,9,-115,-61,-66,-59,-23,-46,-2,2,-6,6,-7,-6,0,-9,-1,0,-1,0,-91,-123,-32,-4,0,0,0,1,-2,1,0
Greuther Fuerth v Mainz,2,-3.00,1,1,-123,-17,-127,-62,-56,-31,-100,13,2,-2,-3,3,3,3,0,1,3,0,-2,0,-102,-124,-22,0,-1,0,6,1,-4,-5,0
