_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Bayern v Leverkusen,0,1.6000000000000014,-1,-1,119,1,124,60,57,-15,26,106,0,0,-1,1,3,3,1,-1,2,0,-2,0,-25,127,152,-4,0,0,-11,-7,10,4,1
Bayern v Mainz,2,1.0999999999999979,4,3,313,19,318,160,161,102,172,50,8,-8,0,0,4,1,-1,9,1,0,1,0,239,331,92,4,0,0,-15,-5,11,10,-1
Bayern v Schalke,0,1.7999999999999972,1,0,269,-4,264,153,124,99,187,-4,1,-1,-4,4,0,1,0,10,2,0,-1,0,253,261,8,-4,0,0,-4,-5,3,-1,0
Bayern v Stuttgart,0,2.3999999999999986,20,12,247,7,242,129,126,86,116,53,3,-3,4,-4,16,13,3,-1,5,0,1,0,159,256,97,-1,0,0,-9,-2,10,7,4
Bayern v Werder Bremen,0,2.8999999999999986,8,5,421,15,419,223,208,182,239,14,6,-6,2,-2,7,5,2,11,1,0,-3,0,389,399,10,-1,0,0,-4,-6,3,-2,2
Bayern v Wolfsburg,0,-1.1000000000000014,4,2,121,-12,117,63,61,77,66,-17,2,-2,-1,1,2,2,-1,2,-1,0,1,0,142,118,-24,-3,-1,0,-10,-1,10,9,-1
Borussia Dortmund v Augsburg,0,-2.5,9,2,203,-13,206,106,95,64,125,13,4,-4,4,-4,7,6,3,7,1,0,2,0,131,206,75,-7,0,0,-2,-3,-1,-1,3
Borussia Dortmund v Bayern,1,-0.8999999999999986,-4,-1,-81,7,-90,-63,-25,-33,-46,-10,-3,3,0,0,-4,-3,0,-6,-3,0,-2,0,-83,-88,-5,5,0,0,-4,-1,3,3,0
Borussia Dortmund v Mönchengladb.,0,1.2000000000000028,9,4,93,-13,96,45,47,64,105,-78,-1,1,1,-1,8,6,3,1,1,0,3,0,192,97,-95,-5,0,0,-8,-6,2,2,3
Borussia Dortmund v Darmstadt,1,-1.8000000000000007,6,3,282,-18,276,173,123,109,171,16,6,-6,1,-1,6,5,-1,7,0,0,-2,0,215,258,43,-14,-1,0,-10,-9,4,1,-1
Borussia Dortmund v Eintracht Frankfurt,0,1.5999999999999979,10,6,283,-6,278,168,121,121,174,-8,6,-6,2,-2,7,6,0,5,1,0,4,0,265,272,7,-7,-1,0,-9,-5,9,4,0
Borussia Dortmund v FC Cologne,1,0.3999999999999986,1,2,432,-13,434,219,223,134,300,12,1,-1,-1,1,0,-2,-2,6,3,0,-1,0,374,421,47,-6,1,0,0,0,0,0,-1
Borussia Dortmund v Hamburg,0,-1.5,2,1,166,-9,174,111,70,71,121,-11,3,-3,6,-6,2,2,1,9,4,0,-2,0,154,183,29,-3,0,0,-10,-6,2,4,2
Borussia Dortmund v Hannover,0,1.3999999999999986,4,4,255,-10,260,133,125,84,192,-13,1,-1,4,-4,3,3,0,1,1,0,1,0,236,251,15,-6,-1,0,-8,-4,6,4,0
Borussia Dortmund v Hertha Berlin,0,0.09999999999999787,4,1,118,-25,123,55,66,22,142,-44,3,-3,0,0,5,2,1,0,-1,0,0,0,156,118,-38,4,-1,0,-7,-2,9,5,1
Borussia Dortmund v Hoffenheim,0,2.1999999999999993,0,1,303,-4,289,169,139,84,197,33,2,-2,2,-2,0,-1,0,8,0,0,-1,0,159,283,124,-13,0,0,0,0,-5,0,-1
Borussia Dortmund v Ingolstadt,0,0.6999999999999993,4,1,103,-6,107,60,43,1,79,24,0,0,2,-2,2,3,0,1,0,0,2,0,39,102,63,-4,0,0,-7,-4,-3,3,0
Borussia Dortmund v Leverkusen,0,1.7999999999999972,6,4,106,0,104,60,45,17,42,46,0,0,5,-5,5,5,1,1,1,0,-2,0,19,105,86,-5,-1,0,5,6,-4,1,1
Borussia Dortmund v Mainz,0,1.7000000000000028,2,2,193,17,184,98,108,45,126,36,2,-2,3,-3,3,1,1,4,1,0,0,0,84,178,94,-13,0,0,-9,-7,-1,2,1
Borussia Dortmund v Schalke,0,1.3000000000000007,3,1,151,-14,142,84,71,82,100,-27,4,-4,6,-6,2,1,1,5,2,0,-1,0,163,157,-6,0,-1,0,-1,2,-3,3,1
Borussia Dortmund v Stuttgart,0,1.6000000000000014,-4,-4,264,-3,243,156,109,24,189,51,-2,2,1,-1,-1,1,0,-4,-2,0,2,0,90,237,147,-6,0,0,2,5,0,3,1
Borussia Dortmund v Werder Bremen,0,0.8000000000000007,13,6,190,-16,193,96,90,58,114,18,3,-3,-1,1,9,5,0,4,3,0,-2,0,145,186,41,-5,-1,0,3,0,-7,-3,0
Borussia Dortmund v Wolfsburg,0,0.1999999999999993,3,-3,90,-14,94,39,46,25,66,-4,-4,4,4,-4,2,4,1,-6,-2,0,4,0,37,92,55,-4,1,0,-1,-1,1,0,2
Mönchengladb. v Augsburg,0,-2.6999999999999993,6,3,39,-7,45,15,27,19,31,-9,4,-4,-3,3,3,2,2,3,-1,0,-1,0,26,44,18,2,-2,0,1,2,3,1,4
Mönchengladb. v Bayern,0,-2.3999999999999986,-4,-2,-79,1,-92,-42,-42,-35,-50,-1,-2,2,0,0,-3,-2,0,-6,-1,0,0,0,-97,-82,15,2,-1,0,2,2,0,0,0
Mönchengladb. v Borussia Dortmund,2,-0.8999999999999986,-6,-2,-63,-4,-71,-21,-40,-13,-45,-2,2,-2,0,0,-4,-2,-1,4,1,0,-1,0,-69,-70,-1,-3,0,0,4,3,3,-1,-1
Mönchengladb. v Darmstadt,0,-3.3999999999999986,0,4,171,2,171,93,73,14,125,30,-2,2,0,0,0,1,-1,-2,-2,0,-1,0,72,155,83,-4,-1,1,-2,-2,1,0,0
Mönchengladb. v Eintracht Frankfurt,0,-0.8000000000000007,9,4,263,1,259,138,130,44,179,44,1,-1,5,-5,5,3,0,5,-1,0,1,0,161,270,109,-8,-1,0,-6,0,3,6,1
Mönchengladb. v FC Cologne,0,0.5999999999999979,9,4,186,6,179,111,61,37,111,26,3,-3,0,0,6,2,1,0,1,0,0,0,93,181,88,-2,0,0,-7,-1,3,6,1
Mönchengladb. v Hamburg,2,-1.5,3,5,57,-22,57,49,4,29,55,-30,-1,1,1,-1,3,0,-1,-4,-2,0,0,0,68,49,-19,-3,-1,0,-2,-5,0,-3,-2
Mönchengladb. v Hannover,0,0.1999999999999993,1,0,138,-8,136,109,46,39,125,-10,1,-1,1,-1,-1,1,1,2,-1,0,1,0,86,135,49,0,0,0,3,5,3,2,1
Mönchengladb. v Hertha Berlin,0,-2.1999999999999993,1,0,42,-12,37,42,-6,0,85,-49,-1,1,-2,2,4,4,1,-2,2,0,1,0,42,38,-4,1,1,0,10,10,-3,0,1
Mönchengladb. v Hoffenheim,0,0.3000000000000007,2,0,164,1,162,114,63,68,100,8,6,-6,0,0,4,4,1,9,0,0,2,0,132,169,37,-4,-2,0,-8,-3,11,5,0
Mönchengladb. v Ingolstadt,1,-0.5,-4,3,68,-10,64,50,16,-54,47,72,-2,2,-3,3,-5,-4,0,-4,-1,0,-1,0,-59,68,127,0,-1,0,-10,-4,5,6,0
Mönchengladb. v Leverkusen,0,0.6999999999999993,0,-2,153,11,144,75,79,-3,105,52,2,-2,-3,3,0,-1,-1,3,1,0,0,0,41,165,124,-3,-1,0,-4,4,11,8,0
Mönchengladb. v Mainz,2,-0.3999999999999986,3,1,218,-6,211,127,95,12,144,66,2,-2,-2,2,4,2,-1,1,2,0,-3,0,52,222,170,-9,-1,0,-1,8,9,9,-1
Mönchengladb. v Schalke,0,0.5,6,5,187,5,184,86,101,41,95,52,-3,3,1,-1,6,3,0,-1,2,0,0,0,102,186,84,-3,-1,0,-4,2,9,6,2
Mönchengladb. v Stuttgart,0,-1.8999999999999986,3,2,177,4,170,90,81,8,141,23,0,0,5,-5,4,2,1,-5,0,0,1,0,82,161,79,-6,-1,0,6,5,2,-1,1
Mönchengladb. v Werder Bremen,0,-0.3000000000000007,3,1,47,-7,49,21,29,14,14,21,-3,3,-3,3,6,3,2,0,1,0,-2,0,29,50,21,2,1,0,-1,2,2,3,2
Mönchengladb. v Wolfsburg,0,-0.6000000000000014,-1,0,0,-6,-7,-8,7,25,0,-25,1,-1,0,0,-2,0,0,4,0,0,1,0,53,-3,-56,-5,1,0,4,6,-1,2,0
Darmstadt v Augsburg,1,-0.10000000000000142,3,2,-101,-3,-99,-51,-46,31,-94,-33,-3,3,2,-2,1,1,1,2,0,0,-1,0,5,-111,-116,10,0,0,1,2,-3,1,2
Darmstadt v Bayern,2,2.3000000000000007,-6,-2,-281,13,-290,-163,-127,-63,-193,-34,-2,2,-2,2,-6,-1,0,-3,-1,0,3,0,-205,-290,-85,0,0,0,9,3,-14,-6,-1
Darmstadt v Borussia Dortmund,2,1.8000000000000007,-7,-5,-212,-1,-218,-109,-100,-13,-172,-23,-2,2,1,-1,-5,-4,0,-3,0,0,2,0,-132,-217,-85,0,0,0,13,8,-8,-5,-1
Darmstadt v Mönchengladb.,2,3.8999999999999986,-5,-3,-229,24,-238,-134,-93,-7,-174,-45,2,-2,1,-1,-4,-3,-1,1,-1,0,2,0,-111,-250,-139,3,1,0,3,-1,-4,-4,-1
Darmstadt v Eintracht Frankfurt,2,1.7000000000000028,1,1,-81,12,-78,-48,-43,-3,-63,-24,-2,2,3,-3,-1,-2,1,-2,-2,0,0,0,-44,-87,-43,9,-2,0,5,3,-7,-2,1
Darmstadt v FC Cologne,1,3.200000000000003,-1,-2,-61,10,-85,-26,-40,13,-47,-31,-1,1,-2,2,-2,-2,0,-3,-2,0,1,0,-14,-69,-55,2,1,0,-3,-2,-5,1,0
Darmstadt v Hamburg,1,1.0,1,1,-99,-13,-89,-42,-52,-5,-60,-29,0,0,-1,1,1,2,0,0,-1,0,0,0,-9,-96,-87,3,2,0,0,-1,-3,-1,-1
Darmstadt v Hannover,1,1.8999999999999986,-3,-3,-110,2,-104,-68,-43,-13,-73,-26,-1,1,1,-1,-5,-3,0,-1,-2,0,-1,0,-33,-112,-79,6,-1,0,8,5,-5,-3,1
Darmstadt v Hertha Berlin,2,1.8000000000000007,1,2,-122,-5,-123,-67,-63,-3,-76,-51,0,0,2,-2,1,0,-1,2,1,0,3,0,-19,-126,-107,6,1,0,8,6,1,-2,-2
Darmstadt v Hoffenheim,1,3.1000000000000014,-3,-2,-106,1,-119,-45,-63,-5,-52,-52,-2,2,3,-3,-2,-2,0,0,-1,0,1,0,-26,-122,-96,-1,-1,0,7,3,-9,-4,0
Darmstadt v Ingolstadt,0,1.7999999999999972,0,0,-52,11,-54,-22,-24,-13,-36,2,0,0,2,-2,1,1,0,0,1,0,1,0,-27,-48,-21,1,0,0,-5,-5,6,0,0
Darmstadt v Leverkusen,2,4.0,2,0,-86,11,-79,-60,-45,-36,-43,-25,-4,4,1,-1,0,-1,0,-7,0,0,2,0,-64,-77,-13,5,0,0,6,5,0,-1,1
Darmstadt v Mainz,2,2.8000000000000007,-3,-3,-137,-7,-137,-72,-72,6,-123,-29,-3,3,3,-3,-2,-2,-1,-1,0,0,-4,0,-65,-142,-77,8,-1,0,12,4,-13,-8,-1
Darmstadt v Schalke,2,3.900000000000002,-2,0,-105,0,-106,-44,-56,20,-82,-39,-2,2,1,-1,0,0,0,2,0,0,-1,0,-16,-126,-110,-5,0,0,6,4,-4,-2,-1
Darmstadt v Stuttgart,1,2.3999999999999986,1,2,-58,10,-63,-43,-12,21,-66,-14,2,-2,2,-2,-1,1,-2,-1,1,0,0,0,-18,-65,-47,4,0,0,4,4,-4,0,-1
Darmstadt v Werder Bremen,0,2.5,-2,-2,-17,-13,-6,5,-8,22,0,-27,1,-1,2,-2,1,0,-1,8,1,0,1,0,45,-13,-58,-1,0,0,-1,-3,-2,-2,0
Darmstadt v Wolfsburg,2,1.5,-7,-3,-234,8,-249,-136,-102,-42,-182,-16,1,-1,7,-7,-8,-2,0,-3,-3,0,0,0,-155,-254,-99,0,0,0,4,3,-1,-1,0
Eintracht Frankfurt v Augsburg,1,-2.6999999999999993,0,1,21,-15,24,21,6,43,8,-24,0,0,0,0,-1,-1,-1,3,0,0,2,0,46,14,-32,-7,1,0,-1,0,2,1,-1
Eintracht Frankfurt v Bayern,1,-0.6000000000000014,-3,-1,-222,13,-228,-123,-107,-58,-176,3,-2,2,2,-2,-2,-1,0,-8,-1,0,-2,0,-255,-219,36,6,1,0,5,0,-6,-5,0
Eintracht Frankfurt v Borussia Dortmund,0,0.10000000000000142,-3,-1,-275,5,-266,-154,-121,-54,-192,-29,-1,1,-6,6,-3,-2,1,-2,1,0,-1,0,-190,-266,-76,8,-1,0,6,1,-5,-5,1
Eintracht Frankfurt v Mönchengladb.,2,0.09999999999999787,-4,0,-79,-9,-79,-29,-40,-19,-28,-21,-1,1,2,-2,-5,-3,0,4,-1,0,0,0,-32,-89,-57,0,-2,0,7,3,-6,-4,0
Eintracht Frankfurt v Darmstadt,2,-2.8000000000000007,-1,-2,186,-14,177,112,67,-6,137,50,1,-1,-3,3,-1,-2,-1,-5,-1,0,1,0,72,183,111,-4,1,0,-8,-5,4,3,-1
Eintracht Frankfurt v FC Cologne,0,0.9000000000000021,7,2,36,-2,48,37,10,17,-3,30,3,-3,-3,3,4,5,3,4,2,0,-3,0,31,60,29,12,1,0,-12,-9,-3,3,3
Eintracht Frankfurt v Hamburg,1,-1.5999999999999979,-5,-2,-9,-2,-5,-1,3,-8,-10,19,-2,2,1,-1,-4,-3,0,3,0,0,0,0,-24,-14,10,-5,-2,0,0,2,-3,2,0
Eintracht Frankfurt v Hannover,0,1.3000000000000007,2,0,108,9,105,71,58,55,79,-5,3,-3,-1,1,1,0,0,15,1,0,-2,0,112,100,-12,-7,0,0,-6,-5,4,1,1
Eintracht Frankfurt v Hertha Berlin,1,0.8999999999999986,2,0,-40,-14,-37,-9,-21,6,-7,-30,1,-1,4,-4,2,2,1,4,2,0,0,0,10,-46,-56,-5,0,0,7,7,-1,0,1
Eintracht Frankfurt v Hoffenheim,2,1.3000000000000007,5,2,14,1,19,12,13,39,-5,-8,2,-2,0,0,3,4,0,7,2,0,3,0,34,0,-34,-6,0,0,5,1,0,-4,0
Eintracht Frankfurt v Ingolstadt,1,-0.6999999999999993,-2,-3,68,0,66,48,35,6,48,29,2,-2,-2,2,0,-1,0,4,0,0,0,0,25,65,40,-3,2,0,-7,-5,5,2,-1
Eintracht Frankfurt v Leverkusen,2,0.5,-3,-4,-114,-4,-114,-53,-58,-26,-66,-20,-4,4,-1,1,-3,1,0,1,2,0,0,0,-38,-94,-56,3,0,0,-2,3,6,5,-1
Eintracht Frankfurt v Mainz,0,0.8999999999999986,2,2,38,-7,35,36,10,27,5,16,2,-2,-4,4,2,3,1,9,1,0,-1,0,38,30,-8,-2,-1,0,3,2,-3,-1,0
Eintracht Frankfurt v Schalke,1,1.5,2,3,-21,1,-2,-16,-4,-5,-19,4,2,-2,2,-2,2,2,0,7,2,0,3,0,9,-7,-16,6,0,0,6,4,-5,-2,0
Eintracht Frankfurt v Stuttgart,2,-1.1000000000000014,-3,1,20,3,21,13,7,15,25,-20,-5,5,6,-6,-4,-4,-2,-1,0,0,0,0,35,23,-12,1,0,0,2,1,-3,-1,-2
Eintracht Frankfurt v Werder Bremen,0,-0.3000000000000007,-1,-2,62,5,61,30,32,5,53,6,1,-1,5,-5,1,2,1,6,2,0,-3,0,40,64,24,-2,1,0,-3,0,3,3,0
Eintracht Frankfurt v Wolfsburg,0,-0.10000000000000142,-6,-2,-78,-8,-78,-54,-30,-74,-13,3,-1,1,3,-3,-5,-5,-1,-6,-2,0,0,0,-79,-74,5,3,0,0,-1,1,-3,2,-1
FC Cologne v Augsburg,2,-3.3000000000000007,-5,2,-52,3,-57,-21,-31,-15,-32,-1,-1,1,5,-5,-1,0,0,-3,0,0,-1,0,-52,-69,-17,-2,0,0,6,2,-2,-4,0
FC Cologne v Bayern,2,-1.1999999999999993,-2,-1,-365,18,-372,-185,-184,-98,-246,-26,-1,1,-4,4,-1,-1,0,-4,0,0,-2,0,-282,-371,-89,5,0,0,13,10,-16,-3,-1
FC Cologne v Borussia Dortmund,0,-1.1000000000000014,-5,-1,-299,-23,-287,-150,-155,-66,-172,-70,-2,2,2,-2,-2,-2,-1,-4,-2,0,1,0,-148,-295,-147,9,0,0,0,0,3,0,-1
FC Cologne v Mönchengladb.,0,0.1999999999999993,0,0,-150,-3,-143,-93,-56,-5,-127,-15,0,0,3,-3,1,2,0,3,0,0,2,0,-77,-138,-61,6,-1,0,8,2,-8,-6,0
FC Cologne v Darmstadt,0,-1.8000000000000007,1,0,175,-11,182,92,83,-22,164,35,-1,1,6,-6,2,4,2,1,2,0,0,0,37,173,136,-13,0,0,-3,1,4,4,1
FC Cologne v Eintracht Frankfurt,0,-0.5,-3,-2,-6,-2,1,-6,-6,0,-17,3,-3,3,3,-3,0,1,1,-3,-2,0,0,0,-1,-5,-4,3,-1,0,3,2,0,-1,0
FC Cologne v Hamburg,0,-1.8000000000000007,-6,-4,-11,-2,-9,2,-4,5,-6,-1,0,0,-5,5,-5,-2,0,1,-2,0,2,0,-30,-28,2,-4,1,0,7,1,-7,-6,0
FC Cologne v Hannover,2,-1.3999999999999986,1,1,107,-1,104,56,67,15,92,11,5,-5,2,-2,3,2,0,7,1,0,1,0,59,100,41,-2,0,0,-3,-2,1,1,-1
FC Cologne v Hertha Berlin,2,-1.5,-2,-2,-108,-30,-107,-46,-71,-28,-41,-48,-4,4,-2,2,2,1,-1,-9,1,0,0,0,-59,-103,-44,2,0,0,3,1,-4,-2,-1
FC Cologne v Hoffenheim,1,-0.1999999999999993,-2,-3,18,14,12,20,16,43,-6,-1,0,0,5,-5,-1,-1,0,7,0,0,1,0,22,8,-14,-8,-1,0,-3,2,3,5,0
FC Cologne v Ingolstadt,1,-0.8000000000000007,-1,1,87,11,89,45,55,-9,83,27,2,-2,2,-2,-2,-1,0,4,-1,0,0,0,43,95,52,-2,0,0,-5,-2,5,3,0
FC Cologne v Leverkusen,2,1.5999999999999979,-2,-1,-82,6,-92,-60,-25,-47,-23,-13,-5,5,1,-1,-1,-1,-2,-7,1,0,-2,0,-54,-90,-36,-1,-1,0,1,2,1,1,-2
FC Cologne v Mainz,1,-0.09999999999999787,1,1,-24,-17,-30,-10,-17,-33,0,5,0,0,-4,4,0,0,0,4,0,0,2,0,-53,-26,27,-1,1,0,8,5,-13,-3,0
FC Cologne v Schalke,2,0.09999999999999787,-1,0,-102,-6,-103,-60,-51,-53,-29,-27,-4,4,-3,3,-1,0,0,-9,-1,0,0,0,-77,-115,-38,-4,1,0,11,10,-6,-1,-1
FC Cologne v Stuttgart,2,-0.8000000000000007,-2,-2,-26,2,-30,-16,-13,-39,-14,26,1,-1,4,-4,-2,-2,0,-5,2,0,-1,0,-43,-38,5,-3,-1,0,2,-4,-4,-6,0
FC Cologne v Werder Bremen,1,-1.4000000000000021,-6,-1,-16,-1,-9,-20,-3,-51,16,11,-3,3,-1,1,-5,-3,0,-5,-3,0,5,0,-61,-8,53,6,0,0,7,7,-1,0,0
FC Cologne v Wolfsburg,1,-1.9000000000000021,0,0,-234,-13,-229,-147,-82,-42,-158,-32,-1,1,-2,2,-1,0,1,-2,1,0,0,0,-107,-234,-127,-4,0,0,8,2,-5,-6,1
Hamburg v Augsburg,2,-1.0,3,2,57,0,50,48,8,0,46,9,-1,1,2,-2,1,1,0,-5,-3,0,1,0,-1,41,42,-4,0,0,3,-2,1,-5,0
Hamburg v Bayern,2,-1.0,-3,-1,-228,10,-235,-125,-123,-56,-121,-72,-2,2,-7,7,-2,-4,0,-8,-3,0,1,0,-143,-233,-90,-1,3,0,14,8,-9,-6,-1
Hamburg v Borussia Dortmund,0,1.6999999999999993,-1,-4,-141,5,-142,-80,-68,-42,-88,-20,-3,3,-6,6,-1,0,1,-4,1,0,2,0,-76,-128,-52,3,-1,0,-1,-1,0,0,2
Hamburg v Mönchengladb.,0,1.9000000000000021,6,5,-39,8,-42,-43,0,11,-33,-18,0,0,-5,5,7,3,0,-1,1,0,1,0,13,-26,-39,4,1,0,1,-3,-2,-4,-1
Hamburg v Darmstadt,2,-0.6999999999999993,2,-1,176,-7,181,103,69,0,133,40,1,-1,4,-4,4,3,-1,-1,1,0,2,0,77,195,118,0,-1,0,-13,-8,11,5,-1
Hamburg v Eintracht Frankfurt,1,2.1000000000000014,2,0,38,17,35,14,28,15,5,20,2,-2,4,-4,1,0,0,3,1,0,-1,0,0,38,38,4,-1,0,4,6,1,2,0
Hamburg v FC Cologne,1,2.0,-5,-1,89,-3,92,54,39,10,55,27,-2,2,-4,4,-2,0,-1,1,0,0,-1,0,12,86,74,3,1,0,-8,-8,13,0,-1
Hamburg v Hannover,2,1.0,5,1,-11,2,-13,-13,13,12,-11,-1,2,-2,-4,4,3,2,1,5,1,0,0,0,3,-16,-19,-7,0,0,4,1,-4,-3,1
Hamburg v Hertha Berlin,0,1.0999999999999979,7,2,170,-5,160,94,77,62,97,13,2,-2,2,-2,3,1,0,2,2,0,0,0,110,161,51,-5,0,0,-5,-1,6,4,0
