_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Borussia Dortmund v FC Cologne,0,-0.90,6,7,53,2,57,40,25,52,15,-2,4,-4,-1,1,0,0,0,13,8,0,2,0,80,43,-37,-9,0,0,-1,-2,-2,-1,0
Borussia Dortmund v Freiburg,0,-2.40,-1,0,69,-2,55,39,24,-59,88,33,-2,2,2,-2,0,0,0,-4,0,0,-4,0,-27,71,98,6,-1,0,6,5,-1,-1,1
Borussia Dortmund v Hamburg,0,-1.40,4,0,-13,-3,-9,1,-8,36,10,-51,-1,1,2,-2,0,0,0,5,3,0,-3,0,53,-2,-55,12,-1,0,-3,-5,3,-2,1
Borussia Dortmund v Hannover,0,-1.50,13,3,42,14,42,19,34,42,51,-40,3,-3,2,-2,0,0,0,11,7,0,0,0,120,52,-68,-6,2,0,6,5,-5,-1,1
Borussia Dortmund v Hertha Berlin,0,-0.30,5,-1,58,5,57,40,25,26,54,-15,0,0,4,-4,0,0,0,6,4,0,0,0,72,60,-12,10,0,0,13,6,-5,-7,0
Borussia Dortmund v Hoffenheim,1,1.20,6,3,26,-11,29,19,3,-11,30,1,2,-2,5,-5,0,0,0,2,4,0,-2,0,-3,32,35,1,-1,0,5,6,0,1,0
Borussia Dortmund v Leverkusen,0,0.70,-7,-5,-65,-13,-67,-26,-41,-21,-23,-23,0,0,1,-1,0,0,0,-1,-1,0,1,0,-38,-52,-14,11,0,0,3,2,0,-1,0
Borussia Dortmund v Mainz,1,-2.90,4,4,81,13,83,34,42,36,22,18,-1,1,2,-2,0,0,0,4,6,0,0,0,50,71,21,-5,0,0,14,11,-8,-3,0
Borussia Dortmund v Nuernberg,0,-1.20,5,3,-44,14,-55,-35,-21,-20,-8,-28,-4,4,2,-2,0,0,0,-8,-4,0,2,0,-40,-62,-22,-5,0,0,23,14,-11,-9,3
Borussia Dortmund v Schalke,2,1.40,2,4,101,23,94,39,52,2,46,41,-1,1,-4,4,0,0,0,-4,0,0,1,0,31,93,62,-3,0,0,6,2,-4,-4,-1
Borussia Dortmund v Stuttgart,1,-0.20,0,3,-71,-3,-53,-46,-36,-52,-32,2,-3,3,-7,7,0,0,0,-6,-3,0,4,0,-65,-55,10,3,1,0,7,6,0,-1,1
Borussia Dortmund v Werder Bremen,0,1.10,0,-2,7,0,-1,-1,-4,-33,21,8,-4,4,-2,2,0,0,0,-8,-1,0,1,0,-32,7,39,-5,0,0,15,16,-5,1,2
Borussia Dortmund v Wolfsburg,1,-0.80,14,9,42,-4,51,38,13,27,34,-10,0,0,-1,1,0,0,0,9,7,0,2,0,63,45,-18,-2,0,0,12,8,-13,-4,0
Mönchengladb. v Bayern,1,-0.10,-5,-2,-161,-10,-168,-102,-75,-47,-133,3,0,0,-5,5,0,0,0,-10,0,0,-1,0,-163,-168,-5,0,0,0,8,4,-10,-4,0
Mönchengladb. v Bochum,2,-1.80,3,3,171,11,166,95,74,36,119,15,-1,1,4,-4,0,0,0,3,1,0,0,0,116,171,55,-1,-1,0,-9,-5,6,4,-2
Mönchengladb. v Borussia Dortmund,2,1.50,-3,2,21,-7,22,22,-1,-3,-18,42,-1,1,4,-4,0,0,0,1,-2,0,-1,0,-49,17,66,2,0,0,-7,1,7,8,-1
Mönchengladb. v Eintracht Frankfurt,0,-0.70,2,1,23,5,11,3,21,36,-4,-10,3,-3,-1,1,0,0,0,0,0,0,-1,0,20,-2,-22,-14,0,0,5,6,-4,1,1
Mönchengladb. v FC Cologne,1,0.40,0,0,-1,9,-6,-6,14,36,-5,-21,5,-5,2,-2,0,0,0,13,1,0,0,0,42,11,-31,7,-1,0,1,5,2,4,0
Mönchengladb. v Freiburg,1,-0.70,4,3,107,9,101,58,61,22,44,53,5,-5,2,-2,0,0,0,6,3,0,-1,0,26,103,77,-2,0,0,-3,-3,0,0,0
Mönchengladb. v Hamburg,0,-0.80,3,4,-168,-11,-159,-79,-85,-18,-120,-23,1,-1,-3,3,0,0,0,2,0,0,1,0,-67,-177,-110,-4,0,0,0,0,-5,0,1
Mönchengladb. v Hannover,0,0.40,-1,0,-42,2,-39,-16,-20,16,-31,-20,1,-1,-1,1,0,0,0,4,6,0,-1,0,24,-27,-51,3,0,0,-8,-7,8,1,-1
Mönchengladb. v Hertha Berlin,0,0.40,-4,0,-91,9,-91,-68,-26,-35,-57,-2,0,0,-2,2,0,0,0,-1,2,0,2,0,-59,-79,-20,6,1,0,5,4,1,-1,1
Mönchengladb. v Hoffenheim,2,2.90,2,2,-9,-2,-15,-4,-6,7,-19,1,-4,4,-8,8,0,0,0,-2,1,0,-1,0,-26,-8,18,-5,-1,0,-1,-1,4,0,1
Mönchengladb. v Leverkusen,1,2.80,-8,-7,-142,7,-151,-86,-58,-32,-131,21,-2,2,4,-4,0,0,0,-6,-3,0,1,0,-146,-160,-14,-3,-1,0,0,-3,-2,-3,-1
Mönchengladb. v Mainz,0,-0.90,1,1,78,-8,85,20,49,-14,55,28,0,0,4,-4,0,0,0,-6,-2,0,1,0,-7,98,105,4,1,0,-10,-4,8,6,1
Mönchengladb. v Nuernberg,0,0.60,1,0,-66,-7,-62,-29,-21,-22,-43,13,0,0,1,-1,0,0,0,5,4,0,1,0,-72,-49,23,3,0,0,-5,1,10,6,1
Mönchengladb. v Schalke,0,1.80,-2,-2,-9,11,-7,-10,-5,-38,-8,28,-1,1,9,-9,0,0,0,-4,-2,0,0,0,-84,7,91,8,-1,0,2,3,-1,1,1
Mönchengladb. v Stuttgart,1,0.30,0,1,-54,27,-56,-42,-16,-29,-40,9,1,-1,4,-4,0,0,0,-3,0,0,5,0,-47,-59,-12,12,1,0,6,3,-4,-3,0
Mönchengladb. v Werder Bremen,0,0.10,-6,-5,-125,19,-138,-97,-59,-115,-55,13,-6,6,0,0,0,0,0,-26,-4,0,0,0,-207,-125,82,2,1,0,13,12,-8,-1,2
Mönchengladb. v Wolfsburg,2,0.50,0,-1,-26,3,-34,-20,0,-9,-23,-13,-1,1,2,-2,0,0,0,-7,-2,0,0,0,-14,-38,-24,-5,0,0,9,10,0,1,-1
Eintracht Frankfurt v Bayern,0,-1.10,2,4,-44,-10,-32,-3,-19,54,-50,-23,5,-5,-5,5,0,0,0,16,6,0,-1,0,39,-46,-85,0,0,0,-14,-15,5,-1,-1
Eintracht Frankfurt v Bochum,0,-1.40,4,1,156,9,160,106,66,53,75,46,3,-3,3,-3,0,0,0,14,5,0,0,0,100,159,59,-6,0,0,-18,-8,13,10,2
Eintracht Frankfurt v Borussia Dortmund,1,2.10,1,4,53,6,56,31,33,4,41,19,3,-3,-3,3,0,0,0,2,-4,0,2,0,40,56,16,6,0,0,-4,-2,2,2,0
Eintracht Frankfurt v Mönchengladb.,2,-0.70,5,6,-53,-5,-51,-32,-20,31,-65,-18,4,-4,2,-2,0,0,0,5,2,0,-1,0,14,-55,-69,-5,1,0,-1,1,2,2,0
Eintracht Frankfurt v FC Cologne,2,-0.20,-1,-1,60,0,65,43,18,27,-3,37,-1,1,-2,2,0,0,0,2,3,0,0,0,29,58,29,-7,-1,0,1,2,0,1,0
Eintracht Frankfurt v Freiburg,0,0.70,1,1,42,-17,45,43,-3,11,38,-9,1,-1,9,-9,0,0,0,-2,-3,0,-1,0,41,47,6,2,-2,0,-2,-1,7,1,0
Eintracht Frankfurt v Hamburg,1,0.60,-1,-2,-19,-11,-16,0,-18,0,-11,-7,-1,1,2,-2,0,0,0,-2,-1,0,1,0,7,-40,-47,-7,0,0,3,1,-3,-2,0
Eintracht Frankfurt v Hannover,0,-0.20,0,-1,88,5,87,41,53,26,38,30,-4,4,3,-3,0,0,0,-2,0,0,2,0,42,81,39,-7,-1,0,0,0,2,0,1
Eintracht Frankfurt v Hertha Berlin,1,-0.90,1,1,24,-15,34,15,6,10,11,-2,2,-2,-6,6,0,0,0,3,-1,0,2,0,14,28,14,-14,1,0,-4,0,7,4,-1
Eintracht Frankfurt v Hoffenheim,2,2.90,1,0,28,-7,37,11,10,-17,21,20,0,0,-2,2,0,0,0,-1,-1,0,-2,0,0,39,39,0,-1,0,-10,-7,5,3,1
Eintracht Frankfurt v Leverkusen,0,0.10,-3,-6,-54,0,-55,-28,-36,-18,-42,-2,-2,2,6,-6,0,0,0,3,-1,0,-2,0,-39,-47,-8,2,-1,0,1,2,-1,1,0
Eintracht Frankfurt v Mainz,0,0.10,1,-2,-80,-9,-84,-36,-44,-7,-56,-18,0,0,2,-2,0,0,0,-1,4,0,1,0,-25,-84,-59,0,1,0,-2,-4,1,-2,1
Eintracht Frankfurt v Nuernberg,1,2.10,-7,-4,42,0,34,23,18,-11,13,38,-1,1,-3,3,0,0,0,3,2,0,-1,0,-29,44,73,-2,0,0,14,10,-2,-4,1
Eintracht Frankfurt v Schalke,2,1.80,-1,1,3,-11,11,6,-7,-12,-10,22,-4,4,5,-5,0,0,0,-2,-2,0,1,0,9,0,-9,-3,0,0,-1,-2,0,-1,-2
Eintracht Frankfurt v Stuttgart,2,2.50,-3,0,107,7,102,60,39,-8,75,33,-3,3,0,0,0,0,0,-7,0,0,0,0,-6,116,122,4,0,1,-10,-4,5,6,-2
Eintracht Frankfurt v Werder Bremen,0,-0.30,0,1,-93,-6,-89,-68,-41,-74,-65,26,-1,1,6,-6,0,0,0,-9,-1,0,2,0,-105,-80,25,-1,1,0,9,8,-5,-1,0
Eintracht Frankfurt v Wolfsburg,1,-0.10,-4,0,62,12,48,44,16,10,47,5,1,-1,5,-5,0,0,0,0,-3,0,-3,0,12,41,29,-4,0,0,-2,-1,1,1,0
FC Cologne v Bayern,1,0.70,3,1,-102,-2,-110,-61,-56,-38,-74,-7,-1,1,4,-4,0,0,0,-14,0,0,0,0,-88,-106,-18,2,0,0,12,4,-11,-8,1
FC Cologne v Bochum,0,-1.80,4,1,20,-3,9,-3,11,25,-22,3,0,0,1,-1,0,0,0,-4,-1,0,-1,0,18,7,-11,-5,0,0,10,8,-5,-2,1
FC Cologne v Borussia Dortmund,2,3.20,1,3,-28,-6,-45,-9,-27,-14,-43,23,-2,2,2,-2,0,0,0,-12,-2,0,1,0,-62,-54,8,-8,0,0,-5,-3,6,2,-2
FC Cologne v Mönchengladb.,1,1.10,2,1,108,14,115,70,38,-8,108,8,1,-1,3,-3,0,0,0,1,-1,0,-2,0,39,121,82,14,0,0,1,-1,0,-2,0
FC Cologne v Eintracht Frankfurt,1,-1.40,-2,-1,32,6,33,21,22,35,-5,12,0,0,0,0,0,0,0,6,-3,0,-1,0,36,31,-5,1,-1,0,1,1,2,0,0
FC Cologne v Freiburg,1,0.70,-1,-1,153,29,138,79,62,-47,134,56,-2,2,4,-4,0,0,0,-13,-2,0,-2,0,-6,128,134,-2,-1,0,-3,-4,2,-1,0
FC Cologne v Hamburg,1,-0.20,3,-1,-47,-17,-45,-17,-35,-31,-3,-19,-2,2,6,-6,0,0,0,-3,3,0,1,0,-29,-35,-6,-3,0,0,-1,0,-4,1,-1
FC Cologne v Hannover,2,0.00,-9,-5,-64,10,-57,-45,-18,-16,-28,-19,-3,3,-2,2,0,0,0,-2,0,0,-1,0,-44,-83,-39,-5,0,0,3,2,-1,-1,-1
FC Cologne v Hertha Berlin,2,1.20,2,1,-26,-11,-27,-3,-15,-15,-26,22,2,-2,0,0,0,0,0,1,-2,0,0,0,-50,-48,2,-4,0,0,1,-7,-6,-8,-2
FC Cologne v Hoffenheim,2,2.40,-8,-3,-1,-2,-18,1,-11,-55,-3,50,-1,1,-1,1,0,0,0,-8,-1,0,1,0,-104,-21,83,-3,2,0,-1,-2,-2,-1,-2
FC Cologne v Leverkusen,2,1.80,-4,-4,-54,1,-58,-46,-11,-40,-31,13,-6,6,-2,2,0,0,0,-7,0,0,-1,0,-81,-60,21,2,1,0,-1,0,1,1,0
FC Cologne v Mainz,0,-0.40,3,2,-20,2,-14,-8,4,24,-18,-10,5,-5,6,-6,0,0,0,15,4,0,0,0,28,-12,-40,1,0,0,-1,1,3,2,1
FC Cologne v Nuernberg,0,0.20,7,5,56,-4,62,48,18,18,34,14,5,-5,1,-1,0,0,0,8,6,0,0,0,41,72,31,6,0,0,-7,-6,3,1,1
FC Cologne v Schalke,2,2.30,2,2,9,11,27,7,9,-26,12,29,-3,3,2,-2,0,0,0,-5,2,0,4,0,-30,18,48,1,0,0,-1,-4,-6,-3,0
FC Cologne v Stuttgart,2,0.70,-5,0,26,5,17,14,16,12,8,11,-1,1,5,-5,0,0,0,-3,-2,0,4,0,18,11,-7,3,-1,0,-2,-4,-2,-2,-2
FC Cologne v Werder Bremen,1,0.80,-5,-3,-101,17,-111,-83,-41,-47,-65,-13,-5,5,-11,11,0,0,0,-21,-2,0,-2,0,-93,-122,-29,-8,0,0,4,0,-3,-4,0
FC Cologne v Wolfsburg,2,0.80,-5,-4,69,7,66,32,33,-12,60,17,-1,1,3,-3,0,0,0,1,0,0,-1,0,-15,73,88,0,0,0,-8,-2,3,6,0
Freiburg v Bayern,2,-1.50,-1,-4,-143,-25,-138,-60,-83,-6,-95,-39,0,0,-1,1,0,0,0,1,3,0,2,0,-86,-140,-54,-2,0,0,0,-5,-7,-5,-1
Freiburg v Bochum,1,-0.50,5,4,18,7,30,13,17,13,34,-19,3,-3,-7,7,0,0,0,14,5,0,4,0,35,34,-1,0,0,0,8,7,-5,-1,0
Freiburg v Borussia Dortmund,0,1.00,-4,-4,-15,-4,-12,-24,6,-3,0,-15,-3,3,-7,7,0,0,0,-7,-2,0,0,0,-11,-12,-1,-3,2,0,-4,-1,3,3,0
Freiburg v Mönchengladb.,0,-0.30,8,5,-19,-3,-5,22,-18,43,-30,-9,7,-7,7,-7,0,0,0,12,4,0,0,0,53,-13,-66,3,0,0,-8,-9,4,-1,0
Freiburg v Eintracht Frankfurt,2,-1.20,3,2,-28,-8,-22,-14,-10,23,-30,-15,1,-1,-1,1,0,0,0,6,3,0,2,0,14,-26,-40,-8,0,0,-5,-1,3,4,0
Freiburg v FC Cologne,1,-1.50,2,3,-35,-6,-23,-32,12,38,-39,-16,3,-3,-3,3,0,0,0,14,6,0,2,0,36,-24,-60,2,1,0,0,1,-2,1,0
Freiburg v Hamburg,1,-0.30,6,3,0,5,4,3,7,39,-14,-18,2,-2,2,-2,0,0,0,6,2,0,0,0,37,6,-31,-2,0,0,-3,-1,4,2,-1
Freiburg v Hannover,2,-1.50,0,0,-116,-10,-122,-55,-48,12,-65,-62,-1,1,-2,2,0,0,0,2,1,0,2,0,-4,-129,-125,-2,0,0,0,1,1,1,0
Freiburg v Hertha Berlin,2,-2.20,-4,-2,-37,-4,-24,-19,3,10,-13,-14,1,-1,-4,4,0,0,0,7,4,0,3,0,9,-28,-37,0,0,0,-6,-5,3,1,-2
Freiburg v Hoffenheim,2,2.50,-7,-2,-142,-9,-144,-74,-77,-66,-68,-18,-6,6,-2,2,0,0,0,-9,-1,0,-2,0,-146,-139,7,8,0,0,10,9,-6,-1,-1
Freiburg v Leverkusen,2,0.80,5,2,2,-5,4,24,-13,49,-44,3,1,-1,4,-4,0,0,0,8,2,0,-2,0,24,19,-5,3,-2,0,5,5,-1,0,-1
Freiburg v Mainz,0,-0.10,-1,-1,-56,6,-59,-47,-1,33,-36,-46,-1,1,-3,3,0,0,0,4,1,0,0,0,47,-55,-102,-4,-1,0,-2,3,5,5,1
Freiburg v Nuernberg,0,1.30,1,4,-55,-1,-55,-10,-32,39,-21,-60,5,-5,-2,2,0,0,0,8,1,0,-1,0,20,-70,-90,0,0,0,5,2,-4,-3,-1
Freiburg v Schalke,1,-0.30,0,0,18,-4,26,16,22,63,-35,13,1,-1,1,-1,0,0,0,13,-1,0,0,0,51,15,-36,-8,-1,0,-6,-6,-2,0,0
Freiburg v Stuttgart,2,0.70,-6,-3,-46,15,-28,-47,2,-30,-10,-7,-1,1,-6,6,0,0,0,-1,-1,0,4,0,-36,-48,-12,-3,0,0,7,5,-4,-2,-1
Freiburg v Werder Bremen,2,2.20,-9,-6,-57,29,-69,-43,-26,-15,-46,-8,-3,3,-8,8,0,0,0,-11,-5,0,2,0,-87,-70,17,-5,0,0,8,8,-1,0,-1
Freiburg v Wolfsburg,0,-0.80,4,1,-18,-4,-9,-7,1,44,-21,-28,2,-2,5,-5,0,0,0,10,3,0,1,0,75,-12,-87,4,0,0,-4,-8,-3,-4,1
Hamburg v Bayern,0,-0.20,3,0,-83,-26,-76,-38,-40,-25,-64,9,-2,2,1,-1,0,0,0,6,-1,0,-1,0,-78,-73,5,4,0,0,5,1,-6,-4,0
Hamburg v Bochum,2,-2.90,3,2,203,20,209,106,100,43,110,55,0,0,3,-3,0,0,0,5,2,0,0,0,133,195,62,-7,0,0,-20,-14,11,6,0
Hamburg v Borussia Dortmund,0,0.60,3,2,158,26,138,92,77,46,86,38,6,-6,4,-4,0,0,0,9,2,0,-3,0,99,142,43,-3,-1,0,-3,1,6,4,2
Hamburg v Mönchengladb.,2,-1.30,1,1,96,15,98,56,48,26,60,19,-1,1,4,-4,0,0,0,7,4,0,0,0,78,102,24,-7,0,0,-2,2,6,4,0
Hamburg v Eintracht Frankfurt,1,-0.80,3,0,96,12,103,58,38,29,62,5,1,-1,1,-1,0,0,0,0,2,0,0,0,91,98,7,2,0,0,-8,-6,8,2,0
Hamburg v FC Cologne,0,0.00,1,3,15,-11,9,12,10,43,-7,-15,3,-3,-2,2,0,0,0,5,2,0,2,0,65,-3,-68,-6,0,0,-2,-2,3,0,1
Hamburg v Freiburg,0,-0.50,7,5,60,7,50,32,36,14,34,18,0,0,0,0,0,0,0,2,3,0,2,0,0,64,64,10,0,0,3,3,0,0,1
Hamburg v Hannover,1,-0.60,1,1,97,4,102,46,60,20,75,11,4,-4,0,0,0,0,0,13,4,0,2,0,90,108,18,6,0,0,-1,0,3,1,0
Hamburg v Hertha Berlin,0,0.10,5,1,136,7,137,92,48,33,75,32,2,-2,-4,4,0,0,0,3,-1,0,0,0,109,139,30,1,-1,0,-10,-10,2,0,1
Hamburg v Hoffenheim,1,1.40,0,0,90,9,95,43,62,21,53,29,3,-3,-7,7,0,0,0,11,3,0,1,0,46,91,45,-13,0,0,-6,-5,3,1,0
Hamburg v Leverkusen,1,0.20,-1,1,122,33,120,72,52,18,55,52,3,-3,3,-3,0,0,0,2,2,0,1,0,53,142,89,0,-1,0,-9,-2,11,7,0
Hamburg v Mainz,2,-0.30,3,4,131,24,114,87,62,83,23,45,4,-4,8,-8,0,0,0,14,3,0,-2,0,116,109,-7,-14,0,0,-1,4,2,5,-1
Hamburg v Nuernberg,0,2.00,11,5,80,-5,80,42,46,23,18,49,2,-2,-3,3,0,0,0,0,3,0,1,0,43,95,52,0,0,0,-13,-6,7,7,3
Hamburg v Schalke,1,2.40,1,-2,46,-15,53,22,27,-10,25,34,-1,1,5,-5,0,0,0,1,0,0,0,0,-28,50,78,2,-1,0,-1,-4,-3,-3,1
Hamburg v Stuttgart,0,0.60,0,0,93,15,100,61,46,26,33,48,0,0,-1,1,0,0,0,3,-2,0,4,0,60,84,24,1,-1,0,5,4,0,-1,1
