_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Atalanta v Verona,1,0.1999999999999993,-2,-1,19,-5,18,29,-8,10,-2,11,2,-2,-2,2,1,0,0,4,3,0,0,0,9,42,33,8,-1,0,0,1,1,1,0
Cagliari v AC Milan,1,-3.099999999999998,1,0,-2,-18,-7,19,-15,13,-14,6,2,-2,0,0,3,2,1,4,2,0,-2,0,-13,-8,5,-3,0,0,-4,-3,-5,1,0
Cagliari v Atalanta,2,-3.6999999999999993,6,4,119,-9,125,68,57,53,76,-4,2,-2,5,-5,3,2,-1,5,0,0,1,0,124,108,-16,-4,0,0,-4,-4,1,0,-1
Cagliari v Cesena,0,-3.1999999999999993,-4,-1,-41,-13,-37,3,-46,-24,-30,12,-7,7,-1,1,-3,-1,1,-11,-2,0,0,0,-72,-45,27,1,-2,0,-7,-3,6,4,2
Cagliari v Chievo,2,-4.199999999999999,-3,-1,48,-13,45,44,-3,-11,47,5,-2,2,4,-4,-1,0,-1,-3,-1,0,1,0,13,56,43,7,0,0,-5,-4,2,1,-2
Cagliari v Empoli,1,0.3000000000000007,3,3,-99,6,-87,-66,-33,-24,-64,-15,2,-2,-2,2,1,-3,0,0,-2,0,0,0,-49,-82,-33,8,1,0,-1,6,2,7,1
Cagliari v Fiorentina,2,-3.3000000000000007,-4,-1,24,-9,18,32,-1,20,14,-6,0,0,2,-2,-3,-2,0,-2,-3,0,0,0,29,6,-23,-5,-1,0,-3,0,7,3,-1
Cagliari v Genoa,1,-1.1999999999999993,1,-1,-28,2,-50,-10,-21,-23,-33,25,1,-1,2,-2,1,2,1,-7,-2,0,-3,0,-65,-53,12,-5,0,0,-1,-1,-4,0,1
Cagliari v Inter,2,-0.9000000000000021,-9,-8,-201,3,-197,-113,-92,-50,-114,-45,-3,3,-1,1,-8,-4,0,-6,-3,0,3,0,-102,-207,-105,-2,0,0,-1,-3,1,-2,0
Cagliari v Juventus,2,-4.0,1,4,-135,-15,-118,-61,-65,5,-54,-77,0,0,-5,5,0,-1,0,6,-2,0,1,0,-3,-127,-124,0,1,0,-10,-7,5,3,-2
Cagliari v Lazio,2,-1.1999999999999993,-2,1,-97,-23,-83,-44,-48,-12,-59,-26,1,-1,-1,1,-3,-4,-1,-3,-3,0,3,0,-25,-103,-78,-2,-2,0,-1,-3,-3,-2,-1
Cagliari v Napoli,2,-1.8000000000000007,-5,-2,-129,-10,-133,-46,-85,-23,-108,-1,-4,4,2,-2,-4,-3,-1,-7,-2,0,-1,0,-113,-134,-21,-5,-1,0,-1,0,4,1,0
Cagliari v Palermo,2,-0.09999999999999787,2,2,-9,-19,-10,6,-11,21,-10,-18,2,-2,5,-5,1,1,0,-4,-2,0,0,0,32,-12,-44,-2,-2,0,-2,1,9,3,-1
Cagliari v Parma,0,-3.200000000000003,-1,0,43,1,36,19,19,-15,6,48,0,0,5,-5,-2,0,1,-4,2,0,0,0,-32,49,81,-5,1,0,-5,-4,6,1,3
Cagliari v Roma,2,-1.4000000000000021,-3,2,-209,-9,-202,-136,-84,-80,-98,-43,-4,4,1,-1,-3,1,-1,-8,-2,0,2,0,-112,-221,-109,-8,0,0,-3,-5,-3,-2,-1
Cagliari v Sampdoria,1,-2.5,2,1,15,-18,21,37,-12,61,-21,-15,3,-3,-1,1,1,2,-1,15,5,0,-1,0,76,1,-75,-2,-1,0,4,1,-2,-3,-2
Cagliari v Sassuolo,0,-3.8000000000000007,0,1,-35,-9,-31,-36,-14,-64,-22,34,1,-1,-4,4,2,1,1,-6,0,0,1,0,-83,-31,52,-3,0,0,-1,-2,-1,-1,1
Cagliari v Torino,2,-3.5,0,2,-44,-20,-48,-5,-49,18,-58,-15,-2,2,1,-1,-2,-2,-2,-4,-1,0,-3,0,8,-46,-54,5,1,0,4,1,-2,-3,-1
Cagliari v Udinese,0,0.7999999999999972,1,1,22,-4,19,18,7,4,22,-2,-2,2,-3,3,-4,-2,-1,-5,-1,0,-1,0,25,26,1,-1,-2,0,4,5,7,1,1
Cagliari v Verona,2,-2.900000000000002,7,6,124,-18,123,99,44,70,74,-1,4,-4,4,-4,5,3,-1,14,4,0,0,0,162,120,-42,-6,1,0,-8,-3,14,5,-1
Cesena v AC Milan,1,-0.3000000000000007,-4,-4,-94,-18,-93,-70,-35,-39,-25,-43,-4,4,-2,2,-3,-2,-1,-13,-3,0,0,0,-61,-104,-43,0,1,0,2,-2,-5,-4,0
Cesena v Atalanta,1,-2.0,-3,-1,63,18,50,17,34,12,23,17,0,0,0,0,-1,-2,0,-2,3,0,4,0,41,59,18,0,2,0,-2,-6,-7,-4,0
Cesena v Cagliari,2,1.6999999999999993,4,1,-73,20,-65,-54,-30,-25,-30,-29,-1,1,-5,5,4,2,0,-3,-1,0,0,0,-38,-73,-35,5,2,0,12,6,-10,-6,0
Cesena v Chievo,2,-1.6999999999999993,0,1,9,5,-4,-7,9,8,10,-14,0,0,1,-1,2,1,0,0,-2,0,-2,0,23,9,-14,2,0,0,10,11,0,1,0
Cesena v Empoli,1,1.2000000000000028,0,0,-109,20,-100,-76,-30,-51,-65,6,-2,2,-5,5,0,-2,0,1,-2,0,2,0,-103,-108,-5,0,1,0,9,8,-6,-1,2
Cesena v Fiorentina,2,-0.6999999999999993,-4,-1,-162,-1,-154,-92,-87,-68,-69,-42,0,0,2,-2,-2,-1,0,-4,1,0,1,0,-113,-145,-32,6,1,0,-1,2,0,3,-1
Cesena v Genoa,2,0.6000000000000014,-7,-5,-30,-13,-36,-10,-17,-23,-2,-2,-6,6,2,-2,-6,-4,-2,-5,-4,0,1,0,-25,-29,-4,3,1,0,3,2,2,-1,-1
Cesena v Inter,2,1.0999999999999979,1,0,-124,13,-132,-69,-52,-10,-49,-64,0,0,-1,1,2,2,0,-3,1,0,-1,0,-49,-145,-96,-4,2,1,6,4,-9,-2,-1
Cesena v Juventus,1,-2.3999999999999986,-4,0,-148,-12,-149,-103,-63,-52,-66,-49,2,-2,0,0,-6,-1,-1,-9,0,0,0,0,-72,-148,-76,5,0,0,-1,0,1,1,-1
Cesena v Lazio,0,-0.1999999999999993,1,0,-60,-6,-67,-30,-31,16,-65,-12,-3,3,-5,5,1,2,0,2,4,0,0,0,-4,-64,-60,-3,0,0,5,3,-2,-2,0
Cesena v Napoli,2,-1.1999999999999993,-2,-2,-147,-19,-143,-78,-64,-2,-109,-30,-4,4,6,-6,-4,-1,-1,3,1,0,-2,0,-72,-145,-73,0,-1,0,-2,-1,4,1,-2
Cesena v Palermo,1,1.5,-5,-3,-130,-8,-122,-96,-58,-64,-55,-36,0,0,-2,2,-3,0,0,-12,-2,0,0,0,-87,-119,-32,5,-1,0,-1,-1,-5,0,0
Cesena v Parma,0,0.0,0,-1,-36,-12,-42,-12,-21,-15,-8,-9,1,-1,1,-1,2,2,1,5,4,0,0,0,-40,-43,-3,0,1,0,7,6,-6,-1,1
Cesena v Roma,2,0.1999999999999993,-5,-3,-11,-5,-20,-3,0,30,-8,-25,2,-2,3,-3,-5,2,0,5,2,0,0,0,9,-27,-36,-7,0,0,10,3,-10,-7,-1
Cesena v Sampdoria,1,1.2999999999999972,-5,0,20,-9,22,15,13,-10,37,0,0,0,-9,9,-4,-1,0,6,1,0,1,0,9,13,4,-2,2,0,-2,-2,2,0,0
Cesena v Sassuolo,2,0.5,-2,-3,-21,6,-37,-11,-9,-7,2,-15,-1,1,1,-1,0,0,0,3,1,0,-2,0,-31,-25,6,-6,0,0,3,4,-1,1,2
Cesena v Torino,2,-1.3999999999999986,-1,0,14,-6,19,42,-12,56,-3,-21,1,-1,-6,6,-4,-3,-2,12,3,0,0,0,70,11,-59,-1,0,0,-2,-1,0,1,-1
Cesena v Udinese,0,0.6999999999999993,4,3,97,5,91,62,40,35,39,28,-1,1,0,0,2,-1,0,1,-3,0,-3,0,66,94,28,-1,2,0,1,-2,-5,-3,0
Cesena v Verona,1,-1.3999999999999986,-2,-1,-33,20,-37,-32,-6,-50,4,6,-2,2,5,-5,-3,-2,1,-9,-3,0,-1,0,-77,-46,31,-3,-2,0,1,3,0,2,1
Chievo v AC Milan,1,0.0,-3,-1,-153,-3,-143,-86,-62,15,-108,-56,2,-2,-1,1,1,-1,0,9,0,0,0,0,-63,-155,-92,6,-1,0,5,5,1,0,0
Chievo v Atalanta,1,0.5,-5,-3,-158,7,-158,-103,-62,-54,-102,-14,-3,3,-3,3,-3,-1,0,-7,2,0,-1,0,-88,-144,-56,9,1,0,4,4,-1,0,0
Chievo v Cagliari,0,2.8000000000000007,0,-5,-23,25,-32,-26,-6,-23,-18,8,-1,1,-5,5,0,3,1,1,1,0,-1,0,-54,-23,31,10,0,0,13,9,-9,-4,1
Chievo v Cesena,0,1.4000000000000021,5,3,66,9,67,51,32,41,26,15,4,-4,-2,2,4,1,0,10,0,0,-1,0,79,58,-21,2,4,0,-7,-3,4,4,0
Chievo v Empoli,1,2.5,9,4,-48,-1,-34,-25,-10,41,-39,-41,2,-2,0,0,6,3,0,12,6,0,4,0,65,-19,-84,10,1,0,-2,3,6,5,0
Chievo v Fiorentina,2,0.3000000000000007,1,3,-36,15,-47,-22,-7,-9,-15,-7,1,-1,0,0,-1,-4,-1,1,-1,0,2,0,-7,-39,-32,5,0,0,-5,0,6,5,-1
Chievo v Genoa,2,2.5,7,2,-59,2,-57,-23,-15,35,-52,-20,-1,1,1,-1,5,6,1,6,3,0,4,0,28,-67,-95,0,0,0,-5,-7,-1,-2,1
Chievo v Inter,2,2.5,-1,-1,-137,12,-124,-75,-67,-30,-84,-27,2,-2,4,-4,-3,-2,0,6,4,0,3,0,-76,-126,-50,-2,2,0,-5,-4,-2,1,-1
Chievo v Juventus,2,0.1999999999999993,-3,-5,-238,-7,-228,-134,-111,-75,-134,-37,-4,4,2,-2,-4,-4,0,-2,1,0,1,0,-147,-221,-74,15,0,0,-1,-2,-2,-1,1
Chievo v Lazio,1,0.5,-2,-1,-115,9,-125,-81,-56,-32,-80,-25,-4,4,-2,2,0,-1,0,-20,-1,0,-1,0,-60,-123,-63,3,0,0,2,3,0,1,0
Chievo v Napoli,2,0.3000000000000007,5,-2,-60,7,-52,-19,-37,-3,-47,-8,-4,4,5,-5,4,6,0,4,5,0,-1,0,-48,-59,-11,9,0,0,7,1,-14,-6,0
Chievo v Palermo,0,2.3000000000000007,3,3,-195,-2,-196,-104,-86,2,-137,-55,-1,1,-2,2,3,1,1,1,1,0,2,0,-54,-198,-144,9,0,0,3,1,-3,-2,1
Chievo v Parma,2,1.1000000000000014,-1,0,-63,-5,-57,-43,-27,-16,-45,-9,-4,4,-2,2,-3,0,1,-6,-1,0,2,0,-48,-58,-10,4,-1,0,7,6,-1,-1,1
Chievo v Roma,1,0.6000000000000014,-1,1,-52,-3,-42,-17,-22,32,-26,-44,-1,1,-1,1,1,0,0,13,4,0,1,0,10,-49,-59,1,-1,0,-2,2,4,4,0
Chievo v Sampdoria,0,2.3999999999999986,0,-3,-200,2,-197,-113,-99,-74,-90,-47,-4,4,0,0,2,-1,0,-10,0,0,0,0,-164,-204,-40,-2,0,0,5,0,-5,-5,2
Chievo v Sassuolo,1,1.1000000000000014,1,2,-38,6,-45,-32,-4,12,-56,8,0,0,-1,1,0,1,0,-1,0,0,1,0,-29,-48,-19,-2,-2,0,-3,0,-1,3,0
Chievo v Torino,1,0.8000000000000007,5,3,43,1,47,18,21,75,26,-61,5,-5,0,0,4,2,0,3,0,0,1,0,131,55,-76,7,1,0,-3,-3,-4,0,0
Chievo v Udinese,1,3.3000000000000007,2,1,-30,-1,-38,-15,-10,10,-14,-19,-1,1,1,-1,3,3,1,0,2,0,-1,0,-26,-49,-23,-1,-3,0,2,-4,-9,-6,1
Chievo v Verona,1,0.10000000000000142,-5,-2,3,-4,2,9,-6,15,-3,-8,0,0,-1,1,-2,-4,-1,-2,-4,0,0,0,3,-5,-8,3,-2,0,1,0,-1,-1,0
Empoli v AC Milan,1,-1.4000000000000021,4,-1,24,-19,18,22,-11,9,36,-32,0,0,7,-7,2,4,1,-6,-2,0,-3,0,36,19,-17,-2,-1,0,0,-3,-3,-3,1
Empoli v Atalanta,1,-2.8000000000000007,9,6,93,-22,107,56,33,16,62,12,2,-2,9,-9,9,1,0,0,-1,0,0,0,97,102,5,0,0,0,-8,-4,6,4,0
Empoli v Cagliari,2,1.8000000000000007,-4,-2,15,0,17,-3,39,7,29,-5,0,0,4,-4,-2,-1,-2,3,-1,0,-4,0,6,-15,-21,-5,1,0,1,-9,-8,-10,-4
Empoli v Cesena,0,-1.4000000000000021,4,3,121,-16,125,84,53,55,75,5,1,-1,4,-4,5,1,0,6,2,0,0,0,106,120,14,-2,-1,0,1,2,3,1,1
Empoli v Chievo,0,-2.6000000000000014,4,2,134,-8,131,75,61,42,60,38,4,-4,1,-1,4,1,1,3,-1,0,-4,0,48,134,86,-2,-1,0,-8,-5,8,3,1
Empoli v Fiorentina,2,-3.1999999999999993,0,-1,-67,-27,-66,-14,-56,-45,-27,3,-2,2,4,-4,-1,-2,0,-6,2,0,0,0,-50,-79,-29,-1,-2,0,-12,-13,9,-1,0
Empoli v Genoa,1,0.10000000000000142,-7,-3,-24,-18,-25,9,-42,-60,-4,32,-1,1,4,-4,-7,-4,0,-1,0,0,-2,0,-87,-28,59,-1,0,0,1,-1,-6,-2,-1
Empoli v Inter,1,-0.3000000000000007,5,2,123,-12,134,91,45,66,63,8,2,-2,4,-4,4,2,0,10,2,0,1,0,108,126,18,-13,0,0,-13,-8,9,5,0
Empoli v Juventus,2,-2.6000000000000014,-6,-5,-106,-11,-108,-44,-63,-42,-23,-44,-3,3,4,-4,-5,-2,0,-3,-2,0,-2,0,-66,-109,-43,-1,0,0,4,3,0,-1,0
Empoli v Lazio,0,-2.3000000000000007,-1,1,3,-13,-3,4,-19,-26,25,-12,-1,1,3,-3,-3,-1,0,-3,0,0,-1,0,-10,4,14,2,-1,0,1,2,-1,1,0
Empoli v Napoli,0,-3.0,1,2,2,-4,9,24,-25,0,8,-6,-1,1,-2,2,3,2,1,-7,-2,0,-2,0,32,1,-31,-9,0,0,-11,-3,12,8,1
Empoli v Palermo,0,-0.5,9,7,120,-6,111,75,55,56,48,28,8,-8,3,-3,5,5,2,8,2,0,-1,0,96,117,21,-7,-3,0,2,2,5,0,2
Empoli v Parma,1,-1.3000000000000007,2,-1,115,-24,129,83,52,84,54,1,9,-9,-1,1,5,4,2,15,3,0,-3,0,131,127,-4,-9,0,0,-9,-6,7,3,1
Empoli v Roma,2,-3.099999999999998,6,1,-94,-32,-93,-34,-51,-8,-47,-34,6,-6,1,-1,1,1,0,6,0,0,-1,0,-38,-98,-60,-7,0,0,-2,-2,-8,0,1
Empoli v Sampdoria,1,-0.10000000000000142,7,5,61,-1,66,32,36,54,22,-8,0,0,2,-2,7,6,0,8,2,0,-2,0,95,65,-30,1,0,0,5,2,-4,-3,0
Empoli v Sassuolo,0,-3.0,3,1,42,-10,45,25,14,28,16,-3,6,-6,-1,1,3,2,0,1,2,0,-3,0,49,40,-9,-5,-1,0,-8,-7,4,1,0
Empoli v Torino,1,-3.099999999999998,1,-1,62,-16,63,53,8,63,25,-24,1,-1,5,-5,0,-1,0,1,-2,0,-6,0,87,52,-35,-10,-1,0,-6,-3,3,3,0
Empoli v Udinese,2,0.20000000000000284,4,2,135,-23,145,100,26,37,78,12,-1,1,5,-5,5,3,-1,-5,-2,0,-2,0,112,136,24,-4,0,0,-8,-6,7,2,0
Empoli v Verona,1,-1.3999999999999986,7,1,63,-26,58,44,13,4,36,17,7,-7,-3,3,7,4,0,-7,3,0,-1,0,46,59,13,-7,-2,0,-8,-2,7,6,0
Fiorentina v AC Milan,0,0.8000000000000007,2,0,-42,-15,-28,-21,-12,34,-54,-12,-7,7,7,-7,1,-2,0,3,0,0,-2,0,-10,-29,-19,12,-3,0,-6,-5,4,1,0
Fiorentina v Atalanta,0,-0.8999999999999986,-1,0,80,-19,94,28,47,11,44,22,-3,3,6,-6,0,0,0,-3,0,0,-1,0,64,103,39,3,-1,0,-7,-2,8,5,0
Fiorentina v Cagliari,2,3.599999999999998,0,-1,125,6,134,106,43,105,27,17,4,-4,1,-1,-1,-2,-1,22,3,0,0,0,136,133,-3,5,0,0,-1,-3,-4,-2,-1
Fiorentina v Cesena,0,0.09999999999999787,11,9,82,-5,89,46,46,63,29,4,4,-4,1,-1,6,7,0,9,4,0,0,0,129,83,-46,-3,0,0,-12,-7,8,5,2
Fiorentina v Chievo,0,-0.3999999999999986,8,8,107,-9,114,41,49,17,59,17,-1,1,0,0,7,3,1,-7,-1,0,-2,0,66,109,43,-1,-2,0,5,6,0,1,1
Fiorentina v Empoli,1,2.3999999999999986,5,2,72,27,69,24,58,68,14,2,4,-4,3,-3,7,2,0,12,5,0,0,0,89,76,-13,8,-1,0,1,-1,-2,-2,1
Fiorentina v Genoa,1,1.5999999999999979,5,4,116,10,117,59,56,38,87,-7,-1,1,5,-5,4,4,0,6,1,0,1,0,95,105,10,-1,-2,0,-1,-2,0,-1,0
Fiorentina v Inter,0,1.1999999999999993,4,2,-19,13,-2,-24,-7,-2,-13,-13,0,0,4,-4,4,1,0,-3,-1,0,2,0,8,-8,-16,6,-1,0,7,0,-5,-7,2
Fiorentina v Juventus,1,-0.7000000000000028,3,3,29,8,22,19,20,30,6,2,-1,1,3,-3,2,0,0,8,0,0,1,0,27,22,-5,0,0,0,9,7,-10,-2,0
Fiorentina v Lazio,2,-0.8999999999999986,-3,-3,-57,-20,-46,-26,-35,-20,-35,-7,1,-1,5,-5,-3,0,-1,-1,1,0,1,0,-42,-42,0,4,-2,0,0,-3,-2,-3,-1
Fiorentina v Napoli,2,0.5,-10,-6,53,15,47,33,25,11,37,7,0,0,3,-3,-8,-3,0,0,-3,0,-1,0,26,40,14,-3,0,0,7,3,-11,-4,0
Fiorentina v Palermo,0,0.5999999999999979,8,3,43,-5,50,20,37,56,7,-6,3,-3,0,0,9,2,0,9,1,0,-2,0,90,56,-34,0,0,0,-1,5,8,6,1
Fiorentina v Parma,0,2.299999999999997,7,2,160,-11,170,71,91,67,93,8,5,-5,-1,1,6,1,1,8,-1,0,-1,0,159,176,17,1,0,0,-2,-3,2,-1,2
Fiorentina v Roma,1,2.099999999999998,1,1,25,3,28,6,26,20,-8,19,1,-1,1,-1,-3,-2,0,6,2,0,2,0,18,34,16,3,-2,0,9,3,-11,-6,1
Fiorentina v Sampdoria,0,1.3999999999999986,3,1,103,-3,111,55,68,103,29,-7,1,-1,2,-2,1,-1,0,13,3,0,1,0,153,116,-37,12,2,0,-4,-4,2,0,0
Fiorentina v Sassuolo,1,-0.40000000000000213,8,4,179,-2,188,105,91,97,90,10,4,-4,-2,2,9,5,0,10,3,0,1,0,182,182,0,-1,-1,0,-7,-5,7,2,0
Fiorentina v Torino,1,0.5,8,5,105,-19,113,68,45,103,44,-31,5,-5,-2,2,1,0,0,10,3,0,0,0,180,110,-70,1,-1,0,-4,-6,2,-2,0
